city,area,profession,professionName,experience,education,wageStart,wageEnd,companyName,companyType,companySize,industry,tags,welfare,url,submitTime
上海,浦东新区,算法工程师,算法/机器学习高级专家,3-5年,本科,30,50,蚂蚁集团,上市公司,2000人以上,科技金融,科技金融; 文本生成; 深度学习; 数据挖掘; 图片识别,“成长空间大、福利待遇好”,https://www.lagou.com/jobs/8655929.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,上海,算法工程师,ai算法工程师,3-5年,硕士,20,35,光鉴科技,A轮,50-150人,其他,人脸识别,“年终奖金 绩效奖金 五险一金 餐饮补贴”,https://www.lagou.com/jobs/8839662.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,打浦桥,算法工程师,算法工程师,1-3年,本科,20,40,循环智能,A轮,50-150人,人工智能、其他,人工智能服务; 自然语言处理,“14-20薪、有期权”,https://www.lagou.com/jobs/8794789.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,青浦区,算法工程师,图形图像算法工程师（OCR）,3-5年,本科,15,25,圆通,上市公司,2000人以上,物流｜运输,物流; 移动互联网,“环境舒适、晋升快速”,https://www.lagou.com/jobs/7047568.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,浦东新区,算法工程师,深度学习算法工程师,1-3年,本科,30,50,海深科技,B轮,15-50人,人工智能服务,优先上海落户; 免费午餐晚餐; 技术大牛众多; 名校名企背景,“落户快 团队背景优秀 福利好”,https://www.lagou.com/jobs/7103523.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,中山公园,算法工程师,高级NLP算法工程师,3-5年,本科,25,40,CraiditX,C轮,50-150人,人工智能服务,人工智能服务; 推荐算法; 自然语言处理; 文本生成; 意图识别,“AI金融 精英团队 技术氛围浓 扁平管理”,https://www.lagou.com/jobs/8824382.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,长寿路,算法工程师,算法工程师,3-5年,本科,25,35,IntraMirror,B轮,150-500人,电商平台、新零售,商品模型; 建模,“跨境奢侈品电商、地铁周边、六险一金、带薪年假”,https://www.lagou.com/jobs/8470921.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,中山公园,算法工程师,ocr算法工程师,3-5年,本科,15,25,CraiditX,C轮,50-150人,人工智能服务,人工智能服务; 图片识别; 文字识别,“AI金融 精英团队 技术氛围浓 扁平管理”,https://www.lagou.com/jobs/8822318.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,徐汇区,算法工程师,11414F-算法工程师,3-5年,硕士,15,30,平安科技,上市公司,2000人以上,科技金融、人工智能服务、软件服务｜咨询,大数据; 数据挖掘,“五险一金、带薪年假、节日福利、绩效奖金”,https://www.lagou.com/jobs/8349616.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,浦东新区,算法工程师,计算机视觉算法工程师,1-3年,硕士,30,50,海深科技,B轮,15-50人,人工智能服务,人工智能服务; 深度学习,“落户快 团队背景优秀 福利好”,https://www.lagou.com/jobs/5701907.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,闵行区,算法工程师,推荐/广告/搜索算法工程师/高级算法工程师,3-5年,硕士,30,60,唯品会,上市公司,2000人以上,电商平台,推荐算法,“发展前景 福利待遇 项目奖金”,https://www.lagou.com/jobs/8839045.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,虹梅路,算法工程师,自动驾驶仿真算法工程师,1-3年,本科,20,35,商汤科技,C轮,2000人以上,人工智能服务、IT技术服务｜咨询,人工智能服务; 深度学习; C++ ; 仿真测试,“AI四小龙 独角兽企业 双休 薪酬福利优”,https://www.lagou.com/jobs/8836494.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,北外滩,算法工程师,计算机视觉算法工程师,3-5年,本科,25,50,特赞|Tezign,C轮,150-500人,营销服务｜咨询,OpenCV; 图像算法; 视频理解; 视频编辑,“AI场景丰富、大牛团队、弹性上下班”,https://www.lagou.com/jobs/8486396.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,崇明县,算法工程师,算法工程师,1-3年,本科,20,40,联合集团,上市公司,2000人以上,移动互联网,新能源汽车制造; 智能硬件; 深度学习; 模式识别; 图像算法; 音频算法,“行业领先、大牛带队、薪资OPEN、有股票期权。”,https://www.lagou.com/jobs/8756917.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,新江湾城,算法工程师,算法工程师,3-5年,本科,20,40,益盟操盘手,上市公司,500-2000人,科技金融,金融; 深度学习,“公司平台大、团队氛围好、福利待遇好”,https://www.lagou.com/jobs/7869667.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,徐汇区,算法工程师,推荐算法工程师,3-5年,本科,25,45,比心陪练,B轮,500-2000人,游戏,带薪年假; 年度旅游; 岗位晋升; 六险一金,“独角兽”,https://www.lagou.com/jobs/8457717.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,北外滩,算法工程师,nlp算法工程师,3-5年,本科,25,50,特赞|Tezign,C轮,150-500人,营销服务｜咨询,中文分词; 信息抽取; 自然语言处理; TensoFlow,“丰富的商业化应用、团队大牛多、极客精神”,https://www.lagou.com/jobs/8245274.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,徐汇区,算法工程师,算法工程师,3-5年,本科,20,30,上海喔趣,D轮及以上,150-500人,移动互联网,深度学习; 机器学习; 机器人,“团队实力强、扁平化管理工作氛围好”,https://www.lagou.com/jobs/8669673.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,虹梅路,算法工程师,数据分析师\算法工程师,1-3年,本科,15,30,假面科技,B轮,150-500人,游戏,游戏; 用户匹配算法; 数据挖掘; 游戏AI研发,“薪资福利、发展前景、 2-6个月年终奖、期权”,https://www.lagou.com/jobs/8333496.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,漕河泾,算法工程师,语音识别算法工程师,3-5年,硕士,35,50,赛舵智能,A轮,50-150人,人工智能服务、软件服务｜咨询,语音合成; 自然语言处理,“发展前景好、团队素质高、股权计划”,https://www.lagou.com/jobs/8183487.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,静安区,算法工程师,算法工程师-运筹优化方向,3-5年,本科,20,40,品览Pinlan,A轮,50-150人,人工智能服务、IT技术服务｜咨询,OI; python,“优质团队 氛围轻松 最高20月+”,https://www.lagou.com/jobs/8446479.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,徐汇区,算法工程师,算法工程师(营销方向数据挖掘),1-3年,本科,20,40,明略科技集团,D轮及以上,2000人以上,数据服务｜咨询、人工智能服务,CTR预估; 虚假流量,“重点项目”,https://www.lagou.com/jobs/8651670.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,浦东新区,算法工程师,音频算法工程师,5-10年,本科,25,50,迅游网络,上市公司,150-500人,工具类产品、游戏,语音识别,“团队氛围NICE、发展前景”,https://www.lagou.com/jobs/8374207.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,徐家汇,算法工程师,算法移植优化工程师,3-5年,本科,20,35,Versa,B轮,50-150人,工具类产品,PyTorch; C/C++; Python,“年终奖丰厚、管理扁平透明”,https://www.lagou.com/jobs/8790540.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,青浦区,算法工程师,算法工程师,3-5年,本科,20,35,圆通,上市公司,2000人以上,物流｜运输,安全大数据; 机器学习,“上市公司、提供住宿、餐补”,https://www.lagou.com/jobs/8169171.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,浦东新区,算法工程师,资深算法工程师,5-10年,本科,25,50,品览Pinlan,A轮,50-150人,人工智能服务、IT技术服务｜咨询,人工智能服务; IT技术服务｜咨询; 深度学习; Python; 计算机视觉; 图像识别,“AI+、大牛多多、成长带回报”,https://www.lagou.com/jobs/8214834.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,长宁区,算法工程师,图像算法工程师,1-3年,本科,30,60,拼多多,上市公司,2000人以上,电商平台,电商平台; 深度学习; 图片识别; 视频/监控分析,“成长快薪资有竞争力团队氛围不错”,https://www.lagou.com/jobs/8834943.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,天山路,算法工程师,高级算法工程师/专家（基础电商）,3-5年,本科,35,70,拼多多,上市公司,2000人以上,电商平台,大数据; nlp; 搜索推荐,“技术大牛多、成长空间大、大流量场景”,https://www.lagou.com/jobs/7965828.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,张江,算法工程师,算法工程师,3-5年,本科,23,46,平安健康,上市公司,2000人以上,在线医疗,数据挖掘; 推荐算法; TensoFlow,“发展前景好”,https://www.lagou.com/jobs/8169373.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,张江,算法工程师,324121-算法工程师,1-3年,本科,15,25,平安健康,上市公司,2000人以上,在线医疗,大数据; 搜索算法; 推荐算法,“五险一金、定期体检、节日福利、带薪年假”,https://www.lagou.com/jobs/8446056.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,虹梅路,算法工程师,数据分析师\算法工程师,1-3年,本科,15,30,娱公互动,D轮及以上,150-500人,游戏,游戏; 用户匹配算法; 数据挖掘; 游戏AI研发,“薪资福利、发展前景、 2-6个月年终奖、期权”,https://www.lagou.com/jobs/8330615.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,徐家汇,算法工程师,高级深度学习算法工程师,3-5年,硕士,30,60,Versa,B轮,50-150人,工具类产品,图像算法; 图片识别,“保底13薪、年终奖、晋升透明、年轻化”,https://www.lagou.com/jobs/8160730.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,徐汇区,算法工程师,nlp算法工程师,1-3年,本科,15,25,轻轻教育,D轮及以上,2000人以上,在线教育,文本分类; 文字识别; 自然语言处理,“技术前沿 大牛环绕 朝阳行业”,https://www.lagou.com/jobs/7854231.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,徐汇区,算法工程师,算法工程师,3-5年,本科,20,30,镁信健康,B轮,150-500人,科技金融,人工智能服务; 在线医疗; CNN; Python,“发展前景广 福利待遇好”,https://www.lagou.com/jobs/8654884.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,浦江,算法工程师,nlp算法专家/工程师,3-5年,硕士,25,50,泛微,上市公司,2000人以上,软件服务｜咨询,中文分词; 句法分析; TensoFlow; 语义识别,“上市公司 免费三餐 员工旅游 每年多次调薪”,https://www.lagou.com/jobs/8735120.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,新华路,算法工程师,算法工程师,1-3年,硕士,18,25,东方低碳,C轮,50-150人,其他,数仓建模; 数仓架构,“有较好的资源平台”,https://www.lagou.com/jobs/8425560.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,虹梅路,算法工程师,图像算法工程师（OCR相关）,1-3年,本科,20,40,思贤科技,B轮,50-150人,数据服务｜咨询、人工智能服务,技能培训; 绩效奖金; 岗位晋升; 管理规范,“薪资高；发展前景好；人工智能大数据行业”,https://www.lagou.com/jobs/7906793.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,虹梅路,算法工程师,nlp算法工程师,1-3年,本科,20,40,思贤科技,B轮,50-150人,数据服务｜咨询、人工智能服务,深度学习; 自然语言处理; Python; C/C++,“薪资高；发展前景好；人工智能大数据行业”,https://www.lagou.com/jobs/7877576.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,浦东新区,算法工程师,nlp算法工程师,3-5年,本科,20,35,蜜度信息,C轮,500-2000人,数据服务｜咨询,文本纠错,“福利待遇好 团队氛围nice”,https://www.lagou.com/jobs/7703797.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,张江,算法工程师,算法工程师,1-3年,本科,15,20,清鹤科技,上市公司,150-500人,数据服务｜咨询、人工智能服务、IT技术服务｜咨询,人工智能服务; 图片识别,“五险一金；扁平化管理；带薪年假；节日福利”,https://www.lagou.com/jobs/8557713.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,杨浦区,算法工程师,推荐算法工程师,3-5年,本科,25,40,得物App,B轮,500-2000人,电商平台,电商平台; 内容社区; 推荐系统; 搜索算法; 垂直搜索,“大平台 成长空间 薪酬福利”,https://www.lagou.com/jobs/8668886.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,徐汇区,算法工程师,深度学习视觉算法工程师(上海),1-3年,本科,20,35,明略科技集团,D轮及以上,2000人以上,数据服务｜咨询、人工智能服务,人工智能服务; 图片识别,“重点项目”,https://www.lagou.com/jobs/8482457.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,浦东新区,算法工程师,高级测试工程师（大数据算法方向）(J12433),3-5年,本科,15,25,2345.com,上市公司,500-2000人,内容资讯、工具类产品,工具类产品; 内容资讯; 功能测试; 接口测试; 性能测试; 自动化测试,“上市公司；高新企业；福利丰富；团队和谐”,https://www.lagou.com/jobs/8351384.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,浦东新区,算法工程师,NLP算法工程师-上海 (MJ000503),3-5年,本科,25,40,Soul,D轮及以上,500-2000人,社交平台,社交平台; 深度学习; 自然语言处理,“高速发展”,https://www.lagou.com/jobs/8715639.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,静安区,算法工程师,高级算法工程师,5-10年,本科,40,65,宝尊电商,上市公司,2000人以上,营销服务｜咨询,电商平台; 软件服务｜咨询; 推荐算法; 机器学习; 广告算法,“平台稳定 发展空间大 六险一金”,https://www.lagou.com/jobs/8632327.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,虹梅路,算法工程师,音频算法工程师,1-3年,本科,18,35,微想科技,天使轮,150-500人,文娱丨内容、其他,工具类产品; 社交平台; C; C++,“定期聚餐~”,https://www.lagou.com/jobs/8776990.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,浦东新区,算法工程师,算法工程师,1-3年,本科,15,25,异工同智,A轮,50-150人,IT技术服务｜咨询,Python,“六险二金、定期体检、免费零食、岗位晋升”,https://www.lagou.com/jobs/8621529.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,浦东新区,算法工程师,推荐算法工程师（SH） (MJ000001),3-5年,不限,30,60,Soul,D轮及以上,500-2000人,社交平台,社交平台,“发展前景”,https://www.lagou.com/jobs/8715621.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,虹梅路,算法工程师,slam算法工程师,3-5年,硕士,20,40,快仓智能仓储,C轮,150-500人,智能硬件,智能硬件; 人工智能服务; 服务机器人; C/C++; 自动驾驶,“行业前景好 发展空间大”,https://www.lagou.com/jobs/8361119.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,虹梅路,算法工程师,高级图像算法工程师,3-5年,硕士,20,35,快仓智能仓储,C轮,150-500人,智能硬件,智能硬件; 物联网; 图片识别; 模式识别,“行业前景好 发展空间大”,https://www.lagou.com/jobs/8361072.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,普陀区,算法工程师,音频算法工程师,1-3年,本科,20,40,微想科技,天使轮,150-500人,文娱丨内容、其他,工具类产品; 社交平台; C; C++,“上升空间大、福利待遇佳、办公氛围好”,https://www.lagou.com/jobs/8785852.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,松江区,算法工程师,【上海松江区】故障预测算法工程师,3-5年,硕士,20,35,海尔集团,上市公司,2000人以上,制造业、物联网,工业互联网,“行业前景好 公司背景强大”,https://www.lagou.com/jobs/8682995.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,北新泾,算法工程师,资深推荐算法工程师,3-5年,本科,28,56,携程集团,上市公司,2000人以上,旅游｜出行,绩效奖金; 股票期权; 五险一金; 交通补助,“扁平化管理”,https://www.lagou.com/jobs/8553504.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,徐家汇,算法工程师,nlp算法,1-3年,硕士,15,25,轻轻教育,D轮及以上,2000人以上,在线教育,教育; 自然语言处理,“发展晋升快 团队氛围好 大牛环绕”,https://www.lagou.com/jobs/6894226.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,张江,算法工程师,深度学习（图像识别）高级算法研发工程师,3-5年,硕士,25,50,阅文集团,上市公司,500-2000人,内容社区,图片识别,“优秀团队、带薪年假、定期团建”,https://www.lagou.com/jobs/8030397.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,张江,算法工程师,推荐搜索算法高级工程师,3-5年,硕士,20,30,阅文集团,上市公司,500-2000人,内容社区,大数据; 移动互联网,“Top团队、发展快、福利好、环境佳”,https://www.lagou.com/jobs/6268653.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,龙华,算法工程师,AI算法工程师,3-5年,硕士,25,35,FREE BRIO,A轮,50-150人,制造业,人工智能服务; 智能硬件; 深度学习; 音频算法; Python; Java,“五险一金、弹性工作、周末双休”,https://www.lagou.com/jobs/8572374.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,长宁区,算法工程师,信贷模型算法Leader,3-5年,本科,35,65,美团,上市公司,2000人以上,消费生活,数据服务｜咨询; 算法工程师,“带团队、平台大”,https://www.lagou.com/jobs/8457690.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,张江,算法工程师,深度学习算法工程师,3-5年,硕士,20,30,思凯迈人工智能科技有限责任公司,A轮,50-150人,人工智能服务,人工智能服务; 图片识别; 文字识别; 人脸识别,“十三薪”,https://www.lagou.com/jobs/8354878.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,张江,算法工程师,计算机视觉算法工程师,3-5年,硕士,20,30,思凯迈人工智能科技有限责任公司,A轮,50-150人,人工智能服务,人工智能服务; 深度学习; 图片识别; 文字识别; 人脸识别,“十三薪、人工智能”,https://www.lagou.com/jobs/8355066.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,梅园,算法工程师,风控算法工程师,1-3年,硕士,15,25,百维金科,A轮,15-50人,数据服务,数据挖掘; Python,“五险一金。带薪年假。福利好待遇佳”,https://www.lagou.com/jobs/7445413.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,北新泾,算法工程师,算法工程师（运筹/路径规划）(J21694),3-5年,硕士,20,40,携程集团,上市公司,2000人以上,旅游｜出行,电商; 旅游; Hadoop; Spark; Hive,“发展前景好、薪资福利佳、团队氛围好”,https://www.lagou.com/jobs/8008823.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,漕宝路,算法工程师,推荐算法工程师,1-3年,本科,30,50,小象优品,C轮,500-2000人,电商平台,带薪年假; 通讯津贴; 定期体检; 绩效奖金,“带薪年假、定期体检、年度旅游、岗位晋升”,https://www.lagou.com/jobs/7472414.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,闵行区,算法工程师,高级图像算法工程师,3-5年,硕士,25,45,永辉云创科技有限公司,D轮及以上,2000人以上,新零售,新零售; 人脸识别; 视频/监控分析; 三维图像视觉,“平台大、晋升快”,https://www.lagou.com/jobs/8172919.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,洋泾,算法工程师,深度学习图像算法工程师,1-3年,硕士,18,35,上海互教教育科技有限公司,C轮,500-2000人,教育｜培训,图片识别; 文字识别; 目标检测,“项目奖励制 节日福利、绩效奖金、一年四次评定”,https://www.lagou.com/jobs/8745633.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,张江,算法工程师,算法工程师,3-5年,本科,22,29,卫瓴科技,天使轮,50-150人,IT技术服务｜咨询、营销服务｜咨询,软件服务｜咨询; 文本分类; 信息抽取; 数据服务,“创业企业 发展无限”,https://www.lagou.com/jobs/8283733.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,洋泾,算法工程师,图像识别算法工程师,1-3年,本科,18,35,上海互教教育科技有限公司,C轮,500-2000人,教育｜培训,深度学习; 图像算法; C/C++; OpenCV,“项目奖励制 节日福利、绩效奖金、一年四次评定”,https://www.lagou.com/jobs/8614054.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,张江,算法工程师,算法架构,5-10年,本科,30,50,长投学堂,A轮,500-2000人,内容社区,系统架构; 技术管理,“不打卡、零食自由、氛围轻松”,https://www.lagou.com/jobs/8381951.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,闵行区,算法工程师,AI-Lab音乐智能算法研究员,3-5年,本科,30,60,字节跳动,D轮及以上,2000人以上,内容资讯、短视频,扁平管理; 弹性工作; 就近租房补贴; 六险一金,“股票期权、弹性工作、租房补贴、下午茶”,https://www.lagou.com/jobs/7539933.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,闵行区,算法工程师,语音研发工程师 — 算法引擎方向,3-5年,本科,25,50,字节跳动,D轮及以上,2000人以上,内容资讯、短视频,音视频处理,“六险一金、弹性工作、免费三餐、餐补”,https://www.lagou.com/jobs/7521967.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,浦东新区,算法工程师,1131BQ-活体检测视觉算法研究员,3-5年,本科,15,30,平安科技,上市公司,2000人以上,科技金融、人工智能服务、软件服务｜咨询,大数据; 云计算; 机器学习; 人工智能; 深度学习; 图像处理,“五险一金”,https://www.lagou.com/jobs/7301457.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,长宁区,算法工程师,定位算法工程师,3-5年,本科,18,30,westwell西井科技,C轮,150-500人,人工智能服务,物流｜运输; 物流平台; 无人驾驶,“氛围环境好、六险一金、一线福利、团队有爱”,https://www.lagou.com/jobs/5865957.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/20/2021
上海,镇宁路,算法工程师,深度学习算法工程师,1-3年,本科,15,25,westwell西井科技,C轮,150-500人,人工智能服务,Python; C/C++; TensoFlow; PyTorch,“氛围环境好、六险一金、一线福利、团队有爱”,https://www.lagou.com/jobs/6538577.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/20/2021
上海,张江,算法工程师,C++算法实现工程师,1-3年,本科,15,22,正雅齿科,C轮,500-2000人,在线医疗,医疗健康,“行业发展好 领导好 团队氛围好”,https://www.lagou.com/jobs/6172876.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/20/2021
上海,静安区,算法工程师,高级算法/算法工程师(J10516),3-5年,本科,25,45,TalkingData,C轮,500-2000人,数据服务｜咨询,数据服务｜咨询; 深度学习; 推荐算法; 广告服务,“大数据 独角兽 大牛多 氛围好”,https://www.lagou.com/jobs/8584172.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/20/2021
上海,浦东新区,算法工程师,nlp算法工程师,3-5年,本科,20,30,蜜度信息,C轮,500-2000人,数据服务｜咨询,TensoFlow; PyTorch; 深度学习,“带薪年休假；弹性工作制”,https://www.lagou.com/jobs/7950897.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,新天地,算法工程师,搜索算法工程师,3-5年,本科,30,45,小红书,D轮及以上,500-2000人,电商平台、内容社区,推荐算法,“免费三餐、下午茶、领导nice”,https://www.lagou.com/jobs/8621763.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/20/2021
上海,新天地,算法工程师,nlp算法工程师,3-5年,本科,25,40,小红书,D轮及以上,500-2000人,电商平台、内容社区,文本分类; 文本蕴涵,“免费三餐、下午茶、领导nice”,https://www.lagou.com/jobs/8621807.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/20/2021
上海,张江,算法工程师,算法高级工程师（三角形网格）,3-5年,硕士,20,30,正雅齿科,C轮,500-2000人,在线医疗,建模,“行业发展好 领导好 团队氛围好”,https://www.lagou.com/jobs/6135233.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/20/2021
上海,青浦区,算法工程师,高级算法工程师,3-5年,硕士,25,45,中通快递,上市公司,2000人以上,物流｜运输,电商; 搜索算法; C/C++,“年终奖 免费班车 员工宿舍 五险一金”,https://www.lagou.com/jobs/7940060.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/20/2021
上海,徐汇区,算法工程师,深度学习算法工程师,1-3年,硕士,20,40,媒智科技,A轮,15-50人,人工智能服务,机器学习; 图像处理,“年底双薪 股票期权 带薪年假 周末双休”,https://www.lagou.com/jobs/6238901.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/20/2021
上海,浦东新区,算法工程师,高级图像算法工程师,3-5年,硕士,25,50,视+AR,B轮,50-150人,IT技术服务｜咨询,IT技术服务｜咨询; 计算机视觉; 图像处理; 模式识别,“股票期权、带薪年假、氛围好、发展空间大”,https://www.lagou.com/jobs/3031505.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/20/2021
上海,长宁区,算法工程师,信贷模型算法专家,3-5年,本科,20,40,美团,上市公司,2000人以上,消费生活,消费生活; 数据服务｜咨询,“团队优秀、业务前景好、发展前景好”,https://www.lagou.com/jobs/8447885.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/20/2021
上海,黄浦区,算法工程师,25215M-AI算法工程师,3-5年,本科,13,26,陆金所,上市公司,2000人以上,科技金融,科技金融; 深度学习,“五险一金、带薪年假、节日福利、定期体检”,https://www.lagou.com/jobs/5789919.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,北外滩,算法工程师,算法分析师,3-5年,本科,20,27,平安好学,C轮,2000人以上,在线教育,教育; 大数据; 深度学习; 数据挖掘,“大平台、技术氛围好、扁平化管理”,https://www.lagou.com/jobs/7942859.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,闸北公园,算法工程师,广告算法工程师,3-5年,本科,30,60,TapTap,B轮,50-150人,内容社区、游戏,年底双薪; 绩效奖金; 交通补助; 带薪年假,“扁平化管理；包三餐”,https://www.lagou.com/jobs/8830565.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/20/2021
上海,徐汇区,算法工程师,计算机视觉算法工程师,1-3年,硕士,20,40,媒智科技,A轮,15-50人,人工智能服务,模式识别; 工业视觉检测; TensoFlow; 深度学习,“年底双薪 股票期权 带薪年假 周末双休”,https://www.lagou.com/jobs/7029645.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/20/2021
上海,虹口区,算法工程师,55413P-AI算法工程师(语音方向),1年以下,硕士,20,30,平安好学,C轮,2000人以上,在线教育,教育; Python,“五险一金、绩效奖金、带薪年假、定期体检”,https://www.lagou.com/jobs/8717598.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,浦东新区,算法工程师,25317O-算法工程师,3-5年,硕士,30,60,陆金所,上市公司,2000人以上,科技金融,推荐算法; 搜索算法; 智能金融,“五险一金、节日福利、带薪年假”,https://www.lagou.com/jobs/7885511.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
上海,龙华,算法工程师,39318E-计算机视觉算法工程师,3-5年,硕士,15,25,平安医疗,A轮,500-2000人,科技金融,医疗健康; 大数据; nlp算法工程师; Python; MySQL,“五险一金、绩效奖金、带薪年假、弹性工作”,https://www.lagou.com/jobs/7658184.html?show=be017a2cf43d4c51a27d54d8387a2ebc,5/21/2021
