,Name of Issuer,Title of Class,CUSIP,Value,SHRS OR SH,PRN AMT PRN,Investment Discretion,Voting Authority_Sole,Voting Authority_Shared,Voting Authority_None,Date,Period,Filing Manager,CIK
0,ADVANCED MICRO DEVICES INC,NOTE 2.125% 9/0,007903BD8,16400,2500000,PRN,DFND,0,2500000,0,2020-06-30,2020Q2,Elliott Investment Management L.P.,0001791786
1,AMERICAN AIRLS GROUP INC,COM,02376R102,58815,4500000,SH,DFND,0,4500000,0,2020-06-30,2020Q2,Elliott Investment Management L.P.,0001791786
2,ARCONIC CORPORATION,COM,03966V107,144752,10391409,SH,DFND,0,10391409,0,2020-06-30,2020Q2,Elliott Investment Management L.P.,0001791786
3,AT&T INC,COM,00206R102,151150,5000000,SH,DFND,0,5000000,0,2020-06-30,2020Q2,Elliott Investment Management L.P.,0001791786
4,B. RILEY FINANCIAL INC,COM,05580M108,25531,1173302,SH,DFND,0,1173302,0,2020-06-30,2020Q2,Elliott Investment Management L.P.,0001791786
5,CINEMARK HLDGS INC,COM,17243V102,18711,1620000,SH,DFND,0,1620000,0,2020-06-30,2020Q2,Elliott Investment Management L.P.,0001791786
6,COMMUNITY HEALTH SYS INC NEW,COM,203668108,13545,4500000,SH,DFND,0,4500000,0,2020-06-30,2020Q2,Elliott Investment Management L.P.,0001791786
7,CORMEDIX INC,COM,21900C308,5250,833374,SH,DFND,0,833374,0,2020-06-30,2020Q2,Elliott Investment Management L.P.,0001791786
8,DELL TECHNOLOGIES INC,CL C,24703L202,1160695,21126599,SH,DFND,0,21126599,0,2020-06-30,2020Q2,Elliott Investment Management L.P.,0001791786
9,DELL TECHNOLOGIES INC,CL C,24703L202,76916,1400000,SH,DFND,0,1400000,0,2020-06-30,2020Q2,Elliott Investment Management L.P.,0001791786
10,DIGITAL RLTY TR INC,COM,253868103,46186,325000,SH,DFND,0,325000,0,2020-06-30,2020Q2,Elliott Investment Management L.P.,0001791786
11,EBAY INC.,COM,278642103,519255,9900000,SH,DFND,0,9900000,0,2020-06-30,2020Q2,Elliott Investment Management L.P.,0001791786
12,FACEBOOK INC,CL A,30303M102,227070,1000000,SH,DFND,0,1000000,0,2020-06-30,2020Q2,Elliott Investment Management L.P.,0001791786
13,FORESCOUT TECHNOLOGIES INC,COM,34553D101,40372,1904318,SH,DFND,0,1904318,0,2020-06-30,2020Q2,Elliott Investment Management L.P.,0001791786
14,HOWMET AEROSPACE INC,COM,443201108,658816,41565658,SH,DFND,0,41565658,0,2020-06-30,2020Q2,Elliott Investment Management L.P.,0001791786
15,INVESCO QQQ TR,UNIT SER 1,46090E103,2710329,10946400,SH,DFND,0,10946400,0,2020-06-30,2020Q2,Elliott Investment Management L.P.,0001791786
16,ISHARES TR,U.S. REAL ES ETF,464287739,161876,2054000,SH,DFND,0,2054000,0,2020-06-30,2020Q2,Elliott Investment Management L.P.,0001791786
17,ISHARES TR,NASDAQ BIOTECH,464287556,153776,1125000,SH,DFND,0,1125000,0,2020-06-30,2020Q2,Elliott Investment Management L.P.,0001791786
18,ISHARES TR,RUSSELL 2000 ETF,464287655,114544,800000,SH,DFND,0,800000,0,2020-06-30,2020Q2,Elliott Investment Management L.P.,0001791786
19,LOGMEIN INC,COM,54142L109,114759,1353765,SH,DFND,0,1353765,0,2020-06-30,2020Q2,Elliott Investment Management L.P.,0001791786
20,MARATHON PETE CORP,COM,56585A102,361465,9670000,SH,DFND,0,9670000,0,2020-06-30,2020Q2,Elliott Investment Management L.P.,0001791786
21,MARATHON PETE CORP,COM,56585A102,149520,4000000,SH,DFND,0,4000000,0,2020-06-30,2020Q2,Elliott Investment Management L.P.,0001791786
22,MERCADOLIBRE INC,NOTE 2.000% 8/1,58733RAD4,9153,4000000,PRN,DFND,0,4000000,0,2020-06-30,2020Q2,Elliott Investment Management L.P.,0001791786
23,NIELSEN HLDGS PLC,SHS EUR,G6518L108,246676,16600000,SH,DFND,0,16600000,0,2020-06-30,2020Q2,Elliott Investment Management L.P.,0001791786
24,ORACLE CORP,COM,68389X105,24319,440000,SH,DFND,0,440000,0,2020-06-30,2020Q2,Elliott Investment Management L.P.,0001791786
25,PEABODY ENERGY CORP NEW,COM,704551100,83279,28916201,SH,DFND,0,28916201,0,2020-06-30,2020Q2,Elliott Investment Management L.P.,0001791786
26,PRA GROUP INC,NOTE 3.500% 6/0,69354NAB2,1545,1500000,PRN,DFND,0,1500000,0,2020-06-30,2020Q2,Elliott Investment Management L.P.,0001791786
27,RYANAIR HOLDINGS PLC,SPONSORED ADS,783513203,37174,560360,SH,DFND,0,560360,0,2020-06-30,2020Q2,Elliott Investment Management L.P.,0001791786
28,SELECT SECTOR SPDR TR,ENERGY,81369Y506,143830,3800000,SH,DFND,0,3800000,0,2020-06-30,2020Q2,Elliott Investment Management L.P.,0001791786
29,SELECT SECTOR SPDR TR,ENERGY,81369Y506,37850,1000000,SH,DFND,0,1000000,0,2020-06-30,2020Q2,Elliott Investment Management L.P.,0001791786
30,SELECT SECTOR SPDR TR,SBI INT-UTILS,81369Y886,42323,750000,SH,DFND,0,750000,0,2020-06-30,2020Q2,Elliott Investment Management L.P.,0001791786
31,SPIRIT AEROSYSTEMS HLDGS INC,COM CL A,848574109,1197,50000,SH,DFND,0,50000,0,2020-06-30,2020Q2,Elliott Investment Management L.P.,0001791786
32,SPIRIT AEROSYSTEMS HLDGS INC,COM CL A,848574109,1197,50000,SH,DFND,0,50000,0,2020-06-30,2020Q2,Elliott Investment Management L.P.,0001791786
33,TESLA INC,NOTE 1.250% 3/0,88160RAC5,14993,5000000,PRN,DFND,0,5000000,0,2020-06-30,2020Q2,Elliott Investment Management L.P.,0001791786
34,TESLA INC,NOTE 2.375% 3/1,88160RAD3,315157,95000000,PRN,DFND,0,95000000,0,2020-06-30,2020Q2,Elliott Investment Management L.P.,0001791786
35,TESLA INC,NOTE 2.000% 5/1,88160RAG6,8776,2500000,PRN,DFND,0,2500000,0,2020-06-30,2020Q2,Elliott Investment Management L.P.,0001791786
36,TWITTER INC,COM,90184L102,104265,3500000,SH,DFND,0,3500000,0,2020-06-30,2020Q2,Elliott Investment Management L.P.,0001791786
37,TWITTER INC,COM,90184L102,61070,2050000,SH,DFND,0,2050000,0,2020-06-30,2020Q2,Elliott Investment Management L.P.,0001791786
38,VANGUARD INDEX FDS,REAL ESTATE ETF,922908553,628240,8000000,SH,DFND,0,8000000,0,2020-06-30,2020Q2,Elliott Investment Management L.P.,0001791786
39,VANGUARD INDEX FDS,REAL ESTATE ETF,922908553,274855,3500000,SH,DFND,0,3500000,0,2020-06-30,2020Q2,Elliott Investment Management L.P.,0001791786
40,WAYFAIR INC,NOTE 1.125%11/0,94419LAD3,8942,5000000,PRN,DFND,0,5000000,0,2020-06-30,2020Q2,Elliott Investment Management L.P.,0001791786
41,WAYFAIR INC,NOTE 0.375% 9/0,94419LAB7,4765,2500000,PRN,DFND,0,2500000,0,2020-06-30,2020Q2,Elliott Investment Management L.P.,0001791786
42,WELLTOWER INC,COM,95040Q104,184064,3556800,SH,DFND,0,3556800,0,2020-06-30,2020Q2,Elliott Investment Management L.P.,0001791786
43,WELLTOWER INC,COM,95040Q104,28463,550000,SH,DFND,0,550000,0,2020-06-30,2020Q2,Elliott Investment Management L.P.,0001791786
