,Name of Issuer,Title of Class,CUSIP,Value,SHRS OR SH,PRN AMT PRN,Investment Discretion,Voting Authority_Sole,Voting Authority_Shared,Voting Authority_None,Date,Period,Filing Manager,CIK
0,58 COM INC,SPON ADR REP A,31680Q104,170605,3717700,SH,SOLE,3717700,0,0,2016-06-30,2016Q2,"Hillhouse Capital Management, Ltd.",0001510589
1,BAOZUN INC,SPONSORED ADR,06684L103,3245,500000,SH,SOLE,500000,0,0,2016-06-30,2016Q2,"Hillhouse Capital Management, Ltd.",0001510589
2,BEIGENE LTD,SPONSORED ADR,07725L102,20860,700000,SH,SOLE,700000,0,0,2016-06-30,2016Q2,"Hillhouse Capital Management, Ltd.",0001510589
3,BLUEPRINT MEDICINES CORP,COM,09627Y109,1058,52250,SH,SOLE,52250,0,0,2016-06-30,2016Q2,"Hillhouse Capital Management, Ltd.",0001510589
4,CLEARSIDE BIOMEDICAL INC,COM,185063104,4206,600000,SH,SOLE,600000,0,0,2016-06-30,2016Q2,"Hillhouse Capital Management, Ltd.",0001510589
5,CAMECO CORP,COM,13321L108,11252,1025700,SH,SOLE,1025700,0,0,2016-06-30,2016Q2,"Hillhouse Capital Management, Ltd.",0001510589
6,CTRIP COM INTL LTD,AMERICAN DEP SHS,22943F100,333443,8093282,SH,SOLE,8093282,0,0,2016-06-30,2016Q2,"Hillhouse Capital Management, Ltd.",0001510589
7,E-COMMERCE CHINA DANGDANG IN,SPN ADS COM A,26833A105,6581,1087724,SH,SOLE,1087724,0,0,2016-06-30,2016Q2,"Hillhouse Capital Management, Ltd.",0001510589
8,FIBROGEN INC,COM,31572Q808,3962,241468,SH,SOLE,241468,0,0,2016-06-30,2016Q2,"Hillhouse Capital Management, Ltd.",0001510589
9,JD COM INC,SPON ADR CL A,47215P106,2615700,123207731,SH,SOLE,123207731,0,0,2016-06-30,2016Q2,"Hillhouse Capital Management, Ltd.",0001510589
10,LENDINGCLUB CORP,COM,52603A109,430,100000,SH,SOLE,100000,0,0,2016-06-30,2016Q2,"Hillhouse Capital Management, Ltd.",0001510589
11,LIBERTY GLOBAL PLC,SHS CL A,G5480U104,19528,672000,SH,SOLE,672000,0,0,2016-06-30,2016Q2,"Hillhouse Capital Management, Ltd.",0001510589
12,LIBERTY GLOBAL PLC,SHS CL C,G5480U120,9615,335600,SH,SOLE,335600,0,0,2016-06-30,2016Q2,"Hillhouse Capital Management, Ltd.",0001510589
13,MAKEMYTRIP LIMITED MAURITIUS,SHS,V5633W109,18482,1243767,SH,SOLE,1243767,0,0,2016-06-30,2016Q2,"Hillhouse Capital Management, Ltd.",0001510589
14,MELCO CROWN ENTMT LTD,ADR,585464100,12483,992328,SH,SOLE,992328,0,0,2016-06-30,2016Q2,"Hillhouse Capital Management, Ltd.",0001510589
15,MOBILEIRON INC,COM NEW,60739U204,3381,1108490,SH,SOLE,1108490,0,0,2016-06-30,2016Q2,"Hillhouse Capital Management, Ltd.",0001510589
16,MOMO INC,ADR,60879B107,47479,4696215,SH,SOLE,4696215,0,0,2016-06-30,2016Q2,"Hillhouse Capital Management, Ltd.",0001510589
17,MONDELEZ INTL INC,CL A,609207105,423311,9301496,SH,SOLE,9301496,0,0,2016-06-30,2016Q2,"Hillhouse Capital Management, Ltd.",0001510589
18,NEW RELIC INC,COM,64829B100,264,9000,SH,SOLE,9000,0,0,2016-06-30,2016Q2,"Hillhouse Capital Management, Ltd.",0001510589
19,PAYPAL HLDGS INC,COM,70450Y103,2745,75186,SH,SOLE,75186,0,0,2016-06-30,2016Q2,"Hillhouse Capital Management, Ltd.",0001510589
20,QIHOO 360 TECHNOLOGY CO LTD,ADS,74734M109,11330,155100,SH,SOLE,155100,0,0,2016-06-30,2016Q2,"Hillhouse Capital Management, Ltd.",0001510589
21,RENAISSANCERE HOLDINGS LTD,COM,G7496G103,50520,430180,SH,SOLE,430180,0,0,2016-06-30,2016Q2,"Hillhouse Capital Management, Ltd.",0001510589
22,SALESFORCE COM INC,COM,79466L302,3791,47737,SH,SOLE,47737,0,0,2016-06-30,2016Q2,"Hillhouse Capital Management, Ltd.",0001510589
23,SINA CORP,ORD,G81477104,73666,1420208,SH,SOLE,1420208,0,0,2016-06-30,2016Q2,"Hillhouse Capital Management, Ltd.",0001510589
24,SOHU COM INC,COM,83408W103,62497,1650727,SH,SOLE,1650727,0,0,2016-06-30,2016Q2,"Hillhouse Capital Management, Ltd.",0001510589
25,SOUFUN HLDGS LTD,ADR,836034108,7545,1500000,SH,SOLE,1500000,0,0,2016-06-30,2016Q2,"Hillhouse Capital Management, Ltd.",0001510589
26,TABLEAU SOFTWARE INC,CL A,87336U105,1204,24603,SH,SOLE,24603,0,0,2016-06-30,2016Q2,"Hillhouse Capital Management, Ltd.",0001510589
27,TAL ED GROUP,ADS REPSTG COM,874080104,37169,598920,SH,SOLE,598920,0,0,2016-06-30,2016Q2,"Hillhouse Capital Management, Ltd.",0001510589
28,TRIPADVISOR INC,COM,896945201,1992,30979,SH,SOLE,30979,0,0,2016-06-30,2016Q2,"Hillhouse Capital Management, Ltd.",0001510589
29,TRUECAR INC,COM,89785L107,3349,426667,SH,SOLE,426667,0,0,2016-06-30,2016Q2,"Hillhouse Capital Management, Ltd.",0001510589
30,WORKDAY INC,CL A,98138H101,628,8415,SH,SOLE,8415,0,0,2016-06-30,2016Q2,"Hillhouse Capital Management, Ltd.",0001510589
