,Name of Issuer,Title of Class,CUSIP,Value,SHRS OR SH,PRN AMT PRN,Investment Discretion,Voting Authority_Sole,Voting Authority_Shared,Voting Authority_None,Date,Period,Filing Manager,CIK
0,ADOBE INC,COM,00724F101,233570,1032400,SH,SOLE,1032400,0,0,2018-12-31,2018Q4,TIGER GLOBAL MANAGEMENT LLC,0001167483
1,ALIBABA GROUP HLDG LTD,SPONSORED ADS,01609W102,563994,4114645,SH,SOLE,4114645,0,0,2018-12-31,2018Q4,TIGER GLOBAL MANAGEMENT LLC,0001167483
2,AMAZON COM INC,COM,023135106,1117487,744014,SH,SOLE,744014,0,0,2018-12-31,2018Q4,TIGER GLOBAL MANAGEMENT LLC,0001167483
3,APOLLO GLOBAL MGMT LLC,CL A SHS,037612306,924262,37663500,SH,SOLE,37663500,0,0,2018-12-31,2018Q4,TIGER GLOBAL MANAGEMENT LLC,0001167483
4,ATLASSIAN CORP PLC,CL A,G06242104,44490,500000,SH,SOLE,500000,0,0,2018-12-31,2018Q4,TIGER GLOBAL MANAGEMENT LLC,0001167483
5,AUTODESK INC,COM,052769106,113048,879000,SH,SOLE,879000,0,0,2018-12-31,2018Q4,TIGER GLOBAL MANAGEMENT LLC,0001167483
6,AVALARA INC,COM,05338G106,3115,100000,SH,SOLE,100000,0,0,2018-12-31,2018Q4,TIGER GLOBAL MANAGEMENT LLC,0001167483
7,BARCLAYS BK PLC,IPATH S&P500 VIX,06746L422,41328,881575,SH,SOLE,881575,0,0,2018-12-31,2018Q4,TIGER GLOBAL MANAGEMENT LLC,0001167483
8,BILIBILI INC,SPONS ADS REP Z,090040106,16049,1100000,SH,SOLE,1100000,0,0,2018-12-31,2018Q4,TIGER GLOBAL MANAGEMENT LLC,0001167483
9,BOOKING HLDGS INC,COM,09857L108,777196,451223,SH,SOLE,451223,0,0,2018-12-31,2018Q4,TIGER GLOBAL MANAGEMENT LLC,0001167483
10,CERIDIAN HCM HLDG INC,COM,15677J108,5863,170000,SH,SOLE,170000,0,0,2018-12-31,2018Q4,TIGER GLOBAL MANAGEMENT LLC,0001167483
11,CLOUDERA INC,COM,18914U100,553,50000,SH,SOLE,50000,0,0,2018-12-31,2018Q4,TIGER GLOBAL MANAGEMENT LLC,0001167483
12,COUPA SOFTWARE INC,COM,22266L106,79781,1269181,SH,SOLE,1269181,0,0,2018-12-31,2018Q4,TIGER GLOBAL MANAGEMENT LLC,0001167483
13,DESPEGAR COM CORP,ORD SHS,G27358103,152295,12271960,SH,SOLE,12271960,0,0,2018-12-31,2018Q4,TIGER GLOBAL MANAGEMENT LLC,0001167483
14,DOCUSIGN INC,COM,256163106,12024,300000,SH,SOLE,300000,0,0,2018-12-31,2018Q4,TIGER GLOBAL MANAGEMENT LLC,0001167483
15,DOMINOS PIZZA INC,COM,25754A201,464287,1872200,SH,SOLE,1872200,0,0,2018-12-31,2018Q4,TIGER GLOBAL MANAGEMENT LLC,0001167483
16,DROPBOX INC,CL A,26210C104,4086,200000,SH,SOLE,200000,0,0,2018-12-31,2018Q4,TIGER GLOBAL MANAGEMENT LLC,0001167483
17,ELASTIC N V,ORD SHS,N14506104,52752,738000,SH,SOLE,738000,0,0,2018-12-31,2018Q4,TIGER GLOBAL MANAGEMENT LLC,0001167483
18,EVENTBRITE INC,COM CL A,29975E109,399470,14364271,SH,SOLE,14364271,0,0,2018-12-31,2018Q4,TIGER GLOBAL MANAGEMENT LLC,0001167483
19,FACEBOOK INC,CL A,30303M102,704215,5372000,SH,SOLE,5372000,0,0,2018-12-31,2018Q4,TIGER GLOBAL MANAGEMENT LLC,0001167483
20,FARFETCH LTD,ORD SH CL A,30744W107,8855,500000,SH,SOLE,500000,0,0,2018-12-31,2018Q4,TIGER GLOBAL MANAGEMENT LLC,0001167483
21,FARMLAND PARTNERS INC,COM,31154R109,202,44502,SH,SOLE,44502,0,0,2018-12-31,2018Q4,TIGER GLOBAL MANAGEMENT LLC,0001167483
22,FIAT CHRYSLER AUTOMOBILES N,SHS,N31738102,1171911,81045000,SH,SOLE,81045000,0,0,2018-12-31,2018Q4,TIGER GLOBAL MANAGEMENT LLC,0001167483
23,FIREEYE INC,COM,31816Q101,3242,200000,SH,SOLE,200000,0,0,2018-12-31,2018Q4,TIGER GLOBAL MANAGEMENT LLC,0001167483
24,FITBIT INC,CL A,33812L102,2485,500000,SH,SOLE,500000,0,0,2018-12-31,2018Q4,TIGER GLOBAL MANAGEMENT LLC,0001167483
25,FLEETCOR TECHNOLOGIES INC,COM,339041105,332829,1792100,SH,SOLE,1792100,0,0,2018-12-31,2018Q4,TIGER GLOBAL MANAGEMENT LLC,0001167483
26,HUYA INC,ADS REP SHS A,44852D108,5604,362000,SH,SOLE,362000,0,0,2018-12-31,2018Q4,TIGER GLOBAL MANAGEMENT LLC,0001167483
27,IQIYI INC,SPONSORED ADS,46267X108,14870,1000000,SH,SOLE,1000000,0,0,2018-12-31,2018Q4,TIGER GLOBAL MANAGEMENT LLC,0001167483
28,JD COM INC,SPON ADR CL A,47215P106,1212290,57921170,SH,SOLE,57921170,0,0,2018-12-31,2018Q4,TIGER GLOBAL MANAGEMENT LLC,0001167483
29,LENDINGCLUB CORP,COM,52603A109,723,275000,SH,SOLE,275000,0,0,2018-12-31,2018Q4,TIGER GLOBAL MANAGEMENT LLC,0001167483
30,MASTERCARD INCORPORATED,CL A,57636Q104,103745,549932,SH,SOLE,549932,0,0,2018-12-31,2018Q4,TIGER GLOBAL MANAGEMENT LLC,0001167483
31,MERCADOLIBRE INC,COM,58733R102,114065,389500,SH,SOLE,389500,0,0,2018-12-31,2018Q4,TIGER GLOBAL MANAGEMENT LLC,0001167483
32,MICROSOFT CORP,COM,594918104,1337413,13167400,SH,SOLE,13167400,0,0,2018-12-31,2018Q4,TIGER GLOBAL MANAGEMENT LLC,0001167483
