,Name of Issuer,Title of Class,CUSIP,Value,SHRS OR SH,PRN AMT PRN,Investment Discretion,Voting Authority_Sole,Voting Authority_Shared,Voting Authority_None,Date,Period,Filing Manager,CIK
0,51JOB INC,SP ADR REP COM,316827104,362,4704,SH,SOLE,4704,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
1,AFLAC INC,COM,001055102,1017,21601,SH,SOLE,21601,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
2,AGNC INVT CORP,COM,00123Q104,367,19703,SH,SOLE,19703,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
3,AGNICO EAGLE MINES LTD,COM,008474108,5321,155805,SH,SOLE,155805,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
4,AIR PRODS & CHEMS INC,COM,009158106,1383,8278,SH,SOLE,8278,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
5,AKAMAI TECHNOLOGIES INC,COM,00971T101,5340,73002,SH,SOLE,73002,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
6,ALEXANDRIA REAL ESTATE EQ IN,COM,015271109,644,5122,SH,SOLE,5122,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
7,ALIBABA GROUP HLDG LTD,SPONSORED ADS,01609W102,14050,85278,SH,SOLE,85278,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
8,ALLEGION PUB LTD CO,ORD SHS,G0176J109,271,2989,SH,SOLE,2989,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
9,ALLIANCE DATA SYSTEMS CORP,COM,018581108,23419,99167,SH,SOLE,99167,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
10,ALLIANT ENERGY CORP,COM,018802108,718,16866,SH,SOLE,16866,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
11,ALLSTATE CORP,COM,020002101,631,6393,SH,SOLE,6393,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
12,ALPHABET INC,CAP STK CL A,02079K305,2394,1983,SH,SOLE,1983,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
13,ALTRIA GROUP INC,COM,02209S103,4399,72937,SH,SOLE,72937,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
14,AMAZON COM INC,COM,023135106,935,467,SH,SOLE,467,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
15,AMC NETWORKS INC,CL A,00164V103,431,6503,SH,SOLE,6503,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
16,AMERICAN INTL GROUP INC,COM NEW,026874784,722,13565,SH,SOLE,13565,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
17,ANADARKO PETE CORP,COM,032511107,1322,19606,SH,SOLE,19606,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
18,ANGLOGOLD ASHANTI LTD,SPONSORED ADR,035128206,599,69766,SH,SOLE,69766,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
19,ANNALY CAP MGMT INC,COM,035710409,1045,102185,SH,SOLE,102185,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
20,ANSYS INC,COM,03662Q105,558,2991,SH,SOLE,2991,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
21,APACHE CORP,COM,037411105,684,14357,SH,SOLE,14357,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
22,APPLE INC,COM,037833100,2001,8863,SH,SOLE,8863,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
23,APPLIED MATLS INC,COM,038222105,21990,568949,SH,SOLE,568949,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
24,AT&T INC,COM,00206R102,31460,936869,SH,SOLE,936869,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
25,AUTOHOME INC,SP ADR RP CL A,05278C107,1011,13062,SH,SOLE,13062,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
26,AUTOLIV INC,COM,052800109,455,5252,SH,SOLE,5252,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
27,AUTOZONE INC,COM,053332102,4087,5269,SH,SOLE,5269,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
28,AVALONBAY CMNTYS INC,COM,053484101,456,2517,SH,SOLE,2517,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
29,B2GOLD CORP,COM,11777Q209,361,158887,SH,SOLE,158887,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
30,BAIDU INC,SPON ADR REP A,056752108,6594,28834,SH,SOLE,28834,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
31,BANK MONTREAL QUE,COM,063671101,25496,309332,SH,SOLE,309332,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
32,BANK N S HALIFAX,COM,064149107,36151,606941,SH,SOLE,606941,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
33,BARRICK GOLD CORP,COM,067901108,8399,759367,SH,SOLE,759367,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
34,BAUSCH HEALTH COS INC,COM,071734107,4360,169886,SH,SOLE,169886,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
35,BB&T CORP,COM,054937107,739,15227,SH,SOLE,15227,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
36,BCE INC,COM NEW,05534B760,16119,398159,SH,SOLE,398159,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
37,BED BATH & BEYOND INC,COM,075896100,18315,1220998,SH,SOLE,1220998,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
38,BHP BILLITON LTD,SPONSORED ADR,088606108,2678,53725,SH,SOLE,53725,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
39,BIO RAD LABS INC,CL A,090572207,631,2016,SH,SOLE,2016,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
40,BIO TECHNE CORP,COM,09073M104,395,1933,SH,SOLE,1933,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
41,BIOGEN INC,COM,09062X103,7219,20432,SH,SOLE,20432,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
42,BLACK KNIGHT INC,COM,09215C105,270,5188,SH,SOLE,5188,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
43,BLACKBERRY LTD,COM,09228F103,2975,263003,SH,SOLE,263003,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
44,BLOCK H & R INC,COM,093671105,286,11122,SH,SOLE,11122,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
45,BOEING CO,COM,097023105,1162,3125,SH,SOLE,3125,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
46,BOOKING HLDGS INC,COM,09857L108,1998,1007,SH,SOLE,1007,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
47,BORGWARNER INC,COM,099724106,5777,135040,SH,SOLE,135040,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
48,BOSTON PROPERTIES INC,COM,101121101,2351,19097,SH,SOLE,19097,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
49,BP PLC,SPONSORED ADR,055622104,2469,53549,SH,SOLE,53549,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
50,BRISTOL MYERS SQUIBB CO,COM,110122108,15959,257070,SH,SOLE,257070,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
51,BROOKFIELD ASSET MGMT INC,CL A LTD VT SH,112585104,18454,414926,SH,SOLE,414926,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
52,BROWN FORMAN CORP,CL B,115637209,588,11634,SH,SOLE,11634,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
53,C H ROBINSON WORLDWIDE INC,COM NEW,12541W209,1236,12626,SH,SOLE,12626,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
54,CABOT OIL & GAS CORP,COM,127097103,5789,257080,SH,SOLE,257080,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
55,CACI INTL INC,CL A,127190304,240,1303,SH,SOLE,1303,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
56,CAMDEN PPTY TR,SH BEN INT,133131102,475,5075,SH,SOLE,5075,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
57,CAMECO CORP,COM,13321L108,2400,210618,SH,SOLE,210618,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
58,CANADIAN NAT RES LTD,COM,136385101,21078,645635,SH,SOLE,645635,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
59,CANADIAN NATL RY CO,COM,136375102,31649,353046,SH,SOLE,353046,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
60,CANADIAN PAC RY LTD,COM,13645T100,14945,70683,SH,SOLE,70683,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
61,CAPITAL ONE FINL CORP,COM,14040H105,3518,37062,SH,SOLE,37062,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
62,CARDINAL HEALTH INC,COM,14149Y108,9642,178549,SH,SOLE,178549,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
63,CARLISLE COS INC,COM,142339100,1188,9754,SH,SOLE,9754,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
64,CATERPILLAR INC DEL,COM,149123101,9653,63304,SH,SOLE,63304,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
65,CBS CORP NEW,CL B,124857202,2403,41836,SH,SOLE,41836,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
66,CDN IMPERIAL BK COMM TORONTO,COM,136069101,19398,207167,SH,SOLE,207167,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
67,CELGENE CORP,COM,151020104,38125,426026,SH,SOLE,426026,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
68,CENOVUS ENERGY INC,COM,15135U109,5079,506183,SH,SOLE,506183,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
69,CENTERPOINT ENERGY INC,COM,15189T107,590,21349,SH,SOLE,21349,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
70,CHARLES RIV LABS INTL INC,COM,159864107,410,3046,SH,SOLE,3046,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
71,CHEESECAKE FACTORY INC,COM,163072101,491,9171,SH,SOLE,9171,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
72,CHEVRON CORP NEW,COM,166764100,11887,97212,SH,SOLE,97212,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
73,CHOICE HOTELS INTL INC,COM,169905106,319,3832,SH,SOLE,3832,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
74,CHUBB LIMITED,COM,H1467J104,810,6058,SH,SOLE,6058,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
75,CIMAREX ENERGY CO,COM,171798101,6790,73055,SH,SOLE,73055,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
76,CINTAS CORP,COM,172908105,862,4357,SH,SOLE,4357,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
77,CITRIX SYS INC,COM,177376100,5075,45651,SH,SOLE,45651,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
78,CLEVELAND CLIFFS INC,COM,185899101,3654,288629,SH,SOLE,288629,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
79,CME GROUP INC,COM CL A,12572Q105,788,4632,SH,SOLE,4632,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
80,CMS ENERGY CORP,COM,125896100,240,4898,SH,SOLE,4898,0,0,2018-09-30,2018Q3,"Bridgewater Associates, LP",0001350694
