,Name of Issuer,Title of Class,CUSIP,Value,SHRS OR SH,PRN AMT PRN,Investment Discretion,Voting Authority_Sole,Voting Authority_Shared,Voting Authority_None,Date,Period,Filing Manager,CIK
0,AIRBNB INC,COM CL A,009066101,37272,198320,SH,SOLE,198320,0,0,2021-03-31,2021Q1,"Altimeter Capital Management, LP",0001541617
1,ALIBABA GROUP HLDG LTD,SPONSORED ADS,01609W102,283866,1252000,SH,SOLE,1252000,0,0,2021-03-31,2021Q1,"Altimeter Capital Management, LP",0001541617
2,ALTIMETER GROWTH CORP,UNIT 99/99/999,G0370L124,122,10000,SH,SOLE,10000,0,0,2021-03-31,2021Q1,"Altimeter Capital Management, LP",0001541617
3,AMAZON COM INC,COM,023135106,77491,25045,SH,SOLE,25045,0,0,2021-03-31,2021Q1,"Altimeter Capital Management, LP",0001541617
4,APPLE INC,COM,037833100,51853,424500,SH,SOLE,424500,0,0,2021-03-31,2021Q1,"Altimeter Capital Management, LP",0001541617
5,BOOKING HLDGS INC,COM,09857L108,24934,10702,SH,SOLE,10702,0,0,2021-03-31,2021Q1,"Altimeter Capital Management, LP",0001541617
6,BUMBLE INC,COM CL A,12047B105,65499,1050000,SH,SOLE,1050000,0,0,2021-03-31,2021Q1,"Altimeter Capital Management, LP",0001541617
7,COUPA SOFTWARE INC,COM,22266L106,38172,150000,SH,SOLE,150000,0,0,2021-03-31,2021Q1,"Altimeter Capital Management, LP",0001541617
8,COUPANG INC,CL A,22266T109,130425,2642857,SH,SOLE,2642857,0,0,2021-03-31,2021Q1,"Altimeter Capital Management, LP",0001541617
9,CROWDSTRIKE HLDS INC,CL A,22788C105,177035,970000,SH,SOLE,970000,0,0,2021-03-31,2021Q1,"Altimeter Capital Management, LP",0001541617
10,DIGITALOCEAN HLDGS INC,COM,25402D102,27385,650000,SH,SOLE,650000,0,0,2021-03-31,2021Q1,"Altimeter Capital Management, LP",0001541617
11,DRAGONEER GROWTH OPPRTUN CO,COM CL A,G28302100,35525,3500000,SH,SOLE,3500000,0,0,2021-03-31,2021Q1,"Altimeter Capital Management, LP",0001541617
12,DRAGONEER GROWTH OPPRTUN CO,W EXP 08/18/202,G28302118,1113,700000,SH,SOLE,700000,0,0,2021-03-31,2021Q1,"Altimeter Capital Management, LP",0001541617
13,EXPEDIA GROUP INC,COM NEW,30212P303,432635,2513568,SH,SOLE,2513568,0,0,2021-03-31,2021Q1,"Altimeter Capital Management, LP",0001541617
14,FACEBOOK INC,CL A,30303M102,1105489,3753400,SH,SOLE,3753400,0,0,2021-03-31,2021Q1,"Altimeter Capital Management, LP",0001541617
15,FARFETCH LTD,ORD SH CL A,30744W107,232196,4379409,SH,SOLE,4379409,0,0,2021-03-31,2021Q1,"Altimeter Capital Management, LP",0001541617
16,MICROSOFT CORP,COM,594918104,415694,1763135,SH,SOLE,1763135,0,0,2021-03-31,2021Q1,"Altimeter Capital Management, LP",0001541617
17,OKTA INC,CL A,679295105,121237,550000,SH,SOLE,550000,0,0,2021-03-31,2021Q1,"Altimeter Capital Management, LP",0001541617
18,OSCAR HEALTH INC,CL A,687793109,12096,450000,SH,SOLE,450000,0,0,2021-03-31,2021Q1,"Altimeter Capital Management, LP",0001541617
19,PELOTON INTERACTIVE INC,CL A COM,70614W100,95574,850000,SH,SOLE,850000,0,0,2021-03-31,2021Q1,"Altimeter Capital Management, LP",0001541617
20,PINDUODUO INC,SPONSORED ADS,722304102,76579,572000,SH,SOLE,572000,0,0,2021-03-31,2021Q1,"Altimeter Capital Management, LP",0001541617
21,QUALTRICS INTL INC,COM CL A,747601201,32910,1000000,SH,SOLE,1000000,0,0,2021-03-31,2021Q1,"Altimeter Capital Management, LP",0001541617
22,ROBLOX CORP,CL A,771049103,180083,2777777,SH,SOLE,2777777,0,0,2021-03-31,2021Q1,"Altimeter Capital Management, LP",0001541617
23,SALESFORCE.COM INC,COM,79466L302,308269,1454989,SH,SOLE,1454989,0,0,2021-03-31,2021Q1,"Altimeter Capital Management, LP",0001541617
24,SEA LTD,SPONSORED ADS,81141R100,111615,500000,SH,SOLE,500000,0,0,2021-03-31,2021Q1,"Altimeter Capital Management, LP",0001541617
25,SHOPIFY INC,CL A,82509L107,111176,100475,SH,SOLE,100475,0,0,2021-03-31,2021Q1,"Altimeter Capital Management, LP",0001541617
26,SNOWFLAKE INC,CL A,833445109,7387649,32221080,SH,SOLE,32221080,0,0,2021-03-31,2021Q1,"Altimeter Capital Management, LP",0001541617
27,SQUARE INC,CL A,852234103,45410,200000,SH,SOLE,200000,0,0,2021-03-31,2021Q1,"Altimeter Capital Management, LP",0001541617
28,UBER TECHNOLOGIES INC,COM,90353T100,1548684,28411000,SH,SOLE,28411000,0,0,2021-03-31,2021Q1,"Altimeter Capital Management, LP",0001541617
29,UNITED AIRLINES HLDGS INC,COM,910047109,238865,4151279,SH,SOLE,4151279,0,0,2021-03-31,2021Q1,"Altimeter Capital Management, LP",0001541617
30,UNITY SOFTWARE INC,COM,91332U101,355754,3546543,SH,SOLE,3546543,0,0,2021-03-31,2021Q1,"Altimeter Capital Management, LP",0001541617
31,ZOOM VIDEO COMMUNICATIONS INC,CL A,98980L101,221770,690250,SH,SOLE,690250,0,0,2021-03-31,2021Q1,"Altimeter Capital Management, LP",0001541617
