,Name of Issuer,Title of Class,CUSIP,Value,SHRS OR SH,PRN AMT PRN,Investment Discretion,Voting Authority_Sole,Voting Authority_Shared,Voting Authority_None,Date,Period,Filing Manager,CIK
0,2U INC,Common Stock,90214J101,52845,1403952,SH,SOLE,1130073,22946,250933,2019-06-30,2019Q2,ARK Investment Management LLC,0001697748
1,3D SYSTEMS CORP,Common Stock,88554D205,2058,226193,SH,SOLE,226193,0,0,2019-06-30,2019Q2,ARK Investment Management LLC,0001697748
2,ADOBE SYSTEMS INC,Common Stock,00724F101,8058,27347,SH,SOLE,27347,0,0,2019-06-30,2019Q2,ARK Investment Management LLC,0001697748
3,AEROVIRONMENT INC,Common Stock,008073108,10319,181776,SH,SOLE,100928,0,80848,2019-06-30,2019Q2,ARK Investment Management LLC,0001697748
4,ALIBABA GROUP HOLDING-SP ADR,ADR,01609W102,25783,152159,SH,SOLE,113595,9534,28850,2019-06-30,2019Q2,ARK Investment Management LLC,0001697748
5,ALIGN TECHNOLOGY INC,Common Stock,016255101,3240,11837,SH,SOLE,11837,0,0,2019-06-30,2019Q2,ARK Investment Management LLC,0001697748
6,ALLEGHENY TECHNOLOGIES INC,Common Stock,01741R102,50,1983,SH,SOLE,1983,0,0,2019-06-30,2019Q2,ARK Investment Management LLC,0001697748
7,ALPHABET INC-CL C,Common Stock,02079K107,1712,1584,SH,SOLE,1558,0,0,2019-06-30,2019Q2,ARK Investment Management LLC,0001697748
8,AMAZON.COM INC,Common Stock,023135106,21176,11183,SH,SOLE,8824,0,2359,2019-06-30,2019Q2,ARK Investment Management LLC,0001697748
9,AMETEK INC,Common Stock,031100100,533,5871,SH,SOLE,5871,0,0,2019-06-30,2019Q2,ARK Investment Management LLC,0001697748
10,ANSYS INC,Common Stock,03662Q105,3521,17190,SH,SOLE,17190,0,0,2019-06-30,2019Q2,ARK Investment Management LLC,0001697748
11,APPLE INC,Common Stock,037833100,17714,89502,SH,SOLE,65283,333,23886,2019-06-30,2019Q2,ARK Investment Management LLC,0001697748
12,APTIV PLC,Common Stock,G6095L109,6122,75737,SH,SOLE,72994,2743,0,2019-06-30,2019Q2,ARK Investment Management LLC,0001697748
13,ARCONIC INC,Common Stock,03965L100,497,19234,SH,SOLE,19234,0,0,2019-06-30,2019Q2,ARK Investment Management LLC,0001697748
14,ARCTURUS THERAPEUTICS LTD,Common Stock,03969T109,9481,1004368,SH,SOLE,1004368,0,0,2019-06-30,2019Q2,ARK Investment Management LLC,0001697748
15,ARKEMA SA,Misc.,786477208,45,480,SH,SOLE,480,0,0,2019-06-30,2019Q2,ARK Investment Management LLC,0001697748
16,ARRK CORP,Common Stock,J0198N101,371,396233,SH,SOLE,396233,0,0,2019-06-30,2019Q2,ARK Investment Management LLC,0001697748
17,AUDIOCODES LTD,Common Stock,M15342104,475,30696,SH,SOLE,30696,0,0,2019-06-30,2019Q2,ARK Investment Management LLC,0001697748
18,AUTODESK INC,Common Stock,052769106,5351,32847,SH,SOLE,32847,0,0,2019-06-30,2019Q2,ARK Investment Management LLC,0001697748
