,Name of Issuer,Title of Class,CUSIP,Value,SHRS OR SH,PRN AMT PRN,Investment Discretion,Voting Authority_Sole,Voting Authority_Shared,Voting Authority_None,Date,Period,Filing Manager,CIK
0,ALIBABA GROUP HOLDING LTD,SPONSORED ADS,01609W102,8878,47850,SH,SOLE,47850,0,0,2018-06-30,2018Q2,"Altimeter Capital Management, LP",0001541617
1,ALPHABET INC,CAP STK CL A,02079K305,19196,17000,SH,SOLE,17000,0,0,2018-06-30,2018Q2,"Altimeter Capital Management, LP",0001541617
2,AMAZON.COM INC,COM,023135106,54394,32000,SH,SOLE,32000,0,0,2018-06-30,2018Q2,"Altimeter Capital Management, LP",0001541617
3,BOOKING HOLDINGS INC,COM,09857L108,351501,173402,SH,SOLE,173402,0,0,2018-06-30,2018Q2,"Altimeter Capital Management, LP",0001541617
4,COPA HOLDINGS SA,CLASS A,P31076105,946,10000,SH,SOLE,10000,0,0,2018-06-30,2018Q2,"Altimeter Capital Management, LP",0001541617
5,DELTA AIR LINES INC,COM NEW,247361702,991,20000,SH,SOLE,20000,0,0,2018-06-30,2018Q2,"Altimeter Capital Management, LP",0001541617
6,DROPBOX INC,CLASS A,26210C104,6484,200000,SH,SOLE,200000,0,0,2018-06-30,2018Q2,"Altimeter Capital Management, LP",0001541617
7,EXPEDIA GROUP INC,COM NEW,30212P303,236058,1964042,SH,SOLE,1964042,0,0,2018-06-30,2018Q2,"Altimeter Capital Management, LP",0001541617
8,FACEBOOK INC,CLASS A,30303M102,35133,180800,SH,SOLE,180800,0,0,2018-06-30,2018Q2,"Altimeter Capital Management, LP",0001541617
9,IAC INTERACTIVECORP,COM,44919P508,625,4100,SH,SOLE,4100,0,0,2018-06-30,2018Q2,"Altimeter Capital Management, LP",0001541617
10,MICROSOFT CORP,COM,594918104,27118,275000,SH,SOLE,275000,0,0,2018-06-30,2018Q2,"Altimeter Capital Management, LP",0001541617
11,MONGODB INC,CLASS A,60937P106,12382,249484,SH,SOLE,249484,0,0,2018-06-30,2018Q2,"Altimeter Capital Management, LP",0001541617
12,NORWEGIAN CRUISE LINE HOLDINGS,SHS,G66721104,1418,30000,SH,SOLE,30000,0,0,2018-06-30,2018Q2,"Altimeter Capital Management, LP",0001541617
13,OKTA INC,CLASS A,679295105,10074,200000,SH,SOLE,200000,0,0,2018-06-30,2018Q2,"Altimeter Capital Management, LP",0001541617
14,PAGSEGURO DIGITAL LTD,CALL,G68707101,387,1000,SH,SOLE,1000,0,0,2018-06-30,2018Q2,"Altimeter Capital Management, LP",0001541617
15,PAGSEGURO DIGITAL LTD,COM CLASS A,G68707101,7271,262000,SH,SOLE,262000,0,0,2018-06-30,2018Q2,"Altimeter Capital Management, LP",0001541617
16,PURE STORAGE INC,CLASS A,74624M102,100296,4200000,SH,SOLE,4200000,0,0,2018-06-30,2018Q2,"Altimeter Capital Management, LP",0001541617
17,SALESFORCE.COM INC,COM,79466L302,23657,173440,SH,SOLE,173440,0,0,2018-06-30,2018Q2,"Altimeter Capital Management, LP",0001541617
18,SPIRIT AIRLINES INC,COM,848577102,8179,225000,SH,SOLE,225000,0,0,2018-06-30,2018Q2,"Altimeter Capital Management, LP",0001541617
19,TABLEAU SOFTWARE INC,CLASS A,87336U105,340626,3484663,SH,SOLE,3484663,0,0,2018-06-30,2018Q2,"Altimeter Capital Management, LP",0001541617
20,TESLA INC,NOTE 1.25% 3/0,88106RAC5,6798,6000000,SH,SOLE,6000000,0,0,2018-06-30,2018Q2,"Altimeter Capital Management, LP",0001541617
21,TESLA INC,PUT,88160R101,2556,500,SH,SOLE,500,0,0,2018-06-30,2018Q2,"Altimeter Capital Management, LP",0001541617
22,TRIVAGO NV,SPON ADS A SHS,89686D105,5125,1128857,SH,SOLE,1128857,0,0,2018-06-30,2018Q2,"Altimeter Capital Management, LP",0001541617
23,UNITED CONTINENTAL HOLDINGS,COM,910047109,814925,11686865,SH,SOLE,11686865,0,0,2018-06-30,2018Q2,"Altimeter Capital Management, LP",0001541617
24,WAYFAIR INC,CLASS A,94419L101,7126,60000,SH,SOLE,60000,0,0,2018-06-30,2018Q2,"Altimeter Capital Management, LP",0001541617
25,WORKDAY INC-CLASS A,CLASS A,98138H101,6056,50000,SH,SOLE,50000,0,0,2018-06-30,2018Q2,"Altimeter Capital Management, LP",0001541617
26,YELP INC,CLASS A,985817105,38565,984300,SH,SOLE,984300,0,0,2018-06-30,2018Q2,"Altimeter Capital Management, LP",0001541617
27,ZILLOW GROUP INC,PUT,98954M101,580,2000,SH,SOLE,2000,0,0,2018-06-30,2018Q2,"Altimeter Capital Management, LP",0001541617
