,Name of Issuer,Title of Class,CUSIP,Value,SHRS OR SH,PRN AMT PRN,Investment Discretion,Voting Authority_Sole,Voting Authority_Shared,Voting Authority_None,Date,Period,Filing Manager,CIK
0,Akamai Tech Inc,COM,00971T101,25242,355300,SH,DFND,355300,0,0,2015-03-31,2015Q1,Duquesne Family Office LLC,0001536411
1,Alibaba Grp Hldg Ltd,SPONSORED ADS,01609W102,19936,239500,SH,DFND,239500,0,0,2015-03-31,2015Q1,Duquesne Family Office LLC,0001536411
2,Baidu.com Inc,SPON ADR REP A,056752108,17964,86200,SH,DFND,86200,0,0,2015-03-31,2015Q1,Duquesne Family Office LLC,0001536411
3,Banco Macro SA,SPON ADR B,05961W105,6298,110100,SH,DFND,110100,0,0,2015-03-31,2015Q1,Duquesne Family Office LLC,0001536411
4,Biogen Inc,COM,09062X103,73892,175000,SH,DFND,175000,0,0,2015-03-31,2015Q1,Duquesne Family Office LLC,0001536411
5,Bluebird Bio Inc,COM,09609G100,22232,184082,SH,DFND,184082,0,0,2015-03-31,2015Q1,Duquesne Family Office LLC,0001536411
6,Celgene Corp,COM,151020104,22592,195975,SH,DFND,195975,0,0,2015-03-31,2015Q1,Duquesne Family Office LLC,0001536411
7,Cheniere Energy Inc,COM,16411R208,20023,258700,SH,DFND,258700,0,0,2015-03-31,2015Q1,Duquesne Family Office LLC,0001536411
8,Cognizant Tech Sol'ns Corp,CL A,192446102,45351,726900,SH,DFND,726900,0,0,2015-03-31,2015Q1,Duquesne Family Office LLC,0001536411
9,EOG Res's Inc,COM,26875P101,51493,561600,SH,DFND,561600,0,0,2015-03-31,2015Q1,Duquesne Family Office LLC,0001536411
10,Expedia Inc,COM,30212P303,15061,160000,SH,DFND,160000,0,0,2015-03-31,2015Q1,Duquesne Family Office LLC,0001536411
11,Facebook Inc,CL A,30303M102,20718,252000,SH,DFND,252000,0,0,2015-03-31,2015Q1,Duquesne Family Office LLC,0001536411
12,HDFC Bank Ltd,ADR REPS 3 SHS,40415F101,59102,1003600,SH,DFND,1003600,0,0,2015-03-31,2015Q1,Duquesne Family Office LLC,0001536411
13,IRSA Inversiones Y Rep SA,GLOBAL DEP RCPT,450047204,794,40300,SH,DFND,40300,0,0,2015-03-31,2015Q1,Duquesne Family Office LLC,0001536411
14,Illumina Inc,COM,452327109,76131,410100,SH,DFND,410100,0,0,2015-03-31,2015Q1,Duquesne Family Office LLC,0001536411
15,Infosys Ltd,ADR  ,456788108,26538,756500,SH,DFND,756500,0,0,2015-03-31,2015Q1,Duquesne Family Office LLC,0001536411
16,Macrogenics Inc,COM,556099109,14822,472500,SH,DFND,472500,0,0,2015-03-31,2015Q1,Duquesne Family Office LLC,0001536411
17,Mattress Firm Hldg Corp,COM,57722W106,6052,86900,SH,DFND,86900,0,0,2015-03-31,2015Q1,Duquesne Family Office LLC,0001536411
18,Nektar Therapeutics,COM,640268108,7205,655000,SH,DFND,655000,0,0,2015-03-31,2015Q1,Duquesne Family Office LLC,0001536411
19,Noble Energy Inc,COM,655044105,30382,621300,SH,DFND,621300,0,0,2015-03-31,2015Q1,Duquesne Family Office LLC,0001536411
20,Pampa Energia SA,SPONS ADR LVL I,697660207,3797,214899,SH,DFND,214899,0,0,2015-03-31,2015Q1,Duquesne Family Office LLC,0001536411
21,Pioneer Nat'l Res's Co,COM,723787107,36708,224500,SH,DFND,224500,0,0,2015-03-31,2015Q1,Duquesne Family Office LLC,0001536411
22,Restaurant Brands Int'l Inc,COM,76131D103,19743,514000,SH,DFND,514000,0,0,2015-03-31,2015Q1,Duquesne Family Office LLC,0001536411
23,Telecom Argentina SA ,SPON ADR REP B,879273209,5632,248000,SH,DFND,248000,0,0,2015-03-31,2015Q1,Duquesne Family Office LLC,0001536411
24,Teva Pharm Ind's Ltd,ADR,881624209,49248,790500,SH,DFND,790500,0,0,2015-03-31,2015Q1,Duquesne Family Office LLC,0001536411
25,Workday Inc,CL A,98138H101,27913,330679,SH,DFND,330679,0,0,2015-03-31,2015Q1,Duquesne Family Office LLC,0001536411
26,YPF S.A. ,SPON ADR CL D,984245100,19168,698300,SH,DFND,698300,0,0,2015-03-31,2015Q1,Duquesne Family Office LLC,0001536411
27,LyondellBasell Ind's NV,SHS A,N53745100,62948,716950,SH,DFND,716950,0,0,2015-03-31,2015Q1,Duquesne Family Office LLC,0001536411
