,Name of Issuer,Title of Class,CUSIP,Value,SHRS OR SH,PRN AMT PRN,Investment Discretion,Voting Authority_Sole,Voting Authority_Shared,Voting Authority_None,Date,Period,Filing Manager,CIK
0,ALIBABA GROUP HLDG LTD,SPONSORED ADS,01609W102,17045,124350,SH,SOLE,124350,0,0,2018-12-31,2018Q4,"Altimeter Capital Management, LP",0001541617
1,ALLEGIANT TRAVEL CO,COM,01748X102,2004,20000,SH,SOLE,20000,0,0,2018-12-31,2018Q4,"Altimeter Capital Management, LP",0001541617
2,ALPHABET INC,CAP STK CL A,02079K305,5747,5500,SH,SOLE,5500,0,0,2018-12-31,2018Q4,"Altimeter Capital Management, LP",0001541617
3,AMAZON COM INC,COM,023135106,49565,33000,SH,SOLE,33000,0,0,2018-12-31,2018Q4,"Altimeter Capital Management, LP",0001541617
4,BOOKING HLDGS INC,COM,09857L108,264223,153402,SH,SOLE,153402,0,0,2018-12-31,2018Q4,"Altimeter Capital Management, LP",0001541617
5,DROPBOX INC,CL A,26210C104,13280,650000,SH,SOLE,650000,0,0,2018-12-31,2018Q4,"Altimeter Capital Management, LP",0001541617
6,ELASTIC NV,ORD SHS,N14506104,5361,75000,SH,SOLE,75000,0,0,2018-12-31,2018Q4,"Altimeter Capital Management, LP",0001541617
7,EXPEDIA GROUP INC,COM NEW,30212P303,269800,2395025,SH,SOLE,2395025,0,0,2018-12-31,2018Q4,"Altimeter Capital Management, LP",0001541617
8,EXPEDIA GROUP INC,COM NEW,30212P303,3556,11360,SH,SOLE,11360,0,0,2018-12-31,2018Q4,"Altimeter Capital Management, LP",0001541617
9,FACEBOOK INC,CL A,30303M102,441511,3368000,SH,SOLE,3368000,0,0,2018-12-31,2018Q4,"Altimeter Capital Management, LP",0001541617
10,MESA AIR GROUP INC,COM NEW,590479135,1436,186198,SH,SOLE,186198,0,0,2018-12-31,2018Q4,"Altimeter Capital Management, LP",0001541617
11,MICROSOFT CORP,COM,594918104,36565,360000,SH,SOLE,360000,0,0,2018-12-31,2018Q4,"Altimeter Capital Management, LP",0001541617
12,MONGODB INC,CL A,60937P106,20892,249484,SH,SOLE,249484,0,0,2018-12-31,2018Q4,"Altimeter Capital Management, LP",0001541617
13,NORWEGIAN CRUISE LINE HLDG L,SHS,0G6672104,2967,70000,SH,SOLE,70000,0,0,2018-12-31,2018Q4,"Altimeter Capital Management, LP",0001541617
14,NUTANIX INC,CL A,67059N108,12477,300000,SH,SOLE,300000,0,0,2018-12-31,2018Q4,"Altimeter Capital Management, LP",0001541617
15,NVIDIA CORP,COM,67066G104,21360,160000,SH,SOLE,160000,0,0,2018-12-31,2018Q4,"Altimeter Capital Management, LP",0001541617
16,OKTA INC,CL A,679295105,12760,200000,SH,SOLE,200000,0,0,2018-12-31,2018Q4,"Altimeter Capital Management, LP",0001541617
17,PINDUODUO INC,SPONSORED ADS,722304102,55792,2486288,SH,SOLE,2486288,0,0,2018-12-31,2018Q4,"Altimeter Capital Management, LP",0001541617
18,SALESFORCE COM INC,COM,79466L302,36297,265000,SH,SOLE,265000,0,0,2018-12-31,2018Q4,"Altimeter Capital Management, LP",0001541617
19,SKYWEST INC,COM,830879102,1023,23000,SH,SOLE,23000,0,0,2018-12-31,2018Q4,"Altimeter Capital Management, LP",0001541617
20,SPIRIT AIRLINES INC,COM CL A,848574109,13032,225000,SH,SOLE,225000,0,0,2018-12-31,2018Q4,"Altimeter Capital Management, LP",0001541617
21,TABLEAU SOFTWARE INC,CL A,87336U105,418160,3484663,SH,SOLE,3484663,0,0,2018-12-31,2018Q4,"Altimeter Capital Management, LP",0001541617
22,TESLA INC,NOTE 1.25% 3/0,88160R101,6707,6000000,SH,SOLE,6000000,0,0,2018-12-31,2018Q4,"Altimeter Capital Management, LP",0001541617
23,TRIVAGO NV,SPON ADS A SHS,89686D105,23407,4157556,SH,SOLE,4157556,0,0,2018-12-31,2018Q4,"Altimeter Capital Management, LP",0001541617
24,UNITED CONTL HLDGS INC,COM,910047109,973720,11629283,SH,SOLE,11629283,0,0,2018-12-31,2018Q4,"Altimeter Capital Management, LP",0001541617
25,YELP INC,CL A,985817105,34441,984300,SH,SOLE,984300,0,0,2018-12-31,2018Q4,"Altimeter Capital Management, LP",0001541617
