,Name of Issuer,Title of Class,CUSIP,Value,SHRS OR SH,PRN AMT PRN,Investment Discretion,Voting Authority_Sole,Voting Authority_Shared,Voting Authority_None,Date,Period,Filing Manager,CIK
0,AMAZON COM INC,COM,023135106,1047759,1464127,SH,SOLE,1464127,0,0,2016-06-30,2016Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
1,AMERICAN FARMLAND CO,COM,02589Y100,362,60000,SH,SOLE,60000,0,0,2016-06-30,2016Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
2,APPLE INC,COM,037833100,131909,1379797,SH,SOLE,1379797,0,0,2016-06-30,2016Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
3,ATLASSIAN CORP PLC,CL A,G06242104,12950,500000,SH,SOLE,500000,0,0,2016-06-30,2016Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
4,CHARTER COMMUNICATIONS INC N,CL A,16119P108,972496,4253394,SH,SOLE,4253394,0,0,2016-06-30,2016Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
5,EHI CAR SVCS LTD,SPON ADS CL A,26853A100,84265,8334863,SH,SOLE,8334863,0,0,2016-06-30,2016Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
6,ETSY INC,COM,29786A106,106367,11091426,SH,SOLE,11091426,0,0,2016-06-30,2016Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
7,FIREEYE INC,COM,31816Q101,3294,200000,SH,SOLE,200000,0,0,2016-06-30,2016Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
8,FITBIT INC,CL A,33812L102,6110,500000,SH,SOLE,500000,0,0,2016-06-30,2016Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
9,FLEETCOR TECHNOLOGIES INC,COM,339041105,466550,3259626,SH,SOLE,3259626,0,0,2016-06-30,2016Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
10,JD COM INC,SPON ADR CL A,47215P106,934227,44005044,SH,SOLE,44005044,0,0,2016-06-30,2016Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
11,LENDINGCLUB CORP,COM,52603A109,1183,275000,SH,SOLE,275000,0,0,2016-06-30,2016Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
12,MASTERCARD INC,CL A,57636Q104,165048,1874271,SH,SOLE,1874271,0,0,2016-06-30,2016Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
13,ON DECK CAP INC,COM,682163100,28190,5473759,SH,SOLE,5473759,0,0,2016-06-30,2016Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
14,PRICELINE GRP INC,COM NEW,741503403,936308,750000,SH,SOLE,750000,0,0,2016-06-30,2016Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
15,PURE STORAGE INC,CL A,74624M102,10900,1000000,SH,SOLE,1000000,0,0,2016-06-30,2016Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
16,RESTAURANT BRANDS INTL INC,COM,76131D103,103842,2496213,SH,SOLE,2496213,0,0,2016-06-30,2016Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
17,SHOPIFY INC,CL A,82509L107,2153,70000,SH,SOLE,70000,0,0,2016-06-30,2016Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
18,SQUARE INC,CL A,852234103,10699,1182237,SH,SOLE,1182237,0,0,2016-06-30,2016Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
19,TAL ED GROUP,ADS REPSTG COM,874080104,37391,602500,SH,SOLE,602500,0,0,2016-06-30,2016Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
