,Name of Issuer,Title of Class,CUSIP,Value,SHRS OR SH,PRN AMT PRN,Investment Discretion,Voting Authority_Sole,Voting Authority_Shared,Voting Authority_None,Date,Period,Filing Manager,CIK
0,3-D SYS CORP DEL,COM NEW,88554D205,19194,700000,SH,SOLE,700000,0,0,2015-03-31,2015Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
1,51JOB INC,SP ADR REP COM,316827104,36318,1125623,SH,SOLE,1125623,0,0,2015-03-31,2015Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
2,58 COM INC,SPON ADR REP A,31680Q104,129556,2450000,SH,SOLE,2450000,0,0,2015-03-31,2015Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
3,ALIBABA GROUP HLDG LTD,SPONSORED ADS,01609W102,556869,6689926,SH,SOLE,6689926,0,0,2015-03-31,2015Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
4,AUTOHOME INC,SP ADR RP CL A,05278C107,384078,8735000,SH,SOLE,8735000,0,0,2015-03-31,2015Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
5,AVIS BUDGET GROUP,COM,053774105,286238,4850254,SH,SOLE,4850254,0,0,2015-03-31,2015Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
6,BITAUTO HLDGS LTD,SPONSORED ADS,091727107,301360,5922953,SH,SOLE,5922953,0,0,2015-03-31,2015Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
7,CHARTER COMMUNICATIONS INC D,CL A NEW,16117M305,230292,1192541,SH,SOLE,1192541,0,0,2015-03-31,2015Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
8,COLFAX CORP,COM,194014106,243820,5108326,SH,SOLE,5108326,0,0,2015-03-31,2015Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
9,CTRIP COM INTL LTD,AMERICAN DEP SHS,22943F100,19345,330000,SH,SOLE,330000,0,0,2015-03-31,2015Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
10,FIREEYE INC,COM,31816Q101,7850,200000,SH,SOLE,200000,0,0,2015-03-31,2015Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
11,FLEETCOR TECHNOLOGIES INC,COM,339041105,497025,3293300,SH,SOLE,3293300,0,0,2015-03-31,2015Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
12,GAMESTOP CORP NEW,CL A,36467W109,75920,2000000,SH,SOLE,2000000,0,0,2015-03-31,2015Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
13,HERTZ GLOBAL HOLDINGS INC,COM,42805T105,308013,14207250,SH,SOLE,14207250,0,0,2015-03-31,2015Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
14,HORTONWORKS INC,COM,440894103,6208,260400,SH,SOLE,260400,0,0,2015-03-31,2015Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
15,IDREAMSKY TECHNOLOGY LIMITED,SPONSORED ADS,45173K101,709,100000,SH,SOLE,100000,0,0,2015-03-31,2015Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
16,INTERNATIONAL BUSINESS MACHS,COM,459200101,22763,141823,SH,SOLE,141823,0,0,2015-03-31,2015Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
17,INTREXON CORP,COM,46122T102,13611,300000,SH,SOLE,300000,0,0,2015-03-31,2015Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
18,JD COM INC,SPON ADR CL A,47215P106,614669,20921329,SH,SOLE,20921329,0,0,2015-03-31,2015Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
19,KATE SPADE & CO,COM,485865109,119408,3576165,SH,SOLE,3576165,0,0,2015-03-31,2015Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
20,LENDINGCLUB CORP,COM,52603A109,5404,275000,SH,SOLE,275000,0,0,2015-03-31,2015Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
21,LIBERTY BROADBAND CORP,COM SER C,530307305,155760,2751951,SH,SOLE,2751951,0,0,2015-03-31,2015Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
22,LIBERTY GLOBAL PLC,SHS CL C,G5480U120,462652,9288326,SH,SOLE,9288326,0,0,2015-03-31,2015Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
23,LIBERTY INTERACTIVE CORP,LBT VENT COM A,53071M880,222233,5290000,SH,SOLE,5290000,0,0,2015-03-31,2015Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
24,MAKEMYTRIP LIMITED MAURITIUS,SHS,V5633W109,41820,1904391,SH,SOLE,1904391,0,0,2015-03-31,2015Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
25,MASONITE INTL CORP NEW,COM,575385109,68942,1025000,SH,SOLE,1025000,0,0,2015-03-31,2015Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
26,MASTERCARD INC,CL A,57636Q104,614327,7111093,SH,SOLE,7111093,0,0,2015-03-31,2015Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
27,MOMO INC,ADR,60879B107,23108,2180000,SH,SOLE,2180000,0,0,2015-03-31,2015Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
28,MYRIAD GENETICS INC,COM,62855J104,10305,291097,SH,SOLE,291097,0,0,2015-03-31,2015Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
29,NETFLIX INC,COM,64110L106,64952,155877,SH,SOLE,155877,0,0,2015-03-31,2015Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
30,NEW RELIC INC,COM,64829B100,868,25000,SH,SOLE,25000,0,0,2015-03-31,2015Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
31,NIMBLE STORAGE INC,COM,65440R101,5578,250000,SH,SOLE,250000,0,0,2015-03-31,2015Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
32,ON DECK CAP INC,COM,682163100,145837,6850000,SH,SOLE,6850000,0,0,2015-03-31,2015Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
33,PILGRIMS PRIDE CORP NEW,COM,72147K108,45180,2000000,SH,SOLE,2000000,0,0,2015-03-31,2015Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
34,PRICELINE GRP INC,COM NEW,741503403,482909,414817,SH,SOLE,414817,0,0,2015-03-31,2015Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
35,QUNAR CAYMAN IS LTD,SPNS ADR CL B,74906P104,6188,150000,SH,SOLE,150000,0,0,2015-03-31,2015Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
36,RESTAURANT BRANDS INTL INC,COM,76131D103,90072,2345012,SH,SOLE,2345012,0,0,2015-03-31,2015Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
37,RESTORATION HARDWARE HLDGS I,COM,761283100,316754,3193410,SH,SOLE,3193410,0,0,2015-03-31,2015Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
38,SANDERSON FARMS INC,COM,800013104,73676,925000,SH,SOLE,925000,0,0,2015-03-31,2015Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
39,TABLEAU SOFTWARE INC,CL A,87336U105,156110,1687316,SH,SOLE,1687316,0,0,2015-03-31,2015Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
40,TRANSDIGM GROUP INC,COM,893641100,561807,2568615,SH,SOLE,2568615,0,0,2015-03-31,2015Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
41,TRINET GROUP INC,COM,896288107,81684,2318590,SH,SOLE,2318590,0,0,2015-03-31,2015Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
42,TRULIA INC,NOTE 2.750%12/1,897888AB9,2868,2000000,PRN,SOLE,2000000,0,0,2015-03-31,2015Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
43,TWENTY FIRST CENTY FOX INC,CL A,90130A101,568689,16805219,SH,SOLE,16805219,0,0,2015-03-31,2015Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
44,TWITTER INC,COM,90184L102,25040,500000,SH,SOLE,500000,0,0,2015-03-31,2015Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
45,UTI WORLDWIDE INC,ORD,G87210103,63087,5129000,SH,SOLE,5129000,0,0,2015-03-31,2015Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
46,VASCO DATA SEC INTL INC,COM,92230Y104,40926,1900000,SH,SOLE,1900000,0,0,2015-03-31,2015Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
47,VEEVA SYS INC,CL A COM,922475108,1915,75000,SH,SOLE,75000,0,0,2015-03-31,2015Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
48,VIPSHOP HLDGS LTD,SPONSORED ADR,92763W103,469572,15950149,SH,SOLE,15950149,0,0,2015-03-31,2015Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
49,VISA INC,COM CL A,92826C839,54819,838089,SH,SOLE,838089,0,0,2015-03-31,2015Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
50,YODLEE INC,COM,98600P201,4711,350000,SH,SOLE,350000,0,0,2015-03-31,2015Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
51,ZHAOPIN LTD,SPONSORED ADR,98954L103,20081,1275000,SH,SOLE,1275000,0,0,2015-03-31,2015Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
52,ZILLOW GROUP INC,CL A,98954M101,359344,3582691,SH,SOLE,3582691,0,0,2015-03-31,2015Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
53,ZIOPHARM ONCOLOGY INC,COM,98973P101,2154,200000,SH,SOLE,200000,0,0,2015-03-31,2015Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
