,Name of Issuer,Title of Class,CUSIP,Value,SHRS OR SH,PRN AMT PRN,Investment Discretion,Voting Authority_Sole,Voting Authority_Shared,Voting Authority_None,Date,Period,Filing Manager,CIK
0,ABIOMED,COM,003654100,14040,155517,SH,DFND,76359,0,79158,2015-12-31,2015Q4,BAILLIE GIFFORD & CO,0001088875
1,ABIOMED,COM,003654100,9525,105510,SH,DFND,105510,0,0,2015-12-31,2015Q4,BAILLIE GIFFORD & CO,0001088875
2,ABIOMED,COM,003654100,2382,26385,SH,DFND,26385,0,0,2015-12-31,2015Q4,BAILLIE GIFFORD & CO,0001088875
3,Acacia Reasearch Corp,ACACIA TCH COM,003881307,616,143640,SH,DFND,143640,0,0,2015-12-31,2015Q4,BAILLIE GIFFORD & CO,0001088875
4,Acacia Reasearch Corp,ACACIA TCH COM,003881307,953,222180,SH,SOLE,222180,0,0,2015-12-31,2015Q4,BAILLIE GIFFORD & CO,0001088875
5,Aerovironment,COM,008073108,2706,91810,SH,DFND,91810,0,0,2015-12-31,2015Q4,BAILLIE GIFFORD & CO,0001088875
6,Aerovironment,COM,008073108,5066,171900,SH,SOLE,171900,0,0,2015-12-31,2015Q4,BAILLIE GIFFORD & CO,0001088875
7,Alibaba Group Holding Sponsored ADR,SPONSORED ADS,01609W102,111893,1376803,SH,DFND,1376803,0,0,2015-12-31,2015Q4,BAILLIE GIFFORD & CO,0001088875
8,Alibaba Group Holding Sponsored ADR,SPONSORED ADS,01609W102,2340043,28793442,SH,DFND,14063124,0,14730318,2015-12-31,2015Q4,BAILLIE GIFFORD & CO,0001088875
9,Alibaba Group Holding Sponsored ADR,SPONSORED ADS,01609W102,142454,1752851,SH,DFND,1752851,0,0,2015-12-31,2015Q4,BAILLIE GIFFORD & CO,0001088875
10,Alibaba Group Holding Sponsored ADR,SPONSORED ADS,01609W102,646287,7952338,SH,SOLE,6571798,0,1380540,2015-12-31,2015Q4,BAILLIE GIFFORD & CO,0001088875
11,Alnylam Pharmaceuticals,COM,02043Q107,96105,1020869,SH,DFND,773115,0,247754,2015-12-31,2015Q4,BAILLIE GIFFORD & CO,0001088875
12,Alnylam Pharmaceuticals,COM,02043Q107,25188,267559,SH,DFND,267559,0,0,2015-12-31,2015Q4,BAILLIE GIFFORD & CO,0001088875
13,Alnylam Pharmaceuticals,COM,02043Q107,30591,324947,SH,DFND,324947,0,0,2015-12-31,2015Q4,BAILLIE GIFFORD & CO,0001088875
14,Alnylam Pharmaceuticals,COM,02043Q107,104906,1114359,SH,SOLE,1029514,0,84845,2015-12-31,2015Q4,BAILLIE GIFFORD & CO,0001088875
15,Alphabet Inc Class A,CL A,02079K305,18712,24051,SH,DFND,24051,0,0,2015-12-31,2015Q4,BAILLIE GIFFORD & CO,0001088875
16,Alphabet Inc Class A,CL A,02079K305,25897,33286,SH,DFND,27363,0,5923,2015-12-31,2015Q4,BAILLIE GIFFORD & CO,0001088875
17,Alphabet Inc Class A,CL A,02079K305,18282,23499,SH,DFND,23499,0,0,2015-12-31,2015Q4,BAILLIE GIFFORD & CO,0001088875
18,Alphabet Inc Class A,CL A,02079K305,72620,93341,SH,SOLE,93341,0,0,2015-12-31,2015Q4,BAILLIE GIFFORD & CO,0001088875
19,Alphabet Inc Class C,CL C,02079K107,113508,149573,SH,DFND,149573,0,0,2015-12-31,2015Q4,BAILLIE GIFFORD & CO,0001088875
20,Alphabet Inc Class C,CL C,02079K107,1253636,1651955,SH,DFND,966788,0,685167,2015-12-31,2015Q4,BAILLIE GIFFORD & CO,0001088875
21,Alphabet Inc Class C,CL C,02079K107,757224,997818,SH,SOLE,783994,0,213824,2015-12-31,2015Q4,BAILLIE GIFFORD & CO,0001088875
22,Alphabet Inc Class C,CL C,02079K107,251739,331725,SH,DFND,331725,0,0,2015-12-31,2015Q4,BAILLIE GIFFORD & CO,0001088875
23,Amazon.Com,COM,023135106,180143,266527,SH,DFND,266527,0,0,2015-12-31,2015Q4,BAILLIE GIFFORD & CO,0001088875
24,Amazon.Com,COM,023135106,455237,673537,SH,DFND,673537,0,0,2015-12-31,2015Q4,BAILLIE GIFFORD & CO,0001088875
25,Amazon.Com,COM,023135106,3272534,4841815,SH,DFND,2135586,0,2706229,2015-12-31,2015Q4,BAILLIE GIFFORD & CO,0001088875
26,Amazon.Com,COM,023135106,1595918,2361209,SH,SOLE,1865383,0,495826,2015-12-31,2015Q4,BAILLIE GIFFORD & CO,0001088875
27,American Express,COM,025816109,27295,392449,SH,DFND,392449,0,0,2015-12-31,2015Q4,BAILLIE GIFFORD & CO,0001088875
28,American Express,COM,025816109,95042,1366530,SH,SOLE,1211199,0,155331,2015-12-31,2015Q4,BAILLIE GIFFORD & CO,0001088875
29,American Express,COM,025816109,54547,784282,SH,DFND,784282,0,0,2015-12-31,2015Q4,BAILLIE GIFFORD & CO,0001088875
30,American Express,COM,025816109,153592,2208364,SH,DFND,1705077,0,503287,2015-12-31,2015Q4,BAILLIE GIFFORD & CO,0001088875
31,American States Water,COM,029899101,46,1100,SH,DFND,1100,0,0,2015-12-31,2015Q4,BAILLIE GIFFORD & CO,0001088875
32,American States Water,COM,029899101,12297,293128,SH,DFND,293128,0,0,2015-12-31,2015Q4,BAILLIE GIFFORD & CO,0001088875
33,American Water Works Co,COM,030420103,26923,450590,SH,DFND,450590,0,0,2015-12-31,2015Q4,BAILLIE GIFFORD & CO,0001088875
34,American Water Works Co,COM,030420103,48,810,SH,DFND,810,0,0,2015-12-31,2015Q4,BAILLIE GIFFORD & CO,0001088875
