,Name of Issuer,Title of Class,CUSIP,Value,SHRS OR SH,PRN AMT PRN,Investment Discretion,Voting Authority_Sole,Voting Authority_Shared,Voting Authority_None,Date,Period,Filing Manager,CIK
0,2U INC,COM,90214J101,7254,182911,SH,SOLE,0,182911,0,2017-03-31,2017Q1,ARK Investment Management LLC,0001697748
1,3-D SYS CORP DEL,COM NEW,88554D205,1256,84015,SH,SOLE,0,84015,0,2017-03-31,2017Q1,ARK Investment Management LLC,0001697748
2,ADOBE SYS INC,COM,00724F101,115,887,SH,SOLE,887,0,0,2017-03-31,2017Q1,ARK Investment Management LLC,0001697748
3,AEROVIRONMENT INC,COM,008073108,3376,120452,SH,SOLE,0,120452,0,2017-03-31,2017Q1,ARK Investment Management LLC,0001697748
4,AGIOS PHARMACEUTICALS INC,COM,00847X104,376,6446,SH,SOLE,6446,0,0,2017-03-31,2017Q1,ARK Investment Management LLC,0001697748
5,AKAMAI TECHNOLOGIES INC,COM,00971T101,365,6115,SH,SOLE,6115,0,0,2017-03-31,2017Q1,ARK Investment Management LLC,0001697748
6,ALBEMARLE CORP,COM,012653101,329,3113,SH,SOLE,3113,0,0,2017-03-31,2017Q1,ARK Investment Management LLC,0001697748
7,ALIBABA GROUP HLDG LTD,SPONSORED ADS,01609W102,5043,46768,SH,SOLE,0,46768,0,2017-03-31,2017Q1,ARK Investment Management LLC,0001697748
8,ALIGN TECHNOLOGY INC,COM,016255101,845,7363,SH,SOLE,7363,0,0,2017-03-31,2017Q1,ARK Investment Management LLC,0001697748
9,ALLEGHENY TECHNOLOGIES INC,COM,01741R102,33,1835,SH,SOLE,1835,0,0,2017-03-31,2017Q1,ARK Investment Management LLC,0001697748
10,ALLIED MOTION TECHNOLOGIES,COM,019330109,236,11721,SH,SOLE,11721,0,0,2017-03-31,2017Q1,ARK Investment Management LLC,0001697748
11,ALNYLAM PHARMACEUTICALS INC,COM,02043Q107,319,6224,SH,SOLE,6224,0,0,2017-03-31,2017Q1,ARK Investment Management LLC,0001697748
12,ALPHABET INC,CAP STK CL C,02079K107,7548,9099,SH,SOLE,0,9099,0,2017-03-31,2017Q1,ARK Investment Management LLC,0001697748
13,AMAZON COM INC,COM,023135106,19121,21568,SH,SOLE,0,21568,0,2017-03-31,2017Q1,ARK Investment Management LLC,0001697748
14,AMETEK INC NEW,COM,031100100,210,3891,SH,SOLE,3891,0,0,2017-03-31,2017Q1,ARK Investment Management LLC,0001697748
15,ANSYS INC,COM,03662Q105,592,5542,SH,SOLE,5542,0,0,2017-03-31,2017Q1,ARK Investment Management LLC,0001697748
16,APPLE INC,COM,037833100,34,239,SH,SOLE,239,0,0,2017-03-31,2017Q1,ARK Investment Management LLC,0001697748
17,ARCONIC INC,COM,03965L100,282,10705,SH,SOLE,10705,0,0,2017-03-31,2017Q1,ARK Investment Management LLC,0001697748
18,ATHENAHEALTH INC,COM,04685W103,25592,227104,SH,SOLE,0,227104,0,2017-03-31,2017Q1,ARK Investment Management LLC,0001697748
19,AUTODESK INC,COM,052769106,1239,14334,SH,SOLE,14334,0,0,2017-03-31,2017Q1,ARK Investment Management LLC,0001697748
20,BAIDU INC,SPON ADR REP A,056752108,13560,78599,SH,SOLE,0,78599,0,2017-03-31,2017Q1,ARK Investment Management LLC,0001697748
21,BIOGEN INC,COM,09062X103,904,3308,SH,SOLE,0,3308,0,2017-03-31,2017Q1,ARK Investment Management LLC,0001697748
22,BLUEBIRD BIO INC,COM,09609G100,7514,82662,SH,SOLE,0,82662,0,2017-03-31,2017Q1,ARK Investment Management LLC,0001697748
23,BOX INC,CL A,10316T104,197,12080,SH,SOLE,12080,0,0,2017-03-31,2017Q1,ARK Investment Management LLC,0001697748
24,CARPENTER TECHNOLOGY CORP,COM,144285103,27,715,SH,SOLE,715,0,0,2017-03-31,2017Q1,ARK Investment Management LLC,0001697748
25,CELGENE CORP,COM,151020104,111,895,SH,SOLE,895,0,0,2017-03-31,2017Q1,ARK Investment Management LLC,0001697748
26,CELLECTIS S A,SPONSORED ADS,15117K103,54,2254,SH,SOLE,2254,0,0,2017-03-31,2017Q1,ARK Investment Management LLC,0001697748
27,CERUS CORP,COM,157085101,3303,742278,SH,SOLE,0,742278,0,2017-03-31,2017Q1,ARK Investment Management LLC,0001697748
28,COMPUGEN LTD,ORD,M25722105,1180,274450,SH,SOLE,0,274450,0,2017-03-31,2017Q1,ARK Investment Management LLC,0001697748
29,CONFORMIS INC,COM,20717E101,326,62369,SH,SOLE,62369,0,0,2017-03-31,2017Q1,ARK Investment Management LLC,0001697748
30,CORNERSTONE ONDEMAND INC,COM,21925Y103,344,8846,SH,SOLE,8846,0,0,2017-03-31,2017Q1,ARK Investment Management LLC,0001697748
31,CTRIP COM INTL LTD,AMERICAN DEP SHS,22943F100,4664,94887,SH,SOLE,0,94887,0,2017-03-31,2017Q1,ARK Investment Management LLC,0001697748
