,Name of Issuer,Title of Class,CUSIP,Value,SHRS OR SH,PRN AMT PRN,Investment Discretion,Voting Authority_Sole,Voting Authority_Shared,Voting Authority_None,Date,Period,Filing Manager,CIK
0,58 COM INC,SPON ADR REP A,31680Q104,7335,159834,SH,SOLE,159834,0,0,2016-06-30,2016Q2,Whale Rock Capital Management LLC,0001387322
1,ACACIA COMMUNICATIONS INC,COM,00401C108,29368,735306,SH,SOLE,735306,0,0,2016-06-30,2016Q2,Whale Rock Capital Management LLC,0001387322
2,ADOBE SYS INC,COM,00724F101,16578,173062,SH,SOLE,173062,0,0,2016-06-30,2016Q2,Whale Rock Capital Management LLC,0001387322
3,ALIBABA GROUP HLDG LTD,SPONSORED ADS,01609W102,50455,634411,SH,SOLE,634411,0,0,2016-06-30,2016Q2,Whale Rock Capital Management LLC,0001387322
4,ALPHABET INC,CAP STK CL C,02079K107,21596,31203,SH,SOLE,31203,0,0,2016-06-30,2016Q2,Whale Rock Capital Management LLC,0001387322
5,ALPHABET INC,CAP STK CL A,02079K305,63740,90600,SH,SOLE,90600,0,0,2016-06-30,2016Q2,Whale Rock Capital Management LLC,0001387322
6,AMAZON COM INC,COM,023135106,126032,176116,SH,SOLE,176116,0,0,2016-06-30,2016Q2,Whale Rock Capital Management LLC,0001387322
7,CIRRUS LOGIC INC,COM,172755100,18714,482437,SH,SOLE,482437,0,0,2016-06-30,2016Q2,Whale Rock Capital Management LLC,0001387322
8,ELLIE MAE INC,COM,28849P100,102716,1120745,SH,SOLE,1120745,0,0,2016-06-30,2016Q2,Whale Rock Capital Management LLC,0001387322
9,EPAM SYS INC,COM,29414B104,26677,414822,SH,SOLE,414822,0,0,2016-06-30,2016Q2,Whale Rock Capital Management LLC,0001387322
10,FABRINET,SHS,G3323L100,51008,1374137,SH,SOLE,1374137,0,0,2016-06-30,2016Q2,Whale Rock Capital Management LLC,0001387322
11,FACEBOOK INC,CL A,30303M102,67340,589258,SH,SOLE,589258,0,0,2016-06-30,2016Q2,Whale Rock Capital Management LLC,0001387322
12,HUBSPOT INC,COM,443573100,28154,648407,SH,SOLE,648407,0,0,2016-06-30,2016Q2,Whale Rock Capital Management LLC,0001387322
13,INPHI CORP,COM,45772F107,11010,343748,SH,SOLE,343748,0,0,2016-06-30,2016Q2,Whale Rock Capital Management LLC,0001387322
14,INTERACTIVE INTELLIGENCE GRO,COM,45841V109,62186,1517103,SH,SOLE,1517103,0,0,2016-06-30,2016Q2,Whale Rock Capital Management LLC,0001387322
15,MAXLINEAR INC,CL A,57776J100,43413,2414490,SH,SOLE,2414490,0,0,2016-06-30,2016Q2,Whale Rock Capital Management LLC,0001387322
16,MICROSOFT CORP,COM,594918104,18807,367538,SH,SOLE,367538,0,0,2016-06-30,2016Q2,Whale Rock Capital Management LLC,0001387322
17,MICROSTRATEGY INC,CL A NEW,594972408,33242,189930,SH,SOLE,189930,0,0,2016-06-30,2016Q2,Whale Rock Capital Management LLC,0001387322
18,MONOLITHIC PWR SYS INC,COM,609839105,16964,248305,SH,SOLE,248305,0,0,2016-06-30,2016Q2,Whale Rock Capital Management LLC,0001387322
19,NETEASE INC,SPONSORED ADR,64110W102,35966,186141,SH,SOLE,186141,0,0,2016-06-30,2016Q2,Whale Rock Capital Management LLC,0001387322
20,NEW RELIC INC,COM,64829B100,20441,695758,SH,SOLE,695758,0,0,2016-06-30,2016Q2,Whale Rock Capital Management LLC,0001387322
21,NVIDIA CORP,COM,67066G104,33735,717612,SH,SOLE,717612,0,0,2016-06-30,2016Q2,Whale Rock Capital Management LLC,0001387322
22,OCLARO INC,COM NEW,67555N206,28294,5797976,SH,SOLE,5797976,0,0,2016-06-30,2016Q2,Whale Rock Capital Management LLC,0001387322
23,PTC INC,COM,69370C100,11254,299470,SH,SOLE,299470,0,0,2016-06-30,2016Q2,Whale Rock Capital Management LLC,0001387322
24,SALESFORCE COM INC,COM,79466L302,51102,643524,SH,SOLE,643524,0,0,2016-06-30,2016Q2,Whale Rock Capital Management LLC,0001387322
25,SHOPIFY INC,CL A,82509L107,30438,989538,SH,SOLE,989538,0,0,2016-06-30,2016Q2,Whale Rock Capital Management LLC,0001387322
26,SYMANTEC CORP,COM,871503108,76939,3745802,SH,SOLE,3745802,0,0,2016-06-30,2016Q2,Whale Rock Capital Management LLC,0001387322
27,TWILIO INC,CL A,90138F102,3650,100000,SH,SOLE,100000,0,0,2016-06-30,2016Q2,Whale Rock Capital Management LLC,0001387322
28,WAYFAIR INC,CL A,94419L101,15823,405727,SH,SOLE,405727,0,0,2016-06-30,2016Q2,Whale Rock Capital Management LLC,0001387322
29,YELP INC,CL A,985817105,4554,150000,SH,SOLE,150000,0,0,2016-06-30,2016Q2,Whale Rock Capital Management LLC,0001387322
30,ZENDESK INC,COM,98936J101,95865,3634016,SH,SOLE,3634016,0,0,2016-06-30,2016Q2,Whale Rock Capital Management LLC,0001387322
