,Name of Issuer,Title of Class,CUSIP,Value,SHRS OR SH,PRN AMT PRN,Investment Discretion,Voting Authority_Sole,Voting Authority_Shared,Voting Authority_None,Date,Period,Filing Manager,CIK
0,Adobe Inc,Common Stock,00724F101,7548,23718,SH,SOLE,23718,0,0,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
1,Aerojet Rocketdyne Holdings In,Common Stock,007800105,238,5693,SH,SOLE,5693,0,0,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
2,AeroVironment Inc,Common Stock,008073108,22605,370821,SH,SOLE,300283,44930,25608,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
3,Alibaba Group Holding Ltd,ADR,01609W102,20415,104970,SH,SOLE,72578,10183,22209,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
4,Align Technology Inc,Common Stock,016255101,258,1484,SH,SOLE,1484,0,0,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
5,Allegheny Technologies Inc,Common Stock,01741R102,18,2130,SH,SOLE,2130,0,0,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
6,Alphabet Inc,Common Stock,02079K305,1571,1352,SH,SOLE,1352,0,0,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
7,Altair Engineering Inc,Common Stock,021369103,965,36416,SH,SOLE,36416,0,0,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
8,Amazon.com Inc,Common Stock,023135106,27846,14282,SH,SOLE,12944,0,1338,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
9,AMETEK Inc,Common Stock,031100100,294,4084,SH,SOLE,4084,0,0,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
10,ANSYS Inc,Common Stock,03662Q105,2962,12741,SH,SOLE,12741,0,0,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
11,Apple Inc,Common Stock,037833100,22200,87302,SH,SOLE,70959,0,16343,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
12,AquaBounty Technologies Inc,Common Stock,03842K200,747,458408,SH,SOLE,458408,0,0,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
13,Howmet Aerospace Inc,Common Stock,443201108,127,9850,SH,SOLE,9850,0,0,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
14,Arcturus Therapeutics Holdings,Common Stock,03969T109,21261,1564457,SH,SOLE,1564457,0,0,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
15,Autodesk Inc,Common Stock,052769106,68359,437918,SH,SOLE,334505,44033,59380,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
16,Baidu Inc,ADR,056752108,1582,15694,SH,SOLE,15694,0,0,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
17,Renishaw PLC,Common Stock,G75006117,1358,34609,SH,SOLE,34609,0,0,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
18,CareDx Inc,Common Stock,14167L103,17205,788144,SH,SOLE,788144,0,0,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
19,Carpenter Technology Corp,Common Stock,144285103,16,844,SH,SOLE,844,0,0,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
20,Castle Biosciences Inc,Common Stock,14843C105,6572,220452,SH,SOLE,220452,0,0,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
21,Cellectis SA,ADR,15117K103,14242,1548046,SH,SOLE,1363749,174111,10186,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
22,Cellular Biomedicine Group Inc,Common Stock,15117P102,6322,399632,SH,SOLE,399632,0,0,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
23,Cerus Corp,Common Stock,157085101,65124,14005056,SH,SOLE,11619631,311251,2074174,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
24,Codexis Inc,Common Stock,192005106,11040,989249,SH,SOLE,989249,0,0,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
25,Deere & Co,Common Stock,244199105,2410,17447,SH,SOLE,17447,0,0,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
26,DuPont de Nemours Inc,Common Stock,26614N102,22,648,SH,SOLE,648,0,0,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
27,Eastman Chemical Co,Common Stock,277432100,24,512,SH,SOLE,512,0,0,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
28,Eastman Kodak Co,Common Stock,277461406,20,11467,SH,SOLE,11467,0,0,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
29,Editas Medicine Inc,Common Stock,28106W103,105812,5335941,SH,SOLE,4128742,445150,762049,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
30,Eventbrite Inc,Common Stock,29975E109,464,63530,SH,SOLE,3314,9767,50449,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
31,ExOne Co/The,Common Stock,302104104,16650,2605683,SH,SOLE,2224864,0,380819,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
32,FLIR Systems Inc,Common Stock,302445101,3826,119984,SH,SOLE,119984,0,0,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
33,Facebook Inc,Common Stock,30303M102,1012,6066,SH,SOLE,6066,0,0,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
34,FARO Technologies Inc,Common Stock,311642102,332,7462,SH,SOLE,7462,0,0,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
35,Fate Therapeutics Inc,Common Stock,31189P102,12328,555082,SH,SOLE,555082,0,0,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
36,General Electric Co,Common Stock,369604103,208,26189,SH,SOLE,26189,0,0,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
37,Grayscale Bitcoin Trust BTC,Open-End Fund,389637109,20226,2840675,SH,SOLE,1561407,511706,767562,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
38,Guardant Health Inc,Common Stock,40131M109,17237,247651,SH,SOLE,247651,0,0,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
39,Guidewire Software Inc,Common Stock,40171V100,975,12292,SH,SOLE,12292,0,0,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
40,HDFC Bank Ltd,ADR,40415F101,2031,52809,SH,SOLE,52809,0,0,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
41,HP Inc,Common Stock,40434L105,1329,76567,SH,SOLE,76567,0,0,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
42,Hexcel Corp,Common Stock,428291108,19,512,SH,SOLE,512,0,0,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
43,HubSpot Inc,Common Stock,443573100,6791,50989,SH,SOLE,50989,0,0,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
44,Illumina Inc,Common Stock,452327109,274220,1004026,SH,SOLE,786687,85525,131814,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
45,Incyte Corp,Common Stock,45337C102,14960,204284,SH,SOLE,204284,0,0,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
46,Inovio Pharmaceuticals Inc,Common Stock,45773H201,12186,1637926,SH,SOLE,1637926,0,0,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
47,Intellia Therapeutics Inc,Common Stock,45826J105,125226,10239286,SH,SOLE,8559768,740852,938666,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
48,Interactive Brokers Group Inc,Common Stock,45841N107,1309,30321,SH,SOLE,30321,0,0,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
49,Intercontinental Exchange Inc,Common Stock,45866F104,3168,39232,SH,SOLE,39232,0,0,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
50,Intuit Inc,Common Stock,461202103,1961,8526,SH,SOLE,8526,0,0,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
51,Intuitive Surgical Inc,Common Stock,46120E602,2796,5647,SH,SOLE,5647,0,0,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
52,OC Oerlikon Corp AG,Common Stock,H59187106,215,26791,SH,SOLE,26791,0,0,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
53,Invitae Corp,Common Stock,46185L103,220015,16094750,SH,SOLE,12826319,1049935,2218496,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
54,Ionis Pharmaceuticals Inc,Common Stock,462222100,5659,119681,SH,SOLE,119681,0,0,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
55,Iovance Biotherapeutics Inc,Common Stock,462260100,26558,887179,SH,SOLE,887179,0,0,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
56,Iridium Communications Inc,Common Stock,46269C102,36575,1637951,SH,SOLE,1268741,157278,211932,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
57,JD.com Inc,ADR,47215P106,3117,76962,SH,SOLE,76962,0,0,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
58,SGL Carbon SE,Common Stock,D6949M108,21,7817,SH,SOLE,7817,0,0,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
59,Kaiser Aluminum Corp,Common Stock,483007704,200,2887,SH,SOLE,2887,0,0,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
60,Komatsu Ltd,ADR,500458401,3356,204514,SH,SOLE,204514,0,0,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
61,Kratos Defense & Security Solu,Common Stock,50077B207,3832,276862,SH,SOLE,276862,0,0,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
62,Henkel AG & Co KGaA,Preference,D3207M110,31,386,SH,SOLE,386,0,0,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
63,Bertrandt AG,Common Stock,D1014N107,175,5157,SH,SOLE,5157,0,0,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
64,LendingClub Corp,Common Stock,52603A208,43180,5500633,SH,SOLE,4644507,127913,728213,2020-03-31,2020Q1,ARK Investment Management LLC,0001697748
