,Name of Issuer,Title of Class,CUSIP,Value,SHRS OR SH,PRN AMT PRN,Investment Discretion,Voting Authority_Sole,Voting Authority_Shared,Voting Authority_None,Date,Period,Filing Manager,CIK
0,2U INC,Common Stock,90214J101,19848,237528,SH,OTR,181389,0,56139,2018-06-30,2018Q2,ARK Investment Management LLC,0001697748
1,3D SYSTEMS CORP,Common Stock,88554D205,3298,238797,SH,SOLE,238797,0,0,2018-06-30,2018Q2,ARK Investment Management LLC,0001697748
2,3M CO,Common Stock,88579Y101,58,294,SH,SOLE,294,0,0,2018-06-30,2018Q2,ARK Investment Management LLC,0001697748
3,ADOBE SYSTEMS INC,Common Stock,00724F101,10579,43392,SH,SOLE,43392,0,0,2018-06-30,2018Q2,ARK Investment Management LLC,0001697748
4,AERONAUTICS LTD,Common Stock,M0R84M115,378,186501,SH,SOLE,186501,0,0,2018-06-30,2018Q2,ARK Investment Management LLC,0001697748
5,AEROVIRONMENT INC,Common Stock,008073108,10972,153610,SH,OTR,56258,0,97352,2018-06-30,2018Q2,ARK Investment Management LLC,0001697748
6,ALIBABA GROUP HOLDING-SP ADR,ADR,01609W102,32444,174874,SH,OTR,134647,6477,33750,2018-06-30,2018Q2,ARK Investment Management LLC,0001697748
7,ALIGN TECHNOLOGY INC,Common Stock,016255101,4866,14221,SH,SOLE,14221,0,0,2018-06-30,2018Q2,ARK Investment Management LLC,0001697748
8,ALLEGHENY TECHNOLOGIES INC,Common Stock,01741R102,61,2440,SH,SOLE,2440,0,0,2018-06-30,2018Q2,ARK Investment Management LLC,0001697748
9,ALNYLAM PHARMACEUTICALS INC,Common Stock,02043Q107,1907,19362,SH,SOLE,19362,0,0,2018-06-30,2018Q2,ARK Investment Management LLC,0001697748
10,ALPHABET INC-CL C,Common Stock,02079K107,16302,14612,SH,OTR,10360,0,4252,2018-06-30,2018Q2,ARK Investment Management LLC,0001697748
11,AMAZON.COM INC,Common Stock,023135106,87349,51388,SH,OTR,41701,1540,8147,2018-06-30,2018Q2,ARK Investment Management LLC,0001697748
12,AMETEK INC,Common Stock,031100100,482,6682,SH,SOLE,6682,0,0,2018-06-30,2018Q2,ARK Investment Management LLC,0001697748
13,ANSYS INC,Common Stock,03662Q105,3625,20814,SH,SOLE,20814,0,0,2018-06-30,2018Q2,ARK Investment Management LLC,0001697748
14,APPLE INC,Common Stock,037833100,78270,422828,SH,OTR,324964,13503,84361,2018-06-30,2018Q2,ARK Investment Management LLC,0001697748
