,Name of Issuer,Title of Class,CUSIP,Value,SHRS OR SH,PRN AMT PRN,Investment Discretion,Voting Authority_Sole,Voting Authority_Shared,Voting Authority_None,Date,Period,Filing Manager,CIK
0,ALPHABET INC,CAP STK CL C,02079K107,35571,34348,SH,SOLE,34348,0,0,2018-12-31,2018Q4,"Dorsey Asset Management, LLC",0001671657
1,ANSYS INC,COM,03662Q105,22157,155006,SH,SOLE,155006,0,0,2018-12-31,2018Q4,"Dorsey Asset Management, LLC",0001671657
2,CIMPRESS N V,SHS EURO,N20146101,22481,217373,SH,SOLE,217373,0,0,2018-12-31,2018Q4,"Dorsey Asset Management, LLC",0001671657
3,DOLLAR GEN CORP NEW,COM,256677105,26205,242459,SH,SOLE,242459,0,0,2018-12-31,2018Q4,"Dorsey Asset Management, LLC",0001671657
4,EBAY INC,COM,278642103,11620,413971,SH,SOLE,413971,0,0,2018-12-31,2018Q4,"Dorsey Asset Management, LLC",0001671657
5,FACEBOOK INC,CL A,30303M102,84117,641674,SH,SOLE,641674,0,0,2018-12-31,2018Q4,"Dorsey Asset Management, LLC",0001671657
6,PAYPAL HLDGS INC,COM,70450Y103,40190,477944,SH,SOLE,477944,0,0,2018-12-31,2018Q4,"Dorsey Asset Management, LLC",0001671657
7,ROPER TECHNOLOGIES INC,COM,776696106,15781,59212,SH,SOLE,59212,0,0,2018-12-31,2018Q4,"Dorsey Asset Management, LLC",0001671657
8,THE TRADE DESK INC,COM CL A,88339J105,39187,337646,SH,SOLE,337646,0,0,2018-12-31,2018Q4,"Dorsey Asset Management, LLC",0001671657
9,WIX COM LTD,SHS,M98068105,53987,597595,SH,SOLE,597595,0,0,2018-12-31,2018Q4,"Dorsey Asset Management, LLC",0001671657
10,WORKIVA INC,COM CL A,98139A105,8520,237389,SH,SOLE,237389,0,0,2018-12-31,2018Q4,"Dorsey Asset Management, LLC",0001671657
