,Name of Issuer,Title of Class,CUSIP,Value,SHRS OR SH,PRN AMT PRN,Investment Discretion,Voting Authority_Sole,Voting Authority_Shared,Voting Authority_None,Date,Period,Filing Manager,CIK
0,3M CO,COM,88579Y101,275,2303,SH,SOLE,2303,0,0,2013-09-30,2013Q3,"Bridgewater Associates, LP",0001350694
1,ABBOTT LABS,COM,002824100,3940,118700,SH,SOLE,118700,0,0,2013-09-30,2013Q3,"Bridgewater Associates, LP",0001350694
2,ACE LTD,SHS,H0023R105,672,7185,SH,SOLE,7185,0,0,2013-09-30,2013Q3,"Bridgewater Associates, LP",0001350694
3,ADVANCE AUTO PARTS INC,COM,00751Y106,686,8300,SH,SOLE,8300,0,0,2013-09-30,2013Q3,"Bridgewater Associates, LP",0001350694
4,AETNA INC NEW,COM,00817Y108,4749,74177,SH,SOLE,74177,0,0,2013-09-30,2013Q3,"Bridgewater Associates, LP",0001350694
5,AFLAC INC,COM,001055102,4379,70648,SH,SOLE,70648,0,0,2013-09-30,2013Q3,"Bridgewater Associates, LP",0001350694
6,AGNICO EAGLE MINES LTD,COM,008474108,2868,108358,SH,SOLE,108358,0,0,2013-09-30,2013Q3,"Bridgewater Associates, LP",0001350694
7,AIRGAS INC,COM,009363102,573,5400,SH,SOLE,5400,0,0,2013-09-30,2013Q3,"Bridgewater Associates, LP",0001350694
8,ALASKA AIR GROUP INC,COM,011659109,306,4886,SH,SOLE,4886,0,0,2013-09-30,2013Q3,"Bridgewater Associates, LP",0001350694
9,ALCOA INC,COM,013817101,1453,178921,SH,SOLE,178921,0,0,2013-09-30,2013Q3,"Bridgewater Associates, LP",0001350694
10,ALLERGAN INC,COM,018490102,20445,226041,SH,SOLE,226041,0,0,2013-09-30,2013Q3,"Bridgewater Associates, LP",0001350694
11,ALLIANCE DATA SYSTEMS CORP,COM,018581108,3441,16274,SH,SOLE,16274,0,0,2013-09-30,2013Q3,"Bridgewater Associates, LP",0001350694
12,ALLSTATE CORP,COM,020002101,574,11346,SH,SOLE,11346,0,0,2013-09-30,2013Q3,"Bridgewater Associates, LP",0001350694
13,ALTRIA GROUP INC,COM,02209S103,1876,54600,SH,SOLE,54600,0,0,2013-09-30,2013Q3,"Bridgewater Associates, LP",0001350694
14,AMERICAN ELEC PWR INC,COM,025537101,2623,60513,SH,SOLE,60513,0,0,2013-09-30,2013Q3,"Bridgewater Associates, LP",0001350694
15,AMERICAN EXPRESS CO,COM,025816109,12313,163037,SH,SOLE,163037,0,0,2013-09-30,2013Q3,"Bridgewater Associates, LP",0001350694
16,AMERICAN INTL GROUP INC,COM NEW,026874784,2816,57900,SH,SOLE,57900,0,0,2013-09-30,2013Q3,"Bridgewater Associates, LP",0001350694
17,AMERISOURCEBERGEN CORP,COM,03073E105,2804,45889,SH,SOLE,45889,0,0,2013-09-30,2013Q3,"Bridgewater Associates, LP",0001350694
18,ANADARKO PETE CORP,COM,032511107,10318,110956,SH,SOLE,110956,0,0,2013-09-30,2013Q3,"Bridgewater Associates, LP",0001350694
19,ANALOG DEVICES INC,COM,032654105,1430,30400,SH,SOLE,30400,0,0,2013-09-30,2013Q3,"Bridgewater Associates, LP",0001350694
20,ANGLOGOLD ASHANTI LTD,SPONSORED ADR,035128206,2706,203800,SH,SOLE,203800,0,0,2013-09-30,2013Q3,"Bridgewater Associates, LP",0001350694
21,ANNALY CAP MGMT INC,COM,035710409,5076,438323,SH,SOLE,438323,0,0,2013-09-30,2013Q3,"Bridgewater Associates, LP",0001350694
22,APACHE CORP,COM,037411105,4095,48100,SH,SOLE,48100,0,0,2013-09-30,2013Q3,"Bridgewater Associates, LP",0001350694
23,APPLE INC,COM,037833100,11571,24271,SH,SOLE,24271,0,0,2013-09-30,2013Q3,"Bridgewater Associates, LP",0001350694
