,Name of Issuer,Title of Class,CUSIP,Value,SHRS OR SH,PRN AMT PRN,Investment Discretion,Voting Authority_Sole,Voting Authority_Shared,Voting Authority_None,Date,Period,Filing Manager,CIK
0,58 COM INC,SPON ADR REP A,31680Q104,350455,5550451,SH,SOLE,5550451,0,0,2017-09-30,2017Q3,"Hillhouse Capital Management, Ltd.",0001510589
1,ACCELERON PHARMA INC,COM,00434H108,26124,700000,SH,SOLE,700000,0,0,2017-09-30,2017Q3,"Hillhouse Capital Management, Ltd.",0001510589
2,ALIBABA GROUP HLDG LTD,SPONSORED ADS,01609W102,616652,3570449,SH,SOLE,3570449,0,0,2017-09-30,2017Q3,"Hillhouse Capital Management, Ltd.",0001510589
3,AMAZON COM INC,COM,023135106,11115,11562,SH,SOLE,11562,0,0,2017-09-30,2017Q3,"Hillhouse Capital Management, Ltd.",0001510589
4,BEIGENE LTD,SPONSORED ADR,07725L102,403161,3896782,SH,SOLE,3896782,0,0,2017-09-30,2017Q3,"Hillhouse Capital Management, Ltd.",0001510589
5,BERKSHIRE HATHAWAY INC DEL,CL A,084670108,17583,64,SH,SOLE,64,0,0,2017-09-30,2017Q3,"Hillhouse Capital Management, Ltd.",0001510589
6,BITAUTO HLDGS LTD,SPONSORED ADS,091727107,50221,1124017,SH,SOLE,1124017,0,0,2017-09-30,2017Q3,"Hillhouse Capital Management, Ltd.",0001510589
7,BLUEPRINT MEDICINES CORP,COM,09627Y109,41722,598849,SH,SOLE,598849,0,0,2017-09-30,2017Q3,"Hillhouse Capital Management, Ltd.",0001510589
8,BRIGHT SCHOLAR ED HLDGS LTD,SPONSORED ADS,109199109,99889,4300000,SH,SOLE,4300000,0,0,2017-09-30,2017Q3,"Hillhouse Capital Management, Ltd.",0001510589
9,CAMECO CORP,COM,13321L108,9919,1025700,SH,SOLE,1025700,0,0,2017-09-30,2017Q3,"Hillhouse Capital Management, Ltd.",0001510589
10,CHARTER COMMUNICATIONS INC N,CL A,16119P108,18027,49603,SH,SOLE,49603,0,0,2017-09-30,2017Q3,"Hillhouse Capital Management, Ltd.",0001510589
11,CHINA BIOLOGIC PRODS HLDGS I,COM,G21515104,57059,618391,SH,SOLE,618391,0,0,2017-09-30,2017Q3,"Hillhouse Capital Management, Ltd.",0001510589
12,CLEARSIDE BIOMEDICAL INC,COM,185063104,7866,900000,SH,SOLE,900000,0,0,2017-09-30,2017Q3,"Hillhouse Capital Management, Ltd.",0001510589
13,ENSTAR GROUP LIMITED,SHS,G3075P101,433631,1950218,SH,SOLE,1950218,0,0,2017-09-30,2017Q3,"Hillhouse Capital Management, Ltd.",0001510589
14,FANG HLDGS LTD,ADR,30711Y102,6075,1500000,SH,SOLE,1500000,0,0,2017-09-30,2017Q3,"Hillhouse Capital Management, Ltd.",0001510589
15,FIBROGEN INC,COM,31572Q808,133757,2486196,SH,SOLE,2486196,0,0,2017-09-30,2017Q3,"Hillhouse Capital Management, Ltd.",0001510589
16,G1 THERAPEUTICS INC,COM,3621LQ109,11201,450000,SH,SOLE,450000,0,0,2017-09-30,2017Q3,"Hillhouse Capital Management, Ltd.",0001510589
17,IDEXX LABS INC,COM,45168D104,6488,41725,SH,SOLE,41725,0,0,2017-09-30,2017Q3,"Hillhouse Capital Management, Ltd.",0001510589
18,IKANG HEALTHCARE GROUP INC,SPONSORED ADR,45174L108,16996,1260798,SH,SOLE,1260798,0,0,2017-09-30,2017Q3,"Hillhouse Capital Management, Ltd.",0001510589
19,INTRA CELLULAR THERAPIES INC,COM,46116X101,15780,1000000,SH,SOLE,1000000,0,0,2017-09-30,2017Q3,"Hillhouse Capital Management, Ltd.",0001510589
20,JD COM INC,SPON ADR CL A,47215P106,2154319,56395797,SH,SOLE,56395797,0,0,2017-09-30,2017Q3,"Hillhouse Capital Management, Ltd.",0001510589
21,JOUNCE THERAPEUTICS INC,COM,481116101,2025,130000,SH,SOLE,130000,0,0,2017-09-30,2017Q3,"Hillhouse Capital Management, Ltd.",0001510589
22,LIBERTY GLOBAL PLC,SHS CL C,G5480U120,24935,762544,SH,SOLE,762544,0,0,2017-09-30,2017Q3,"Hillhouse Capital Management, Ltd.",0001510589
23,LINE CORP,SPONSORED ADR,53567X101,12192,336800,SH,SOLE,336800,0,0,2017-09-30,2017Q3,"Hillhouse Capital Management, Ltd.",0001510589
24,MELCO RESORT ENTERTAINMENT L,ADR,585464100,215308,8926546,SH,SOLE,8926546,0,0,2017-09-30,2017Q3,"Hillhouse Capital Management, Ltd.",0001510589
25,MONDELEZ INTL INC,CL A,609207105,332182,8169741,SH,SOLE,8169741,0,0,2017-09-30,2017Q3,"Hillhouse Capital Management, Ltd.",0001510589
26,MOODYS CORP,COM,615369105,12522,89949,SH,SOLE,89949,0,0,2017-09-30,2017Q3,"Hillhouse Capital Management, Ltd.",0001510589
27,MYOKARDIA INC,COM,62857M105,8236,192213,SH,SOLE,192213,0,0,2017-09-30,2017Q3,"Hillhouse Capital Management, Ltd.",0001510589
28,NABRIVA THERAPEUTICS PLC,SHS,G63637105,6570,802174,SH,SOLE,802174,0,0,2017-09-30,2017Q3,"Hillhouse Capital Management, Ltd.",0001510589
29,NETEASE INC,SPONSORED ADR,64110W102,118355,448637,SH,SOLE,448637,0,0,2017-09-30,2017Q3,"Hillhouse Capital Management, Ltd.",0001510589
30,NETFLIX INC,COM,64110L106,12096,66700,SH,SOLE,66700,0,0,2017-09-30,2017Q3,"Hillhouse Capital Management, Ltd.",0001510589
31,PRICELINE GRP INC,COM NEW,741503403,205678,112342,SH,SOLE,112342,0,0,2017-09-30,2017Q3,"Hillhouse Capital Management, Ltd.",0001510589
32,PROTEOSTASIS THERAPEUTICS IN,COM,74373B109,1818,865923,SH,SOLE,865923,0,0,2017-09-30,2017Q3,"Hillhouse Capital Management, Ltd.",0001510589
33,RYB ED INC,ADR,74979W101,12255,430000,SH,SOLE,430000,0,0,2017-09-30,2017Q3,"Hillhouse Capital Management, Ltd.",0001510589
34,S&P GLOBAL INC,COM,78409V104,9095,58187,SH,SOLE,58187,0,0,2017-09-30,2017Q3,"Hillhouse Capital Management, Ltd.",0001510589
35,SCHWAB CHARLES CORP NEW,COM,808513105,14862,339782,SH,SOLE,339782,0,0,2017-09-30,2017Q3,"Hillhouse Capital Management, Ltd.",0001510589
36,SINA CORP,ORD,G81477104,78474,684466,SH,SOLE,684466,0,0,2017-09-30,2017Q3,"Hillhouse Capital Management, Ltd.",0001510589
37,SNAP INC,CL A,83304A106,88793,6106810,SH,SOLE,6106810,0,0,2017-09-30,2017Q3,"Hillhouse Capital Management, Ltd.",0001510589
38,SOHU COM INC,COM,83408W103,89882,1650727,SH,SOLE,1650727,0,0,2017-09-30,2017Q3,"Hillhouse Capital Management, Ltd.",0001510589
39,SYNDAX PHARMACEUTICALS INC,COM,87164F105,2703,231033,SH,SOLE,231033,0,0,2017-09-30,2017Q3,"Hillhouse Capital Management, Ltd.",0001510589
40,TAL ED GROUP,SPONSORED ADS,874080104,121138,3593520,SH,SOLE,3593520,0,0,2017-09-30,2017Q3,"Hillhouse Capital Management, Ltd.",0001510589
41,TESARO INC,COM,881569107,4790,37100,SH,SOLE,37100,0,0,2017-09-30,2017Q3,"Hillhouse Capital Management, Ltd.",0001510589
42,TIGENIX,SPONSORED ADS,88675R109,11545,483870,SH,SOLE,483870,0,0,2017-09-30,2017Q3,"Hillhouse Capital Management, Ltd.",0001510589
43,TRIPADVISOR INC,COM,896945201,66176,1632757,SH,SOLE,1632757,0,0,2017-09-30,2017Q3,"Hillhouse Capital Management, Ltd.",0001510589
44,TWITTER INC,COM,90184L102,18878,1119000,SH,SOLE,1119000,0,0,2017-09-30,2017Q3,"Hillhouse Capital Management, Ltd.",0001510589
45,VERISIGN INC,COM,92343E102,12476,117264,SH,SOLE,117264,0,0,2017-09-30,2017Q3,"Hillhouse Capital Management, Ltd.",0001510589
46,VIPSHOP HLDGS LTD,SPONSORED ADR,92763W103,34716,3949523,SH,SOLE,3949523,0,0,2017-09-30,2017Q3,"Hillhouse Capital Management, Ltd.",0001510589
47,YY INC,ADS REPCOM CLA,98426T106,46766,538906,SH,SOLE,538906,0,0,2017-09-30,2017Q3,"Hillhouse Capital Management, Ltd.",0001510589
