,Name of Issuer,Title of Class,CUSIP,Value,SHRS OR SH,PRN AMT PRN,Investment Discretion,Voting Authority_Sole,Voting Authority_Shared,Voting Authority_None,Date,Period,Filing Manager,CIK
0,ALIBABA GROUP HLDG LTD,SPONSORED ADS,01609W102,783541,4536745,SH,SOLE,4536745,0,0,2017-09-30,2017Q3,TIGER GLOBAL MANAGEMENT LLC,0001167483
1,ALTICE USA INC,CL A,02156K103,31407,1150000,SH,SOLE,1150000,0,0,2017-09-30,2017Q3,TIGER GLOBAL MANAGEMENT LLC,0001167483
2,AMAZON COM INC,COM,023135106,1478268,1537700,SH,SOLE,1537700,0,0,2017-09-30,2017Q3,TIGER GLOBAL MANAGEMENT LLC,0001167483
3,APOLLO GLOBAL MGMT LLC,CL A SHS,037612306,1024899,34049807,SH,SOLE,34049807,0,0,2017-09-30,2017Q3,TIGER GLOBAL MANAGEMENT LLC,0001167483
4,ARMSTRONG WORLD INDS INC NEW,COM,04247X102,91196,1779431,SH,SOLE,1779431,0,0,2017-09-30,2017Q3,TIGER GLOBAL MANAGEMENT LLC,0001167483
5,ATLASSIAN CORP PLC,CL A,G06242104,17575,500000,SH,SOLE,500000,0,0,2017-09-30,2017Q3,TIGER GLOBAL MANAGEMENT LLC,0001167483
6,AUTODESK INC,COM,052769106,137182,1222000,SH,SOLE,1222000,0,0,2017-09-30,2017Q3,TIGER GLOBAL MANAGEMENT LLC,0001167483
7,BARCLAYS BK PLC,IPATH S&P500 VIX,06746L422,11919,304136,SH,SOLE,304136,0,0,2017-09-30,2017Q3,TIGER GLOBAL MANAGEMENT LLC,0001167483
8,CHARTER COMMUNICATIONS INC N,CL A,16119P108,360044,990710,SH,SOLE,990710,0,0,2017-09-30,2017Q3,TIGER GLOBAL MANAGEMENT LLC,0001167483
9,CLOUDERA INC,COM,18914U100,831,50000,SH,SOLE,50000,0,0,2017-09-30,2017Q3,TIGER GLOBAL MANAGEMENT LLC,0001167483
10,COMCAST CORP NEW,CL A,20030N101,278980,7250000,SH,SOLE,7250000,0,0,2017-09-30,2017Q3,TIGER GLOBAL MANAGEMENT LLC,0001167483
11,DESPEGAR COM CORP,ORD SHS,G27358103,966534,30204172,SH,SOLE,30204172,0,0,2017-09-30,2017Q3,TIGER GLOBAL MANAGEMENT LLC,0001167483
12,DOMINOS PIZZA INC,COM,25754A201,462224,2328000,SH,SOLE,2328000,0,0,2017-09-30,2017Q3,TIGER GLOBAL MANAGEMENT LLC,0001167483
13,EHI CAR SVCS LTD,SPON ADS CL A,26853A100,81682,8334863,SH,SOLE,8334863,0,0,2017-09-30,2017Q3,TIGER GLOBAL MANAGEMENT LLC,0001167483
14,ETSY INC,COM,29786A106,128351,7603723,SH,SOLE,7603723,0,0,2017-09-30,2017Q3,TIGER GLOBAL MANAGEMENT LLC,0001167483
15,FACEBOOK INC,CL A,30303M102,308762,1807000,SH,SOLE,1807000,0,0,2017-09-30,2017Q3,TIGER GLOBAL MANAGEMENT LLC,0001167483
16,FARMLAND PARTNERS INC,COM,31154R109,402,44502,SH,SOLE,44502,0,0,2017-09-30,2017Q3,TIGER GLOBAL MANAGEMENT LLC,0001167483
17,FIAT CHRYSLER AUTOMOBILES N,SHS,N31738102,444526,24820000,SH,SOLE,24820000,0,0,2017-09-30,2017Q3,TIGER GLOBAL MANAGEMENT LLC,0001167483
18,FIREEYE INC,COM,31816Q101,3354,200000,SH,SOLE,200000,0,0,2017-09-30,2017Q3,TIGER GLOBAL MANAGEMENT LLC,0001167483
