,Name of Issuer,Title of Class,CUSIP,Value,SHRS OR SH,PRN AMT PRN,Investment Discretion,Voting Authority_Sole,Voting Authority_Shared,Voting Authority_None,Date,Period,Filing Manager,CIK
0,58 COM INC,SPON ADR REP A,31680Q104,21295,452607,SH,SOLE,452607,0,0,2015-09-30,2015Q3,Whale Rock Capital Management LLC,0001387322
1,ACTIVISION BLIZZARD INC,COM,00507V109,26582,860548,SH,SOLE,860548,0,0,2015-09-30,2015Q3,Whale Rock Capital Management LLC,0001387322
2,ADOBE SYS INC,COM,00724F101,16411,199599,SH,SOLE,199599,0,0,2015-09-30,2015Q3,Whale Rock Capital Management LLC,0001387322
3,AMAZON COM INC,COM,023135106,71739,140145,SH,SOLE,140145,0,0,2015-09-30,2015Q3,Whale Rock Capital Management LLC,0001387322
4,ANALOG DEVICES INC,COM,032654105,66483,1178566,SH,SOLE,1178566,0,0,2015-09-30,2015Q3,Whale Rock Capital Management LLC,0001387322
5,APPLE INC,COM,037833100,62701,568460,SH,SOLE,568460,0,0,2015-09-30,2015Q3,Whale Rock Capital Management LLC,0001387322
6,APPLIED OPTOELECTRONICS INC,COM,03823U102,15214,810125,SH,SOLE,810125,0,0,2015-09-30,2015Q3,Whale Rock Capital Management LLC,0001387322
7,AVAGO TECHNOLOGIES LTD,SHS,Y0486S104,20809,166460,SH,SOLE,166460,0,0,2015-09-30,2015Q3,Whale Rock Capital Management LLC,0001387322
8,BARNES & NOBLE ED INC,COM,06777U101,14306,1125545,SH,SOLE,1125545,0,0,2015-09-30,2015Q3,Whale Rock Capital Management LLC,0001387322
9,BARNES & NOBLE INC,COM,067774109,17335,1431461,SH,SOLE,1431461,0,0,2015-09-30,2015Q3,Whale Rock Capital Management LLC,0001387322
10,ELECTRONIC ARTS INC,COM,285512109,44986,664005,SH,SOLE,664005,0,0,2015-09-30,2015Q3,Whale Rock Capital Management LLC,0001387322
11,ELLIE MAE INC,COM,28849P100,80939,1215842,SH,SOLE,1215842,0,0,2015-09-30,2015Q3,Whale Rock Capital Management LLC,0001387322
12,EPAM SYS INC,COM,29414B104,20711,277929,SH,SOLE,277929,0,0,2015-09-30,2015Q3,Whale Rock Capital Management LLC,0001387322
13,FACEBOOK INC,CL A,30303M102,51880,577088,SH,SOLE,577088,0,0,2015-09-30,2015Q3,Whale Rock Capital Management LLC,0001387322
14,GOOGLE INC,CL A,38259P508,40905,64078,SH,SOLE,64078,0,0,2015-09-30,2015Q3,Whale Rock Capital Management LLC,0001387322
15,GOOGLE INC,CL C,38259P706,23482,38595,SH,SOLE,38595,0,0,2015-09-30,2015Q3,Whale Rock Capital Management LLC,0001387322
16,IAC INTERACTIVECORP,COM PAR $.001,44919P508,2367,36271,SH,SOLE,36271,0,0,2015-09-30,2015Q3,Whale Rock Capital Management LLC,0001387322
17,INPHI CORP,COM,45772F107,14378,598092,SH,SOLE,598092,0,0,2015-09-30,2015Q3,Whale Rock Capital Management LLC,0001387322
18,JD COM INC,SPON ADR CL A,47215P106,30047,1152978,SH,SOLE,1152978,0,0,2015-09-30,2015Q3,Whale Rock Capital Management LLC,0001387322
19,LENDINGTREE INC NEW,COM,52603B107,5465,58746,SH,SOLE,58746,0,0,2015-09-30,2015Q3,Whale Rock Capital Management LLC,0001387322
20,MAXLINEAR INC,CL A,57776J100,18827,1513452,SH,SOLE,1513452,0,0,2015-09-30,2015Q3,Whale Rock Capital Management LLC,0001387322
21,MELLANOX TECHNOLOGIES LTD,SHS,M51363113,4336,114729,SH,SOLE,114729,0,0,2015-09-30,2015Q3,Whale Rock Capital Management LLC,0001387322
22,MONOLITHIC PWR SYS INC,COM,609839105,9411,183800,SH,SOLE,183800,0,0,2015-09-30,2015Q3,Whale Rock Capital Management LLC,0001387322
23,NETEASE INC,SPONSORED ADR,64110W102,89871,748176,SH,SOLE,748176,0,0,2015-09-30,2015Q3,Whale Rock Capital Management LLC,0001387322
24,NETFLIX INC,COM,64110L106,28277,273846,SH,SOLE,273846,0,0,2015-09-30,2015Q3,Whale Rock Capital Management LLC,0001387322
25,NEW RELIC INC,COM,64829B100,12411,325655,SH,SOLE,325655,0,0,2015-09-30,2015Q3,Whale Rock Capital Management LLC,0001387322
26,NVIDIA CORP,COM,67066G104,17871,725000,SH,SOLE,725000,0,0,2015-09-30,2015Q3,Whale Rock Capital Management LLC,0001387322
27,OCLARO INC,COM NEW,67555N206,8811,3831018,SH,SOLE,3831018,0,0,2015-09-30,2015Q3,Whale Rock Capital Management LLC,0001387322
28,PALO ALTO NETWORKS INC,COM,697435105,23772,138209,SH,SOLE,138209,0,0,2015-09-30,2015Q3,Whale Rock Capital Management LLC,0001387322
29,QORVO INC,COM,74736K101,19562,434238,SH,SOLE,434238,0,0,2015-09-30,2015Q3,Whale Rock Capital Management LLC,0001387322
