,Name of Issuer,Title of Class,CUSIP,Value,SHRS OR SH,PRN AMT PRN,Investment Discretion,Voting Authority_Sole,Voting Authority_Shared,Voting Authority_None,Date,Period,Filing Manager,CIK
0,ABBOTT LABS,COM,002824100,3080,80200,SH,SOLE,80200,0,0,2016-12-31,2016Q4,"Bridgewater Associates, LP",0001350694
1,ACTIVISION BLIZZARD INC,COM,00507V109,857,23744,SH,SOLE,23744,0,0,2016-12-31,2016Q4,"Bridgewater Associates, LP",0001350694
2,AETNA INC NEW,COM,00817Y108,23438,189000,SH,SOLE,189000,0,0,2016-12-31,2016Q4,"Bridgewater Associates, LP",0001350694
3,AFFILIATED MANAGERS GROUP,COM,008252108,3008,20700,SH,SOLE,20700,0,0,2016-12-31,2016Q4,"Bridgewater Associates, LP",0001350694
4,AFLAC INC,COM,001055102,3171,45563,SH,SOLE,45563,0,0,2016-12-31,2016Q4,"Bridgewater Associates, LP",0001350694
5,AGNICO EAGLE MINES LTD,COM,008474108,10768,256381,SH,SOLE,256381,0,0,2016-12-31,2016Q4,"Bridgewater Associates, LP",0001350694
6,ALLIANCE DATA SYSTEMS CORP,COM,018581108,12946,56655,SH,SOLE,56655,0,0,2016-12-31,2016Q4,"Bridgewater Associates, LP",0001350694
7,ALPHABET INC,CAP STK CL A,02079K305,4755,6000,SH,SOLE,6000,0,0,2016-12-31,2016Q4,"Bridgewater Associates, LP",0001350694
8,AMERICAN TOWER CORP NEW,COM,03027X100,2376,22485,SH,SOLE,22485,0,0,2016-12-31,2016Q4,"Bridgewater Associates, LP",0001350694
9,AMERIPRISE FINL INC,COM,03076C106,2108,19000,SH,SOLE,19000,0,0,2016-12-31,2016Q4,"Bridgewater Associates, LP",0001350694
10,AMERISOURCEBERGEN CORP,COM,03073E105,11269,144118,SH,SOLE,144118,0,0,2016-12-31,2016Q4,"Bridgewater Associates, LP",0001350694
11,ANADARKO PETE CORP,COM,032511107,9803,140580,SH,SOLE,140580,0,0,2016-12-31,2016Q4,"Bridgewater Associates, LP",0001350694
12,ANALOG DEVICES INC,COM,032654105,6180,85100,SH,SOLE,85100,0,0,2016-12-31,2016Q4,"Bridgewater Associates, LP",0001350694
13,ANGLOGOLD ASHANTI LTD,SPONSORED ADR,035128206,4843,460778,SH,SOLE,460778,0,0,2016-12-31,2016Q4,"Bridgewater Associates, LP",0001350694
14,ANSYS INC,COM,03662Q105,305,3300,SH,SOLE,3300,0,0,2016-12-31,2016Q4,"Bridgewater Associates, LP",0001350694
15,ANTHEM INC,COM,036752103,10726,74604,SH,SOLE,74604,0,0,2016-12-31,2016Q4,"Bridgewater Associates, LP",0001350694
16,AON PLC,SHS CL A,G0408V102,7863,70501,SH,SOLE,70501,0,0,2016-12-31,2016Q4,"Bridgewater Associates, LP",0001350694
17,APACHE CORP,COM,037411105,6163,97100,SH,SOLE,97100,0,0,2016-12-31,2016Q4,"Bridgewater Associates, LP",0001350694
18,APPLE INC,COM,037833100,48239,416500,SH,SOLE,416500,0,0,2016-12-31,2016Q4,"Bridgewater Associates, LP",0001350694
19,APPLIED MATLS INC,COM,038222105,7606,235696,SH,SOLE,235696,0,0,2016-12-31,2016Q4,"Bridgewater Associates, LP",0001350694
20,APTARGROUP INC,COM,038336103,256,3480,SH,SOLE,3480,0,0,2016-12-31,2016Q4,"Bridgewater Associates, LP",0001350694
21,AUTOZONE INC,COM,053332102,6697,8480,SH,SOLE,8480,0,0,2016-12-31,2016Q4,"Bridgewater Associates, LP",0001350694
22,B2GOLD CORP,COM,11777Q209,2348,990305,SH,SOLE,990305,0,0,2016-12-31,2016Q4,"Bridgewater Associates, LP",0001350694
23,BANK AMER CORP,COM,060505104,7410,335300,SH,SOLE,335300,0,0,2016-12-31,2016Q4,"Bridgewater Associates, LP",0001350694
