,Name of Issuer,Title of Class,CUSIP,Value,SHRS OR SH,PRN AMT PRN,Investment Discretion,Voting Authority_Sole,Voting Authority_Shared,Voting Authority_None,Date,Period,Filing Manager,CIK
0,2U Inc,Common Stock,90214J101,28351,570214,SH,OTR,467347,4126,98741,2018-12-31,2018Q4,ARK Investment Management LLC,0001697748
1,3D Systems Corp,Common Stock,88554D205,1401,137725,SH,SOLE,137725,0,0,2018-12-31,2018Q4,ARK Investment Management LLC,0001697748
2,3M Co,Common Stock,88579Y101,53,280,SH,SOLE,280,0,0,2018-12-31,2018Q4,ARK Investment Management LLC,0001697748
3,Adobe Inc,Common Stock,00724F101,6549,28948,SH,SOLE,28948,0,0,2018-12-31,2018Q4,ARK Investment Management LLC,0001697748
4,Advanced Micro Devices Inc,Common Stock,007903107,10613,574938,SH,SOLE,574938,0,0,2018-12-31,2018Q4,ARK Investment Management LLC,0001697748
5,Aerovironment Inc,Common Stock,008073108,7857,115625,SH,OTR,56686,0,58939,2018-12-31,2018Q4,ARK Investment Management LLC,0001697748
6,Alibaba Group Holding Ltd,ADR,01609W102,13240,96591,SH,OTR,60003,6749,29839,2018-12-31,2018Q4,ARK Investment Management LLC,0001697748
7,Align Technology Inc,Common Stock,016255101,3961,18914,SH,SOLE,18914,0,0,2018-12-31,2018Q4,ARK Investment Management LLC,0001697748
8,Allegheny Technologies Inc,Common Stock,01741R102,45,2063,SH,SOLE,2063,0,0,2018-12-31,2018Q4,ARK Investment Management LLC,0001697748
9,Alphabet Inc,Common Stock,02079K107,3100,2993,SH,SOLE,2993,0,0,2018-12-31,2018Q4,ARK Investment Management LLC,0001697748
10,Amazon.com Inc,Common Stock,023135106,64310,42817,SH,OTR,31889,1832,9096,2018-12-31,2018Q4,ARK Investment Management LLC,0001697748
11,AMETEK Inc,Common Stock,031100100,508,7497,SH,SOLE,7497,0,0,2018-12-31,2018Q4,ARK Investment Management LLC,0001697748
