,Name of Issuer,Title of Class,CUSIP,Value,SHRS OR SH,PRN AMT PRN,Investment Discretion,Voting Authority_Sole,Voting Authority_Shared,Voting Authority_None,Date,Period,Filing Manager,CIK
0,ADOBE SYS INC,COM,00724F101,10644,161914,SH,SOLE,161914,0,0,2014-03-31,2014Q1,COATUE MANAGEMENT LLC,0001135730
1,ADOBE SYS INC,COM,00724F101,76893,1169659,SH,DFND,1169659,0,0,2014-03-31,2014Q1,COATUE MANAGEMENT LLC,0001135730
2,AMAZON COM INC,COM,023135106,12382,36810,SH,SOLE,36810,0,0,2014-03-31,2014Q1,COATUE MANAGEMENT LLC,0001135730
3,AMAZON COM INC,COM,023135106,84624,251584,SH,DFND,251584,0,0,2014-03-31,2014Q1,COATUE MANAGEMENT LLC,0001135730
4,AMERICAN TOWER CORP NEW,COM,03027X100,22504,274880,SH,SOLE,274880,0,0,2014-03-31,2014Q1,COATUE MANAGEMENT LLC,0001135730
5,AMERICAN TOWER CORP NEW,COM,03027X100,200136,2444553,SH,DFND,2444553,0,0,2014-03-31,2014Q1,COATUE MANAGEMENT LLC,0001135730
6,APPLE INC,COM,037833100,12346,23001,SH,SOLE,23001,0,0,2014-03-31,2014Q1,COATUE MANAGEMENT LLC,0001135730
7,APPLE INC,COM,037833100,109596,204189,SH,DFND,204189,0,0,2014-03-31,2014Q1,COATUE MANAGEMENT LLC,0001135730
8,ATMEL CORP,COM,049513104,5551,664000,SH,DFND,664000,0,0,2014-03-31,2014Q1,COATUE MANAGEMENT LLC,0001135730
9,AVAGO TECHNOLOGIES LTD,SHS,Y0486S104,30050,466543,SH,SOLE,466543,0,0,2014-03-31,2014Q1,COATUE MANAGEMENT LLC,0001135730
10,AVAGO TECHNOLOGIES LTD,SHS,Y0486S104,166948,2591955,SH,DFND,2591955,0,0,2014-03-31,2014Q1,COATUE MANAGEMENT LLC,0001135730
11,BAIDU INC,SPON ADR REP A,056752108,68364,448964,SH,SOLE,448964,0,0,2014-03-31,2014Q1,COATUE MANAGEMENT LLC,0001135730
12,BAIDU INC,SPON ADR REP A,056752108,366179,2404799,SH,DFND,2404799,0,0,2014-03-31,2014Q1,COATUE MANAGEMENT LLC,0001135730
13,CBS CORP NEW,CL B,124857202,58668,949323,SH,SOLE,949323,0,0,2014-03-31,2014Q1,COATUE MANAGEMENT LLC,0001135730
14,CBS CORP NEW,CL B,124857202,359005,5809144,SH,DFND,5809144,0,0,2014-03-31,2014Q1,COATUE MANAGEMENT LLC,0001135730
15,CHARTER COMMUNICATIONS INC D,CL A NEW,16117M305,17198,139591,SH,SOLE,139591,0,0,2014-03-31,2014Q1,COATUE MANAGEMENT LLC,0001135730
16,CHARTER COMMUNICATIONS INC D,CL A NEW,16117M305,152869,1240820,SH,DFND,1240820,0,0,2014-03-31,2014Q1,COATUE MANAGEMENT LLC,0001135730
17,CTRIP COM INTL LTD,AMERICAN DEP SHS,22943F100,40008,793490,SH,SOLE,793490,0,0,2014-03-31,2014Q1,COATUE MANAGEMENT LLC,0001135730
18,CTRIP COM INTL LTD,AMERICAN DEP SHS,22943F100,142276,2821809,SH,DFND,2821809,0,0,2014-03-31,2014Q1,COATUE MANAGEMENT LLC,0001135730
19,FACEBOOK INC,CL A,30303M102,66112,1097473,SH,SOLE,1097473,0,0,2014-03-31,2014Q1,COATUE MANAGEMENT LLC,0001135730
20,FACEBOOK INC,CL A,30303M102,314412,5219328,SH,DFND,5219328,0,0,2014-03-31,2014Q1,COATUE MANAGEMENT LLC,0001135730
