,Name of Issuer,Title of Class,CUSIP,Value,SHRS OR SH,PRN AMT PRN,Investment Discretion,Voting Authority_Sole,Voting Authority_Shared,Voting Authority_None,Date,Period,Filing Manager,CIK
0,ABIOMED,COM,003654100,31918,254938,SH,DFND,254938,0,0,2017-03-31,2017Q1,BAILLIE GIFFORD & CO,0001088875
1,ABIOMED,COM,003654100,83245,664895,SH,DFND,464385,0,200510,2017-03-31,2017Q1,BAILLIE GIFFORD & CO,0001088875
2,ABIOMED,COM,003654100,31579,252225,SH,DFND,252225,0,0,2017-03-31,2017Q1,BAILLIE GIFFORD & CO,0001088875
3,ABIOMED,COM,003654100,62647,500377,SH,SOLE,490604,0,9773,2017-03-31,2017Q1,BAILLIE GIFFORD & CO,0001088875
4,Acacia Reasearch Corp,ACACIA TCH COM,003881307,826,143640,SH,DFND,143640,0,0,2017-03-31,2017Q1,BAILLIE GIFFORD & CO,0001088875
5,Acacia Reasearch Corp,ACACIA TCH COM,003881307,1278,222180,SH,SOLE,222180,0,0,2017-03-31,2017Q1,BAILLIE GIFFORD & CO,0001088875
6,Activision Blizzard Inc,COM,00507V109,2209,44300,SH,DFND,44300,0,0,2017-03-31,2017Q1,BAILLIE GIFFORD & CO,0001088875
7,Adaptimmune Therapeutics ADR,SPONDS ADR,00653A107,3032,550204,SH,DFND,550204,0,0,2017-03-31,2017Q1,BAILLIE GIFFORD & CO,0001088875
8,Adaptimmune Therapeutics ADR,SPONDS ADR,00653A107,2043,370780,SH,SOLE,370780,0,0,2017-03-31,2017Q1,BAILLIE GIFFORD & CO,0001088875
9,Aduro Biotechnology,COM,00739L101,1720,160000,SH,DFND,160000,0,0,2017-03-31,2017Q1,BAILLIE GIFFORD & CO,0001088875
10,Aduro Biotechnology,COM,00739L101,1397,130000,SH,SOLE,130000,0,0,2017-03-31,2017Q1,BAILLIE GIFFORD & CO,0001088875
11,Aerovironment,COM,008073108,3134,111810,SH,DFND,111810,0,0,2017-03-31,2017Q1,BAILLIE GIFFORD & CO,0001088875
12,Aerovironment,COM,008073108,4930,175900,SH,SOLE,175900,0,0,2017-03-31,2017Q1,BAILLIE GIFFORD & CO,0001088875
13,Albemarle Corp,COM,012653101,4030,38153,SH,DFND,38153,0,0,2017-03-31,2017Q1,BAILLIE GIFFORD & CO,0001088875
