,Name of Issuer,Title of Class,CUSIP,Value,SHRS OR SH,PRN AMT PRN,Investment Discretion,Voting Authority_Sole,Voting Authority_Shared,Voting Authority_None,Date,Period,Filing Manager,CIK
0,ALPHABET INC,CAP STK CL A,02079K305,266657,188045,SH,SOLE,188045,0,0,2020-06-30,2020Q2,Whale Rock Capital Management LLC,0001387322
1,ALTERYX INC,COM CL A,02156B103,218049,1327300,SH,SOLE,1327300,0,0,2020-06-30,2020Q2,Whale Rock Capital Management LLC,0001387322
2,AMAZON COM INC,COM,023135106,814075,295081,SH,SOLE,295081,0,0,2020-06-30,2020Q2,Whale Rock Capital Management LLC,0001387322
3,APPLE INC,COM,037833100,218828,599858,SH,SOLE,599858,0,0,2020-06-30,2020Q2,Whale Rock Capital Management LLC,0001387322
4,AVALARA INC,COM,05338G106,275270,2068302,SH,SOLE,2068302,0,0,2020-06-30,2020Q2,Whale Rock Capital Management LLC,0001387322
5,BILL COM HLDGS INC,COM,090043100,224514,2488792,SH,SOLE,2488792,0,0,2020-06-30,2020Q2,Whale Rock Capital Management LLC,0001387322
6,CARVANA CO,CL A,146869102,240549,2001242,SH,SOLE,2001242,0,0,2020-06-30,2020Q2,Whale Rock Capital Management LLC,0001387322
7,CERIDIAN HCM HLDG INC,COM,15677J108,222763,2810175,SH,SOLE,2810175,0,0,2020-06-30,2020Q2,Whale Rock Capital Management LLC,0001387322
8,CLOUDFLARE INC,CL A COM,18915M107,124245,3456057,SH,SOLE,3456057,0,0,2020-06-30,2020Q2,Whale Rock Capital Management LLC,0001387322
9,COUPA SOFTWARE INC,COM,22266L106,453193,1635838,SH,SOLE,1635838,0,0,2020-06-30,2020Q2,Whale Rock Capital Management LLC,0001387322
10,CREE INC,COM,225447101,192202,3247208,SH,SOLE,3247208,0,0,2020-06-30,2020Q2,Whale Rock Capital Management LLC,0001387322
11,CROWDSTRIKE HLDGS INC,CL A,22788C105,291588,2907446,SH,SOLE,2907446,0,0,2020-06-30,2020Q2,Whale Rock Capital Management LLC,0001387322
12,DATADOG INC,CL A COM,23804L103,471090,5417939,SH,SOLE,5417939,0,0,2020-06-30,2020Q2,Whale Rock Capital Management LLC,0001387322
13,DOCUSIGN INC,COM,256163106,541586,3144914,SH,SOLE,3144914,0,0,2020-06-30,2020Q2,Whale Rock Capital Management LLC,0001387322
14,DOCUSIGN INC,COM,256163106,1739,10100,SH,SOLE,0,0,0,2020-06-30,2020Q2,Whale Rock Capital Management LLC,0001387322
15,FACEBOOK INC,CL A,30303M102,322999,1422465,SH,SOLE,1422465,0,0,2020-06-30,2020Q2,Whale Rock Capital Management LLC,0001387322
16,FASTLY INC,CL A,31188V100,553105,6497182,SH,SOLE,6497182,0,0,2020-06-30,2020Q2,Whale Rock Capital Management LLC,0001387322
17,FIVE9 INC,COM,338307101,235663,2129424,SH,SOLE,2129424,0,0,2020-06-30,2020Q2,Whale Rock Capital Management LLC,0001387322
18,FORTINET INC,COM,34959E109,347376,2530603,SH,SOLE,2530603,0,0,2020-06-30,2020Q2,Whale Rock Capital Management LLC,0001387322
19,JD.COM INC,SPON ADR CL A,47215P106,314132,5219871,SH,SOLE,5219871,0,0,2020-06-30,2020Q2,Whale Rock Capital Management LLC,0001387322
20,LAM RESEARCH CORP,COM,512807108,178039,550421,SH,SOLE,550421,0,0,2020-06-30,2020Q2,Whale Rock Capital Management LLC,0001387322
21,MERCADOLIBRE INC,COM,58733R102,198424,201288,SH,SOLE,201288,0,0,2020-06-30,2020Q2,Whale Rock Capital Management LLC,0001387322
22,MICROSOFT CORP,COM,594918104,475062,2334341,SH,SOLE,2334341,0,0,2020-06-30,2020Q2,Whale Rock Capital Management LLC,0001387322
23,MONGODB INC,CL A,60937P106,267311,1181017,SH,SOLE,1181017,0,0,2020-06-30,2020Q2,Whale Rock Capital Management LLC,0001387322
24,MONOLITHIC PWR SYS INC,COM,609839105,187695,791961,SH,SOLE,791961,0,0,2020-06-30,2020Q2,Whale Rock Capital Management LLC,0001387322
25,NVIDIA CORPORATION,COM,67066G104,213240,561291,SH,SOLE,561291,0,0,2020-06-30,2020Q2,Whale Rock Capital Management LLC,0001387322
26,NXP SEMICONDUCTORS N V,COM,N6596X109,296143,2596834,SH,SOLE,2596834,0,0,2020-06-30,2020Q2,Whale Rock Capital Management LLC,0001387322
27,OKTA INC,CL A,679295105,408015,2037730,SH,SOLE,2037730,0,0,2020-06-30,2020Q2,Whale Rock Capital Management LLC,0001387322
28,PELOTON INTERACTIVE INC,CL A COM,70614W100,98373,1702836,SH,SOLE,1702836,0,0,2020-06-30,2020Q2,Whale Rock Capital Management LLC,0001387322
29,RINGCENTRAL INC,CL A,76680R206,97484,342036,SH,SOLE,342036,0,0,2020-06-30,2020Q2,Whale Rock Capital Management LLC,0001387322
30,SEA LTD,SPONSORED ADS,81141R100,196429,1831678,SH,SOLE,1831678,0,0,2020-06-30,2020Q2,Whale Rock Capital Management LLC,0001387322
31,SERVICENOW INC,COM,81762P102,114890,283636,SH,SOLE,283636,0,0,2020-06-30,2020Q2,Whale Rock Capital Management LLC,0001387322
32,SHOPIFY INC,CL A,82509L107,750072,790215,SH,SOLE,790215,0,0,2020-06-30,2020Q2,Whale Rock Capital Management LLC,0001387322
33,SMARTSHEET INC,COM CL A,83200N103,284614,5589435,SH,SOLE,5589435,0,0,2020-06-30,2020Q2,Whale Rock Capital Management LLC,0001387322
34,SQUARE INC,CL A,852234103,362439,3453772,SH,SOLE,3453772,0,0,2020-06-30,2020Q2,Whale Rock Capital Management LLC,0001387322
35,STONECO LTD,COM CL A,G85158106,148947,3842800,SH,SOLE,3842800,0,0,2020-06-30,2020Q2,Whale Rock Capital Management LLC,0001387322
36,TESLA INC,COM,88160R101,662247,613300,SH,SOLE,613300,0,0,2020-06-30,2020Q2,Whale Rock Capital Management LLC,0001387322
37,TWILIO INC,CL A,90138F102,204358,931356,SH,SOLE,931356,0,0,2020-06-30,2020Q2,Whale Rock Capital Management LLC,0001387322
38,VROOM INC,COM,92918V109,15746,302000,SH,SOLE,302000,0,0,2020-06-30,2020Q2,Whale Rock Capital Management LLC,0001387322
39,WAYFAIR INC,CL A,94419L101,267567,1354016,SH,SOLE,1354016,0,0,2020-06-30,2020Q2,Whale Rock Capital Management LLC,0001387322
40,ZENDESK INC,COM,98936J101,262703,2967388,SH,SOLE,2967388,0,0,2020-06-30,2020Q2,Whale Rock Capital Management LLC,0001387322
41,ZOOM VIDEO COMMUNICATIONS IN,CL A,98980L101,503755,1986887,SH,SOLE,1986887,0,0,2020-06-30,2020Q2,Whale Rock Capital Management LLC,0001387322
42,ZOOMINFO TECHNOLOGIES INC,COM CL A,98980F104,15462,302990,SH,SOLE,302990,0,0,2020-06-30,2020Q2,Whale Rock Capital Management LLC,0001387322
