,Name of Issuer,Title of Class,CUSIP,Value,SHRS OR SH,PRN AMT PRN,Investment Discretion,Voting Authority_Sole,Voting Authority_Shared,Voting Authority_None,Date,Period,Filing Manager,CIK
0,ALIBABA GROUP HLDG LTD,SPONSORED ADS,01609W102,612340,4345920,SH,SOLE,4345920,0,0,2017-06-30,2017Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
1,ALPHABET INC,CAP STK CL A,02079K305,33948,36516,SH,SOLE,36516,0,0,2017-06-30,2017Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
2,ALPHABET INC,CAP STK CL C,02079K107,32455,35715,SH,SOLE,35715,0,0,2017-06-30,2017Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
3,ALTICE USA INC,CL A,02156K103,37145,1150000,SH,SOLE,1150000,0,0,2017-06-30,2017Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
4,AMAZON COM INC,COM,023135106,1203108,1242880,SH,SOLE,1242880,0,0,2017-06-30,2017Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
5,AMERICAN TOWER CORP NEW,COM,03027X100,80054,605000,SH,SOLE,605000,0,0,2017-06-30,2017Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
6,APOLLO GLOBAL MGMT LLC,CL A SHS,037612306,869814,32885212,SH,SOLE,32885212,0,0,2017-06-30,2017Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
7,ARMSTRONG WORLD INDS INC NEW,COM,04247X102,81854,1779431,SH,SOLE,1779431,0,0,2017-06-30,2017Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
8,ATLASSIAN CORP PLC,CL A,G06242104,17590,500000,SH,SOLE,500000,0,0,2017-06-30,2017Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
9,BARCLAYS BK PLC,IPATH S&P500 VIX,06740Q252,15523,1216545,SH,SOLE,1216545,0,0,2017-06-30,2017Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
10,CHARTER COMMUNICATIONS INC N,CL A,16119P108,333721,990710,SH,SOLE,990710,0,0,2017-06-30,2017Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
11,CLOUDERA INC,COM,18914U100,801,50000,SH,SOLE,50000,0,0,2017-06-30,2017Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
12,COMCAST CORP NEW,CL A,20030N101,282170,7250000,SH,SOLE,7250000,0,0,2017-06-30,2017Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
13,DOMINOS PIZZA INC,COM,25754A201,423060,2000000,SH,SOLE,2000000,0,0,2017-06-30,2017Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
14,EHI CAR SVCS LTD,SPON ADS CL A,26853A100,83182,8334863,SH,SOLE,8334863,0,0,2017-06-30,2017Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
15,ETSY INC,COM,29786A106,118173,7878223,SH,SOLE,7878223,0,0,2017-06-30,2017Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
16,FACEBOOK INC,CL A,30303M102,80170,531000,SH,SOLE,531000,0,0,2017-06-30,2017Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
17,FARMLAND PARTNERS INC,COM,31154R109,398,44502,SH,SOLE,44502,0,0,2017-06-30,2017Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
18,FIAT CHRYSLER AUTOMOBILES N,SHS,N31738102,222557,20936700,SH,SOLE,20936700,0,0,2017-06-30,2017Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
19,FIREEYE INC,COM,31816Q101,3042,200000,SH,SOLE,200000,0,0,2017-06-30,2017Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
20,FITBIT INC,CL A,33812L102,2655,500000,SH,SOLE,500000,0,0,2017-06-30,2017Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
21,FLEETCOR TECHNOLOGIES INC,COM,339041105,328622,2278774,SH,SOLE,2278774,0,0,2017-06-30,2017Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
22,JD COM INC,SPON ADR CL A,47215P106,1714511,43715224,SH,SOLE,43715224,0,0,2017-06-30,2017Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
23,JUMEI INTL HLDG LTD,SPONSORED ADR,48138L107,5280,2479085,SH,SOLE,2479085,0,0,2017-06-30,2017Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
24,LENDINGCLUB CORP,COM,52603A109,1515,275000,SH,SOLE,275000,0,0,2017-06-30,2017Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
25,MASTERCARD INCORPORATED,CL A,57636Q104,127928,1053341,SH,SOLE,1053341,0,0,2017-06-30,2017Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
26,MICROSOFT CORP,COM,594918104,722903,10487500,SH,SOLE,10487500,0,0,2017-06-30,2017Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
27,NETSHOES CAYMAN LTD,COM,G6455X107,168718,8865903,SH,SOLE,8865903,0,0,2017-06-30,2017Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
28,NETFLIX INC,COM,64110L106,56238,376400,SH,SOLE,376400,0,0,2017-06-30,2017Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
29,NEW ORIENTAL ED & TECH GRP I,SPON ADR,647581107,158716,2251615,SH,SOLE,2251615,0,0,2017-06-30,2017Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
30,OKTA INC,CL A,679295105,1368,60000,SH,SOLE,60000,0,0,2017-06-30,2017Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
31,ON DECK CAP INC,COM,682163100,5291,1135316,SH,SOLE,1135316,0,0,2017-06-30,2017Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
32,PENNEY J C INC,COM,708160106,3953,850000,SH,SOLE,850000,0,0,2017-06-30,2017Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
33,PRICELINE GRP INC,COM NEW,741503403,111670,59700,SH,SOLE,59700,0,0,2017-06-30,2017Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
34,PRICELINE GRP INC,COM NEW,741503403,1947223,1041006,SH,SOLE,1041006,0,0,2017-06-30,2017Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
35,PURE STORAGE INC,CL A,74624M102,12810,1000000,SH,SOLE,1000000,0,0,2017-06-30,2017Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
36,RESTAURANT BRANDS INTL INC,COM,76131D103,115777,1851248,SH,SOLE,1851248,0,0,2017-06-30,2017Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
37,SHOPIFY INC,CL A,82509L107,6083,70000,SH,SOLE,70000,0,0,2017-06-30,2017Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
38,TAL ED GROUP,ADS REPSTG COM,874080104,200883,1642406,SH,SOLE,1642406,0,0,2017-06-30,2017Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
39,TELADOC INC,COM,87918A105,141999,4092192,SH,SOLE,4092192,0,0,2017-06-30,2017Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
40,TRANSDIGM GROUP INC,COM,893641100,1075480,4000000,SH,SOLE,4000000,0,0,2017-06-30,2017Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
41,VISA INC,COM CL A,92826C839,107097,1142000,SH,SOLE,1142000,0,0,2017-06-30,2017Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
42,ZTO EXPRESS CAYMAN INC,SPONSORED ADR,98980A105,13882,994400,SH,SOLE,994400,0,0,2017-06-30,2017Q2,TIGER GLOBAL MANAGEMENT LLC,0001167483
