,Name of Issuer,Title of Class,CUSIP,Value,SHRS OR SH,PRN AMT PRN,Investment Discretion,Voting Authority_Sole,Voting Authority_Shared,Voting Authority_None,Date,Period,Filing Manager,CIK
0,58 COM INC,SPON ADR REP A,31680Q104,9297,195069,SH,SOLE,195069,0,0,2016-09-30,2016Q3,TIGER GLOBAL MANAGEMENT LLC,0001167483
1,ALIBABA GROUP HLDG LTD,SPONSORED ADS,01609W102,568468,5373553,SH,SOLE,5373553,0,0,2016-09-30,2016Q3,TIGER GLOBAL MANAGEMENT LLC,0001167483
2,ALPHABET INC,CAP STK CL C,02079K107,220655,283877,SH,SOLE,283877,0,0,2016-09-30,2016Q3,TIGER GLOBAL MANAGEMENT LLC,0001167483
3,AMAZON COM INC,COM,023135106,1124129,1342548,SH,SOLE,1342548,0,0,2016-09-30,2016Q3,TIGER GLOBAL MANAGEMENT LLC,0001167483
4,AMERICAN FARMLAND CO,COM,02589Y100,473,60000,SH,SOLE,60000,0,0,2016-09-30,2016Q3,TIGER GLOBAL MANAGEMENT LLC,0001167483
5,APPLE INC,COM,037833100,407637,3605810,SH,SOLE,3605810,0,0,2016-09-30,2016Q3,TIGER GLOBAL MANAGEMENT LLC,0001167483
6,ARMSTRONG WORLD INDS INC NEW,COM,04247X102,35914,869159,SH,SOLE,869159,0,0,2016-09-30,2016Q3,TIGER GLOBAL MANAGEMENT LLC,0001167483
7,ATLASSIAN CORP PLC,CL A,G06242104,14985,500000,SH,SOLE,500000,0,0,2016-09-30,2016Q3,TIGER GLOBAL MANAGEMENT LLC,0001167483
8,CHARTER COMMUNICATIONS INC N,CL A,16119P108,895975,3318793,SH,SOLE,3318793,0,0,2016-09-30,2016Q3,TIGER GLOBAL MANAGEMENT LLC,0001167483
9,COMCAST CORP NEW,CL A,20030N101,174808,2635039,SH,SOLE,2635039,0,0,2016-09-30,2016Q3,TIGER GLOBAL MANAGEMENT LLC,0001167483
10,EHI CAR SVCS LTD,SPON ADS CL A,26853A100,85432,8334863,SH,SOLE,8334863,0,0,2016-09-30,2016Q3,TIGER GLOBAL MANAGEMENT LLC,0001167483
11,ETSY INC,COM,29786A106,147309,10315737,SH,SOLE,10315737,0,0,2016-09-30,2016Q3,TIGER GLOBAL MANAGEMENT LLC,0001167483
12,FIREEYE INC,COM,31816Q101,2946,200000,SH,SOLE,200000,0,0,2016-09-30,2016Q3,TIGER GLOBAL MANAGEMENT LLC,0001167483
13,FITBIT INC,CL A,33812L102,7420,500000,SH,SOLE,500000,0,0,2016-09-30,2016Q3,TIGER GLOBAL MANAGEMENT LLC,0001167483
14,FLEETCOR TECHNOLOGIES INC,COM,339041105,417829,2405049,SH,SOLE,2405049,0,0,2016-09-30,2016Q3,TIGER GLOBAL MANAGEMENT LLC,0001167483
15,JD COM INC,SPON ADR CL A,47215P106,873070,33463775,SH,SOLE,33463775,0,0,2016-09-30,2016Q3,TIGER GLOBAL MANAGEMENT LLC,0001167483
16,JUMEI INTL HLDG LTD,SPONSORED ADR,48138L107,3123,533834,SH,SOLE,533834,0,0,2016-09-30,2016Q3,TIGER GLOBAL MANAGEMENT LLC,0001167483
17,LENDINGCLUB CORP,COM,52603A109,1700,275000,SH,SOLE,275000,0,0,2016-09-30,2016Q3,TIGER GLOBAL MANAGEMENT LLC,0001167483
18,MASTERCARD INCORPORATED,CL A,57636Q104,193815,1904444,SH,SOLE,1904444,0,0,2016-09-30,2016Q3,TIGER GLOBAL MANAGEMENT LLC,0001167483
19,ON DECK CAP INC,COM,682163100,21830,3829872,SH,SOLE,3829872,0,0,2016-09-30,2016Q3,TIGER GLOBAL MANAGEMENT LLC,0001167483
20,PRICELINE GRP INC,COM NEW,741503403,110215,74900,SH,SOLE,74900,0,0,2016-09-30,2016Q3,TIGER GLOBAL MANAGEMENT LLC,0001167483
21,PRICELINE GRP INC,COM NEW,741503403,1354755,920669,SH,SOLE,920669,0,0,2016-09-30,2016Q3,TIGER GLOBAL MANAGEMENT LLC,0001167483
22,PURE STORAGE INC,CL A,74624M102,13550,1000000,SH,SOLE,1000000,0,0,2016-09-30,2016Q3,TIGER GLOBAL MANAGEMENT LLC,0001167483
23,RESTAURANT BRANDS INTL INC,COM,76131D103,95750,2147815,SH,SOLE,2147815,0,0,2016-09-30,2016Q3,TIGER GLOBAL MANAGEMENT LLC,0001167483
24,SHOPIFY INC,CL A,82509L107,3004,70000,SH,SOLE,70000,0,0,2016-09-30,2016Q3,TIGER GLOBAL MANAGEMENT LLC,0001167483
25,VIPSHOP HLDGS LTD,SPONSORED ADR,92763W103,107099,7300568,SH,SOLE,7300568,0,0,2016-09-30,2016Q3,TIGER GLOBAL MANAGEMENT LLC,0001167483
26,VISA INC,COM CL A,92826C839,49603,599800,SH,SOLE,599800,0,0,2016-09-30,2016Q3,TIGER GLOBAL MANAGEMENT LLC,0001167483
