,Name of Issuer,Title of Class,CUSIP,Value,SHRS OR SH,PRN AMT PRN,Investment Discretion,Voting Authority_Sole,Voting Authority_Shared,Voting Authority_None,Date,Period,Filing Manager,CIK
0,2U INC,Common Stock,90214J101,38590,459243,SH,OTR,360578,9760,88905,2018-03-31,2018Q1,ARK Investment Management LLC,0001697748
1,3D SYSTEMS CORP,Common Stock,88554D205,3226,278302,SH,SOLE,278302,0,0,2018-03-31,2018Q1,ARK Investment Management LLC,0001697748
2,ADOBE SYSTEMS INC,Common Stock,00724F101,7725,35752,SH,SOLE,35752,0,0,2018-03-31,2018Q1,ARK Investment Management LLC,0001697748
3,AERONAUTICS LTD,Common Stock,M0R84M115,358,136746,SH,SOLE,136746,0,0,2018-03-31,2018Q1,ARK Investment Management LLC,0001697748
4,AEROVIRONMENT INC,Common Stock,008073108,7920,174036,SH,OTR,66173,0,107863,2018-03-31,2018Q1,ARK Investment Management LLC,0001697748
5,ALBEMARLE CORP,Common Stock,012653101,1650,17794,SH,SOLE,17794,0,0,2018-03-31,2018Q1,ARK Investment Management LLC,0001697748
6,ALIBABA GROUP HOLDING-SP ADR,ADR,01609W102,26868,146385,SH,OTR,107424,5211,33750,2018-03-31,2018Q1,ARK Investment Management LLC,0001697748
7,ALIGN TECHNOLOGY INC,Common Stock,016255101,4541,18084,SH,SOLE,18084,0,0,2018-03-31,2018Q1,ARK Investment Management LLC,0001697748
8,ALLEGHENY TECHNOLOGIES INC,Common Stock,01741R102,74,3145,SH,SOLE,3145,0,0,2018-03-31,2018Q1,ARK Investment Management LLC,0001697748
9,ALNYLAM PHARMACEUTICALS INC,Common Stock,02043Q107,1323,11112,SH,SOLE,11112,0,0,2018-03-31,2018Q1,ARK Investment Management LLC,0001697748
10,ALPHABET INC-CL C,Common Stock,02079K107,14455,14010,SH,OTR,9758,0,4252,2018-03-31,2018Q1,ARK Investment Management LLC,0001697748
