,Name of Issuer,Title of Class,CUSIP,Value,SHRS OR SH,PRN AMT PRN,Investment Discretion,Voting Authority_Sole,Voting Authority_Shared,Voting Authority_None,Date,Period,Filing Manager,CIK
0,ALIBABA GROUP HLDG LTD,SPONSORED ADS,01609W102,63491,294350,SH,SOLE,294350,0,0,2020-06-30,2020Q2,"Altimeter Capital Management, LP",0001541617
1,AMAZON COM INC,COM,023135106,35437,12845,SH,SOLE,12845,0,0,2020-06-30,2020Q2,"Altimeter Capital Management, LP",0001541617
2,ANGI HOMESERVICES INC,COM CL A,00183L102,10814,890000,SH,SOLE,890000,0,0,2020-06-30,2020Q2,"Altimeter Capital Management, LP",0001541617
3,BOOKING HLDGS INC,COM,09857L108,217198,136402,SH,SOLE,136402,0,0,2020-06-30,2020Q2,"Altimeter Capital Management, LP",0001541617
4,CROWDSTRIKE HLDS INC,CL A,22788C105,87252,870000,SH,SOLE,870000,0,0,2020-06-30,2020Q2,"Altimeter Capital Management, LP",0001541617
5,DATADOG INC,CL A COM,23804L103,26085,300000,SH,SOLE,300000,0,0,2020-06-30,2020Q2,"Altimeter Capital Management, LP",0001541617
6,DYNATRACE INC,COM,268150109,44660,1100000,SH,SOLE,1100000,0,0,2020-06-30,2020Q2,"Altimeter Capital Management, LP",0001541617
7,EXPEDIA GROUP INC,COM NEW,30212P303,437240,5319216,SH,SOLE,5319216,0,0,2020-06-30,2020Q2,"Altimeter Capital Management, LP",0001541617
8,FACEBOOK INC,CL A,30303M102,852285,3753400,SH,SOLE,3753400,0,0,2020-06-30,2020Q2,"Altimeter Capital Management, LP",0001541617
9,FARFETCH LTD,ORD SH CL A,30744W107,65270,3779409,SH,SOLE,3779409,0,0,2020-06-30,2020Q2,"Altimeter Capital Management, LP",0001541617
10,MICROSOFT CORP,COM,594918104,223278,1097135,SH,SOLE,1097135,0,0,2020-06-30,2020Q2,"Altimeter Capital Management, LP",0001541617
11,MONGODB INC,CL A,60937P106,102306,452000,SH,SOLE,452000,0,0,2020-06-30,2020Q2,"Altimeter Capital Management, LP",0001541617
12,OKTA INC,CL A,679295105,50058,250000,SH,SOLE,250000,0,0,2020-06-30,2020Q2,"Altimeter Capital Management, LP",0001541617
13,PINDUODUO INC,SPONSORED ADS,722304102,745950,8690000,SH,SOLE,8690000,0,0,2020-06-30,2020Q2,"Altimeter Capital Management, LP",0001541617
14,RANPAK HOLDINGS CORP,COM CL A,75321W103,7440,1000000,SH,SOLE,1000000,0,0,2020-06-30,2020Q2,"Altimeter Capital Management, LP",0001541617
15,SALESFORCE.COM INC,COM,79466L302,590806,3153823,SH,SOLE,3153823,0,0,2020-06-30,2020Q2,"Altimeter Capital Management, LP",0001541617
16,SEA LTD,SPONSORED ADS,81141R100,23915,223000,SH,SOLE,223000,0,0,2020-06-30,2020Q2,"Altimeter Capital Management, LP",0001541617
17,STITCH FIX INC,COM CL A,860897107,6235,250000,SH,SOLE,250000,0,0,2020-06-30,2020Q2,"Altimeter Capital Management, LP",0001541617
18,TRIVAGO NV,SPON ADS A SHS,89686D105,10422,5290428,SH,SOLE,5290428,0,0,2020-06-30,2020Q2,"Altimeter Capital Management, LP",0001541617
19,UBER TECHNOLOGIES INC,COM,90353T100,898554,28911000,SH,SOLE,28911000,0,0,2020-06-30,2020Q2,"Altimeter Capital Management, LP",0001541617
20,UNITED AIRLINES HLDGS INC,COM,910047109,166241,4803279,SH,SOLE,4803279,0,0,2020-06-30,2020Q2,"Altimeter Capital Management, LP",0001541617
21,VROOM INC,COM,92918V109,41675,799281,SH,SOLE,799281,0,0,2020-06-30,2020Q2,"Altimeter Capital Management, LP",0001541617
22,ZOOM VIDEO COMMUNICATIONS,CL A,98980L101,20283,80000,SH,SOLE,80000,0,0,2020-06-30,2020Q2,"Altimeter Capital Management, LP",0001541617
