,Name of Issuer,Title of Class,CUSIP,Value,SHRS OR SH,PRN AMT PRN,Investment Discretion,Voting Authority_Sole,Voting Authority_Shared,Voting Authority_None,Date,Period,Filing Manager,CIK
0,AMAZON COM INC,COM,023135106,51788,129862,SH,SOLE,129862,0,0,2013-12-31,2013Q4,Whale Rock Capital Management LLC,0001387322
1,ASML HOLDING N V,N Y REGISTRY SHS,N07059210,13844,147749,SH,SOLE,147749,0,0,2013-12-31,2013Q4,Whale Rock Capital Management LLC,0001387322
2,CBS CORP NEW,CL B,124857202,11101,174164,SH,SOLE,174164,0,0,2013-12-31,2013Q4,Whale Rock Capital Management LLC,0001387322
3,EPAM SYS INC,COM,29414B104,8326,238289,SH,SOLE,238289,0,0,2013-12-31,2013Q4,Whale Rock Capital Management LLC,0001387322
4,GOOGLE INC,CL A,38259P508,42519,37939,SH,SOLE,37939,0,0,2013-12-31,2013Q4,Whale Rock Capital Management LLC,0001387322
5,HIMAX TECHNOLOGIES INC,SPONSORED ADR,43289P106,16932,1151032,SH,SOLE,1151032,0,0,2013-12-31,2013Q4,Whale Rock Capital Management LLC,0001387322
6,IAC INTERACTIVECORP,COM PAR $.001,44919P508,11832,172249,SH,SOLE,172249,0,0,2013-12-31,2013Q4,Whale Rock Capital Management LLC,0001387322
7,INTERNATIONAL BUSINESS MACHS,PUT,459200951,34851,185800,SH,SOLE,185800,0,0,2013-12-31,2013Q4,Whale Rock Capital Management LLC,0001387322
8,MASTERCARD INC,CL A,57636Q104,12052,14425,SH,SOLE,14425,0,0,2013-12-31,2013Q4,Whale Rock Capital Management LLC,0001387322
9,MEDIDATA SOLUTIONS INC,COM,58471A105,11094,183152,SH,SOLE,183152,0,0,2013-12-31,2013Q4,Whale Rock Capital Management LLC,0001387322
10,MELCO CROWN ENTMT LTD,ADR,585464100,24820,632853,SH,SOLE,632853,0,0,2013-12-31,2013Q4,Whale Rock Capital Management LLC,0001387322
11,NETFLIX INC,COM,64110L106,23043,62587,SH,SOLE,62587,0,0,2013-12-31,2013Q4,Whale Rock Capital Management LLC,0001387322
12,PANDORA MEDIA INC,COM,698354107,27035,1016362,SH,SOLE,1016362,0,0,2013-12-31,2013Q4,Whale Rock Capital Management LLC,0001387322
13,PRICELINE COM INC,COM NEW,741503403,35039,30144,SH,SOLE,30144,0,0,2013-12-31,2013Q4,Whale Rock Capital Management LLC,0001387322
14,QIHOO 360 TECHNOLOGY CO LTD,ADS,74734M109,54878,668840,SH,SOLE,668840,0,0,2013-12-31,2013Q4,Whale Rock Capital Management LLC,0001387322
15,SPLUNK INC,COM,848637104,15775,229726,SH,SOLE,229726,0,0,2013-12-31,2013Q4,Whale Rock Capital Management LLC,0001387322
16,STARWOOD HOTELS&amp;RESORTS WRLD,PUT,85590A951,30620,385400,SH,SOLE,385400,0,0,2013-12-31,2013Q4,Whale Rock Capital Management LLC,0001387322
17,TIME WARNER INC,COM NEW,887317303,13647,195739,SH,SOLE,195739,0,0,2013-12-31,2013Q4,Whale Rock Capital Management LLC,0001387322
18,TRIPADVISOR INC,COM,896945201,27244,328920,SH,SOLE,328920,0,0,2013-12-31,2013Q4,Whale Rock Capital Management LLC,0001387322
19,TWENTY FIRST CENTY FOX INC,CL A,90130A101,2133,60635,SH,SOLE,60635,0,0,2013-12-31,2013Q4,Whale Rock Capital Management LLC,0001387322
20,TWENTY FIRST CENTY FOX INC,CL B,90130A200,20205,583969,SH,SOLE,583969,0,0,2013-12-31,2013Q4,Whale Rock Capital Management LLC,0001387322
21,VIPSHOP HLDGS LTD,SPONSORED ADR,92763W103,23370,279283,SH,SOLE,279283,0,0,2013-12-31,2013Q4,Whale Rock Capital Management LLC,0001387322
22,WORKDAY INC,CL A,98138H101,25869,311078,SH,SOLE,311078,0,0,2013-12-31,2013Q4,Whale Rock Capital Management LLC,0001387322
23,YAHOO INC,COM,984332106,70973,1755028,SH,SOLE,1755028,0,0,2013-12-31,2013Q4,Whale Rock Capital Management LLC,0001387322
24,YELP INC,CL A,985817105,24552,356080,SH,SOLE,356080,0,0,2013-12-31,2013Q4,Whale Rock Capital Management LLC,0001387322
