,Name of Issuer,Title of Class,CUSIP,Value,SHRS OR SH,PRN AMT PRN,Investment Discretion,Voting Authority_Sole,Voting Authority_Shared,Voting Authority_None,Date,Period,Filing Manager,CIK
0,8X8 INC NEW,COM,282914100,68607,4950000,SH,SOLE,4950000,0,0,2020-03-31,2020Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
1,ADOBE INC,COM,00724F101,53783,169000,SH,SOLE,169000,0,0,2020-03-31,2020Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
2,ALIBABA GROUP HLDG LTD,SPONSORED ADS,01609W102,873538,4491662,SH,SOLE,4491662,0,0,2020-03-31,2020Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
3,ALPHABET INC,CAP STK CL A,02079K305,35439,30500,SH,SOLE,30500,0,0,2020-03-31,2020Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
4,AMAZON COM INC,COM,023135106,1076869,552320,SH,SOLE,552320,0,0,2020-03-31,2020Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
5,ANAPLAN INC,COM,03272L108,205795,6800903,SH,SOLE,6800903,0,0,2020-03-31,2020Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
6,APOLLO GLOBAL MGMT INC,COM CL A,03768E105,1136102,33913500,SH,SOLE,33913500,0,0,2020-03-31,2020Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
7,ATHENE HLDG LTD,CL A,G0684D107,185272,7464626,SH,SOLE,7464626,0,0,2020-03-31,2020Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
8,ATLASSIAN CORP PLC,CL A,G06242104,207263,1510000,SH,SOLE,1510000,0,0,2020-03-31,2020Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
9,AVALARA INC,COM,05338G106,7460,100000,SH,SOLE,100000,0,0,2020-03-31,2020Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
10,BILIBILI INC,SPONS ADS REP Z,090040106,2342,100000,SH,SOLE,100000,0,0,2020-03-31,2020Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
11,BILL COM HLDGS INC,COM,090043100,2736,80000,SH,SOLE,80000,0,0,2020-03-31,2020Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
12,CARDLYTICS INC,COM,14161W105,4368,124940,SH,SOLE,124940,0,0,2020-03-31,2020Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
13,CARVANA CO,CL A,146869102,331251,6012907,SH,SOLE,6012907,0,0,2020-03-31,2020Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
14,CERIDIAN HCM HLDG INC,COM,15677J108,8512,170000,SH,SOLE,170000,0,0,2020-03-31,2020Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
15,CHEWY INC,CL A,16679L109,29992,800000,SH,SOLE,800000,0,0,2020-03-31,2020Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
16,CLOUDFLARE INC,CL A COM,18915M107,4109,175000,SH,SOLE,175000,0,0,2020-03-31,2020Q1,TIGER GLOBAL MANAGEMENT LLC,0001167483
