,Name of Issuer,Title of Class,CUSIP,Value,SHRS OR SH,PRN AMT PRN,Investment Discretion,Voting Authority_Sole,Voting Authority_Shared,Voting Authority_None,Date,Period,Filing Manager,CIK
0,ALLERGAN PLC,SHS,G0177J108,280589,1218309,SH,SOLE,1218309,0,0,2016-09-30,2016Q3,APPALOOSA LP,0001656456
1,ALLSTATE CORP,COM,020002101,215829,3119823,SH,SOLE,3119823,0,0,2016-09-30,2016Q3,APPALOOSA LP,0001656456
2,ALPHABET INC,CAP STK CL C,02079K107,366881,472000,SH,SOLE,472000,0,0,2016-09-30,2016Q3,APPALOOSA LP,0001656456
3,ALPS ETF TR,ALERIAN MLP,00162Q866,60461,4764435,SH,SOLE,4764435,0,0,2016-09-30,2016Q3,APPALOOSA LP,0001656456
4,APPLE INC,COM,037833100,90440,800000,SH,SOLE,800000,0,0,2016-09-30,2016Q3,APPALOOSA LP,0001656456
5,ATLANTICA YIELD PLC,SHS,G0751N103,114183,6006471,SH,SOLE,6006471,0,0,2016-09-30,2016Q3,APPALOOSA LP,0001656456
6,BANK AMER CORP,COM,060505104,64717,4135303,SH,SOLE,4135303,0,0,2016-09-30,2016Q3,APPALOOSA LP,0001656456
7,CITIGROUP INC,COM NEW,172967424,4723,100000,SH,SOLE,100000,0,0,2016-09-30,2016Q3,APPALOOSA LP,0001656456
8,CITIZENS FINL GROUP INC,COM,174610105,63755,2580137,SH,SOLE,2580137,0,0,2016-09-30,2016Q3,APPALOOSA LP,0001656456
9,DELL TECHNOLOGIES INC,COM CL V,24703L103,15774,330000,SH,SOLE,330000,0,0,2016-09-30,2016Q3,APPALOOSA LP,0001656456
10,DELTA AIR LINES INC DEL,COM NEW,247361702,18946,481350,SH,SOLE,481350,0,0,2016-09-30,2016Q3,APPALOOSA LP,0001656456
11,ENERGY TRANSFER PRTNRS L P,UNIT LTD PARTN,29273R109,429779,11615657,SH,SOLE,11615657,0,0,2016-09-30,2016Q3,APPALOOSA LP,0001656456
12,FACEBOOK INC,CL A,30303M102,190431,1484608,SH,SOLE,1484608,0,0,2016-09-30,2016Q3,APPALOOSA LP,0001656456
13,GENERAL MTRS CO,*W EXP 07/10/201,37045V126,2653,190011,SH,SOLE,190011,0,0,2016-09-30,2016Q3,APPALOOSA LP,0001656456
14,GENERAL MTRS CO,COM,37045V100,3013,94826,SH,SOLE,94826,0,0,2016-09-30,2016Q3,APPALOOSA LP,0001656456
15,GOODYEAR TIRE & RUBR CO,COM,382550101,27748,859076,SH,SOLE,859076,0,0,2016-09-30,2016Q3,APPALOOSA LP,0001656456
16,HAIN CELESTIAL GROUP INC,COM,405217100,45376,1275331,SH,SOLE,1275331,0,0,2016-09-30,2016Q3,APPALOOSA LP,0001656456
17,HCA HOLDINGS INC,COM,40412C101,93550,1236940,SH,SOLE,1236940,0,0,2016-09-30,2016Q3,APPALOOSA LP,0001656456
18,HD SUPPLY HLDGS INC,COM,40416M105,90237,2821662,SH,SOLE,2821662,0,0,2016-09-30,2016Q3,APPALOOSA LP,0001656456
19,HUNTSMAN CORP,COM,447011107,103238,6345318,SH,SOLE,6345318,0,0,2016-09-30,2016Q3,APPALOOSA LP,0001656456
20,KAYNE ANDERSON MLP INVT CO,COM,486606106,16116,781173,SH,SOLE,781173,0,0,2016-09-30,2016Q3,APPALOOSA LP,0001656456
21,KINDER MORGAN INC DEL,*W EXP 05/25/201,49456B119,12,793836,SH,SOLE,793836,0,0,2016-09-30,2016Q3,APPALOOSA LP,0001656456
22,KINDER MORGAN INC DEL,COM,49456B101,84425,3650000,SH,SOLE,3650000,0,0,2016-09-30,2016Q3,APPALOOSA LP,0001656456
23,MOHAWK INDS INC,COM,608190104,115807,578051,SH,SOLE,578051,0,0,2016-09-30,2016Q3,APPALOOSA LP,0001656456
24,NXP SEMICONDUCTORS N V,COM,N6596X109,3162,30999,SH,SOLE,30999,0,0,2016-09-30,2016Q3,APPALOOSA LP,0001656456
25,OWENS CORNING NEW,COM,690742101,157608,2952007,SH,SOLE,2952007,0,0,2016-09-30,2016Q3,APPALOOSA LP,0001656456
26,PNC FINL SVCS GROUP INC,COM,693475105,55175,612445,SH,SOLE,612445,0,0,2016-09-30,2016Q3,APPALOOSA LP,0001656456
27,QUALCOMM INC,COM,747525103,61650,900000,SH,SOLE,900000,0,0,2016-09-30,2016Q3,APPALOOSA LP,0001656456
28,SOUTHWEST AIRLS CO,COM,844741108,22433,576838,SH,SOLE,576838,0,0,2016-09-30,2016Q3,APPALOOSA LP,0001656456
29,SPDR S&P 500 ETF TR,TR UNIT,78462F103,4943,22854,SH,SOLE,22854,0,0,2016-09-30,2016Q3,APPALOOSA LP,0001656456
30,SPDR S&P 500 ETF TR,TR UNIT,78462F103,540750,2500000,SH,SOLE,2500000,0,0,2016-09-30,2016Q3,APPALOOSA LP,0001656456
31,SYNCHRONY FINL,COM,87165B103,116611,4164671,SH,SOLE,4164671,0,0,2016-09-30,2016Q3,APPALOOSA LP,0001656456
32,TEMPUR SEALY INTL INC,COM,88023U101,67370,1187347,SH,SOLE,1187347,0,0,2016-09-30,2016Q3,APPALOOSA LP,0001656456
