,Name of Issuer,Title of Class,CUSIP,Value,SHRS OR SH,PRN AMT PRN,Investment Discretion,Voting Authority_Sole,Voting Authority_Shared,Voting Authority_None,Date,Period,Filing Manager,CIK
0,ALIBABA GROUP HLDG LTD,SPONSORED ADS,01609W102,463972,5283823,SH,SOLE,5283823,0,0,2016-12-31,2016Q4,TIGER GLOBAL MANAGEMENT LLC,0001167483
1,ALPHABET INC,CAP STK CL A,02079K305,147475,186100,SH,SOLE,186100,0,0,2016-12-31,2016Q4,TIGER GLOBAL MANAGEMENT LLC,0001167483
2,ALPHABET INC,CAP STK CL C,02079K107,147032,190500,SH,SOLE,190500,0,0,2016-12-31,2016Q4,TIGER GLOBAL MANAGEMENT LLC,0001167483
3,AMAZON COM INC,COM,023135106,1036267,1381929,SH,SOLE,1381929,0,0,2016-12-31,2016Q4,TIGER GLOBAL MANAGEMENT LLC,0001167483
4,AMERICAN FARMLAND CO,COM,02589Y100,478,60000,SH,SOLE,60000,0,0,2016-12-31,2016Q4,TIGER GLOBAL MANAGEMENT LLC,0001167483
5,ARMSTRONG WORLD INDS INC NEW,COM,04247X102,63954,1530000,SH,SOLE,1530000,0,0,2016-12-31,2016Q4,TIGER GLOBAL MANAGEMENT LLC,0001167483
6,ATLASSIAN CORP PLC,CL A,G06242104,12040,500000,SH,SOLE,500000,0,0,2016-12-31,2016Q4,TIGER GLOBAL MANAGEMENT LLC,0001167483
7,CHARTER COMMUNICATIONS INC N,CL A,16119P108,669990,2327000,SH,SOLE,2327000,0,0,2016-12-31,2016Q4,TIGER GLOBAL MANAGEMENT LLC,0001167483
8,COMCAST CORP NEW,CL A,20030N101,179530,2600000,SH,SOLE,2600000,0,0,2016-12-31,2016Q4,TIGER GLOBAL MANAGEMENT LLC,0001167483
9,DOMINOS PIZZA INC,COM,25754A201,97501,612289,SH,SOLE,612289,0,0,2016-12-31,2016Q4,TIGER GLOBAL MANAGEMENT LLC,0001167483
10,EHI CAR SVCS LTD,SPON ADS CL A,26853A100,75514,8334863,SH,SOLE,8334863,0,0,2016-12-31,2016Q4,TIGER GLOBAL MANAGEMENT LLC,0001167483
11,ETSY INC,COM,29786A106,102948,8739254,SH,SOLE,8739254,0,0,2016-12-31,2016Q4,TIGER GLOBAL MANAGEMENT LLC,0001167483
12,FACEBOOK INC,CL A,30303M102,42200,366800,SH,SOLE,366800,0,0,2016-12-31,2016Q4,TIGER GLOBAL MANAGEMENT LLC,0001167483
13,FIAT CHRYSLER AUTOMOBILES N,SHS,N31738102,480990,52740079,SH,SOLE,52740079,0,0,2016-12-31,2016Q4,TIGER GLOBAL MANAGEMENT LLC,0001167483
14,FIREEYE INC,COM,31816Q101,2380,200000,SH,SOLE,200000,0,0,2016-12-31,2016Q4,TIGER GLOBAL MANAGEMENT LLC,0001167483
15,FITBIT INC,CL A,33812L102,3660,500000,SH,SOLE,500000,0,0,2016-12-31,2016Q4,TIGER GLOBAL MANAGEMENT LLC,0001167483
16,FLEETCOR TECHNOLOGIES INC,COM,339041105,413373,2920953,SH,SOLE,2920953,0,0,2016-12-31,2016Q4,TIGER GLOBAL MANAGEMENT LLC,0001167483
