,Name of Issuer,Title of Class,CUSIP,Value,SHRS OR SH,PRN AMT PRN,Investment Discretion,Voting Authority_Sole,Voting Authority_Shared,Voting Authority_None,Date,Period,Filing Manager,CIK
0,3M CO,COM,88579Y101,7071,42436,SH,SOLE,42436,0,0,2016-03-31,2016Q1,"Bridgewater Associates, LP",0001350694
1,ABBOTT LABS,COM,002824100,477,11400,SH,SOLE,11400,0,0,2016-03-31,2016Q1,"Bridgewater Associates, LP",0001350694
2,ACTIVISION BLIZZARD INC,COM,00507V109,3956,116913,SH,SOLE,116913,0,0,2016-03-31,2016Q1,"Bridgewater Associates, LP",0001350694
3,ADOBE SYS INC,COM,00724F101,13909,148279,SH,SOLE,148279,0,0,2016-03-31,2016Q1,"Bridgewater Associates, LP",0001350694
4,AGNICO EAGLE MINES LTD,COM,008474108,9218,254927,SH,SOLE,254927,0,0,2016-03-31,2016Q1,"Bridgewater Associates, LP",0001350694
5,AGRIUM INC,COM,008916108,9545,108106,SH,SOLE,108106,0,0,2016-03-31,2016Q1,"Bridgewater Associates, LP",0001350694
6,AKAMAI TECHNOLOGIES INC,COM,00971T101,8126,146236,SH,SOLE,146236,0,0,2016-03-31,2016Q1,"Bridgewater Associates, LP",0001350694
7,ALLIANCE DATA SYSTEMS CORP,COM,018581108,23796,108164,SH,SOLE,108164,0,0,2016-03-31,2016Q1,"Bridgewater Associates, LP",0001350694
8,ALLSTATE CORP,COM,020002101,424,6300,SH,SOLE,6300,0,0,2016-03-31,2016Q1,"Bridgewater Associates, LP",0001350694
9,ALPHABET INC,CAP STK CL A,02079K305,8335,10926,SH,SOLE,10926,0,0,2016-03-31,2016Q1,"Bridgewater Associates, LP",0001350694
10,ALTRIA GROUP INC,COM,02209S103,1021,16300,SH,SOLE,16300,0,0,2016-03-31,2016Q1,"Bridgewater Associates, LP",0001350694
11,AMC NETWORKS INC,CL A,00164V103,411,6333,SH,SOLE,6333,0,0,2016-03-31,2016Q1,"Bridgewater Associates, LP",0001350694
12,AMERICAN EXPRESS CO,COM,025816109,6871,111908,SH,SOLE,111908,0,0,2016-03-31,2016Q1,"Bridgewater Associates, LP",0001350694
13,AMERICAN TOWER CORP NEW,COM,03027X100,6295,61488,SH,SOLE,61488,0,0,2016-03-31,2016Q1,"Bridgewater Associates, LP",0001350694
14,AMERISOURCEBERGEN CORP,COM,03073E105,21118,243992,SH,SOLE,243992,0,0,2016-03-31,2016Q1,"Bridgewater Associates, LP",0001350694
15,ANADARKO PETE CORP,COM,032511107,7609,163380,SH,SOLE,163380,0,0,2016-03-31,2016Q1,"Bridgewater Associates, LP",0001350694
16,ANALOG DEVICES INC,COM,032654105,3171,53581,SH,SOLE,53581,0,0,2016-03-31,2016Q1,"Bridgewater Associates, LP",0001350694
17,ANGLOGOLD ASHANTI LTD,SPONSORED ADR,035128206,4635,338578,SH,SOLE,338578,0,0,2016-03-31,2016Q1,"Bridgewater Associates, LP",0001350694
18,ANNALY CAP MGMT INC,COM,035710409,828,80700,SH,SOLE,80700,0,0,2016-03-31,2016Q1,"Bridgewater Associates, LP",0001350694
19,ANTHEM INC,COM,036752103,2627,18900,SH,SOLE,18900,0,0,2016-03-31,2016Q1,"Bridgewater Associates, LP",0001350694
20,APACHE CORP,COM,037411105,5911,121100,SH,SOLE,121100,0,0,2016-03-31,2016Q1,"Bridgewater Associates, LP",0001350694
21,APPLE INC,COM,037833100,11553,106000,SH,SOLE,106000,0,0,2016-03-31,2016Q1,"Bridgewater Associates, LP",0001350694
22,APPLIED MATLS INC,COM,038222105,7055,333083,SH,SOLE,333083,0,0,2016-03-31,2016Q1,"Bridgewater Associates, LP",0001350694
23,AT&T INC,COM,00206R102,13782,351847,SH,SOLE,351847,0,0,2016-03-31,2016Q1,"Bridgewater Associates, LP",0001350694
24,AUTOZONE INC,COM,053332102,6348,7968,SH,SOLE,7968,0,0,2016-03-31,2016Q1,"Bridgewater Associates, LP",0001350694
25,BARD C R INC,COM,067383109,4725,23315,SH,SOLE,23315,0,0,2016-03-31,2016Q1,"Bridgewater Associates, LP",0001350694
26,BARRICK GOLD CORP,COM,067901108,16420,1209103,SH,SOLE,1209103,0,0,2016-03-31,2016Q1,"Bridgewater Associates, LP",0001350694
27,BECTON DICKINSON & CO,COM,075887109,1660,10937,SH,SOLE,10937,0,0,2016-03-31,2016Q1,"Bridgewater Associates, LP",0001350694
28,BED BATH & BEYOND INC,COM,075896100,22935,462035,SH,SOLE,462035,0,0,2016-03-31,2016Q1,"Bridgewater Associates, LP",0001350694
29,BHP BILLITON LTD,SPONSORED ADR,088606108,14362,554511,SH,SOLE,554511,0,0,2016-03-31,2016Q1,"Bridgewater Associates, LP",0001350694
30,BIOGEN INC,COM,09062X103,6015,23106,SH,SOLE,23106,0,0,2016-03-31,2016Q1,"Bridgewater Associates, LP",0001350694
31,BOEING CO,COM,097023105,4907,38656,SH,SOLE,38656,0,0,2016-03-31,2016Q1,"Bridgewater Associates, LP",0001350694
32,BORGWARNER INC,COM,099724106,3586,93395,SH,SOLE,93395,0,0,2016-03-31,2016Q1,"Bridgewater Associates, LP",0001350694
33,BOSTON PROPERTIES INC,COM,101121101,1087,8557,SH,SOLE,8557,0,0,2016-03-31,2016Q1,"Bridgewater Associates, LP",0001350694
34,BOSTON SCIENTIFIC CORP,COM,101137107,681,36184,SH,SOLE,36184,0,0,2016-03-31,2016Q1,"Bridgewater Associates, LP",0001350694
35,BP PLC,SPONSORED ADR,055622104,14188,470100,SH,SOLE,470100,0,0,2016-03-31,2016Q1,"Bridgewater Associates, LP",0001350694
36,BRISTOL MYERS SQUIBB CO,COM,110122108,5548,86845,SH,SOLE,86845,0,0,2016-03-31,2016Q1,"Bridgewater Associates, LP",0001350694
37,C H ROBINSON WORLDWIDE INC,COM NEW,12541W209,3389,45656,SH,SOLE,45656,0,0,2016-03-31,2016Q1,"Bridgewater Associates, LP",0001350694
38,CABOT OIL & GAS CORP,COM,127097103,3372,148500,SH,SOLE,148500,0,0,2016-03-31,2016Q1,"Bridgewater Associates, LP",0001350694
39,CAMECO CORP,COM,13321L108,1619,125600,SH,SOLE,125600,0,0,2016-03-31,2016Q1,"Bridgewater Associates, LP",0001350694
40,CAMPBELL SOUP CO,COM,134429109,1145,17951,SH,SOLE,17951,0,0,2016-03-31,2016Q1,"Bridgewater Associates, LP",0001350694
41,CANADIAN NAT RES LTD,COM,136385101,9430,347200,SH,SOLE,347200,0,0,2016-03-31,2016Q1,"Bridgewater Associates, LP",0001350694
42,CARDINAL HEALTH INC,COM,14149Y108,7657,93432,SH,SOLE,93432,0,0,2016-03-31,2016Q1,"Bridgewater Associates, LP",0001350694
43,CARNIVAL CORP,PAIRED CTF,143658300,8910,168849,SH,SOLE,168849,0,0,2016-03-31,2016Q1,"Bridgewater Associates, LP",0001350694
44,CELGENE CORP,COM,151020104,410,4100,SH,SOLE,4100,0,0,2016-03-31,2016Q1,"Bridgewater Associates, LP",0001350694
45,CENOVUS ENERGY INC,COM,15135U109,3479,266300,SH,SOLE,266300,0,0,2016-03-31,2016Q1,"Bridgewater Associates, LP",0001350694
46,CENTERPOINT ENERGY INC,COM,15189T107,3769,180156,SH,SOLE,180156,0,0,2016-03-31,2016Q1,"Bridgewater Associates, LP",0001350694
47,CENTURYLINK INC,COM,156700106,9114,285184,SH,SOLE,285184,0,0,2016-03-31,2016Q1,"Bridgewater Associates, LP",0001350694
48,CERNER CORP,COM,156782104,4413,83332,SH,SOLE,83332,0,0,2016-03-31,2016Q1,"Bridgewater Associates, LP",0001350694
49,CHEVRON CORP NEW,COM,166764100,14281,149700,SH,SOLE,149700,0,0,2016-03-31,2016Q1,"Bridgewater Associates, LP",0001350694
50,CISCO SYS INC,COM,17275R102,10272,360790,SH,SOLE,360790,0,0,2016-03-31,2016Q1,"Bridgewater Associates, LP",0001350694
