,Name of Issuer,Title of Class,CUSIP,Value,SHRS OR SH,PRN AMT PRN,Investment Discretion,Voting Authority_Sole,Voting Authority_Shared,Voting Authority_None,Date,Period,Filing Manager,CIK
0,ALASKA AIR GROUP INC,Com,011659109,74022,902489,SH,SOLE,902489,0,0,2016-03-31,2016Q1,"Altimeter Capital Management, LP",0001541617
1,ALLEGIANT TRAVEL CO,Com,01748X102,917,5150,SH,SOLE,5150,0,0,2016-03-31,2016Q1,"Altimeter Capital Management, LP",0001541617
2,AMAZON COM INC,Com,023135106,11873,20000,SH,SOLE,20000,0,0,2016-03-31,2016Q1,"Altimeter Capital Management, LP",0001541617
3,AMERICAN AIRLS GROUP INC,Com,02376R102,34859,850000,SH,SOLE,850000,0,0,2016-03-31,2016Q1,"Altimeter Capital Management, LP",0001541617
4,CTRIP COM INTL LTD,American Dep Shs,22943F100,56963,1287009,SH,SOLE,1287009,0,0,2016-03-31,2016Q1,"Altimeter Capital Management, LP",0001541617
5,DELTA AIR LINES INC DEL,Com New,247361702,37165,763455,SH,SOLE,763455,0,0,2016-03-31,2016Q1,"Altimeter Capital Management, LP",0001541617
6,ELONG INC,Sponsored ADR,290138205,7767,443085,SH,SOLE,443085,0,0,2016-03-31,2016Q1,"Altimeter Capital Management, LP",0001541617
7,EXPEDIA INC DEL,Com New,30212P303,407985,3783941,SH,SOLE,3783941,0,0,2016-03-31,2016Q1,"Altimeter Capital Management, LP",0001541617
8,HUBSPOT INC,Com,443573100,9815,225000,SH,SOLE,225000,0,0,2016-03-31,2016Q1,"Altimeter Capital Management, LP",0001541617
9,PRICELINE GRP INC,Com New,741503403,51236,39750,SH,SOLE,39750,0,0,2016-03-31,2016Q1,"Altimeter Capital Management, LP",0001541617
10,PURE STORAGE INC,Class A,74624M102,37648,2750000,SH,SOLE,2750000,0,0,2016-03-31,2016Q1,"Altimeter Capital Management, LP",0001541617
11,TABLEAU SOFTWARE INC,Class A,87336U105,66557,1450998,SH,SOLE,1450998,0,0,2016-03-31,2016Q1,"Altimeter Capital Management, LP",0001541617
12,UNITED CONTL HLDINGS INC,Com,910047109,688945,11509268,SH,SOLE,11509268,0,0,2016-03-31,2016Q1,"Altimeter Capital Management, LP",0001541617
13,ZILLOW GROUP INC,Class A,98954M101,20486,801816,SH,SOLE,801816,0,0,2016-03-31,2016Q1,"Altimeter Capital Management, LP",0001541617
14,ZILLOW GROUP INC,Class C Cap Stk,98954M200,25990,1095224,SH,SOLE,1095224,0,0,2016-03-31,2016Q1,"Altimeter Capital Management, LP",0001541617
