,Name of Issuer,Title of Class,CUSIP,Value,SHRS OR SH,PRN AMT PRN,Investment Discretion,Voting Authority_Sole,Voting Authority_Shared,Voting Authority_None,Date,Period,Filing Manager,CIK
0,Akamai Tech Inc,COM,00971T101,24807,355300,SH,DFND,355300,0,0,2015-06-30,2015Q2,Duquesne Family Office LLC,0001536411
1,Alcoa Inc,COM,013817101,40698,3650000,SH,DFND,3650000,0,0,2015-06-30,2015Q2,Duquesne Family Office LLC,0001536411
2,Alibaba Group Hldg Ltd,SPONS ADS,01609W102,18025,219100,SH,DFND,219100,0,0,2015-06-30,2015Q2,Duquesne Family Office LLC,0001536411
3,Am Int'l Grp Inc,COM,026874784,15474,250300,SH,DFND,250300,0,0,2015-06-30,2015Q2,Duquesne Family Office LLC,0001536411
4,BB&T Corp,COM,054937107,19575,485600,SH,DFND,485600,0,0,2015-06-30,2015Q2,Duquesne Family Office LLC,0001536411
5,Citigroup Inc,COM,172967424,64907,1175000,SH,DFND,1175000,0,0,2015-06-30,2015Q2,Duquesne Family Office LLC,0001536411
6,Cognizant Tech Sol's Corp,CL A,192446102,14466,236800,SH,DFND,236800,0,0,2015-06-30,2015Q2,Duquesne Family Office LLC,0001536411
7,Ctrip.com Int'l Ltd,AM DEP SHS,22943F100,14626,201400,SH,DFND,201400,0,0,2015-06-30,2015Q2,Duquesne Family Office LLC,0001536411
8,Dow Chemical Co,COM,260543103,59526,1163300,SH,DFND,1163300,0,0,2015-06-30,2015Q2,Duquesne Family Office LLC,0001536411
9,EOG Res's Inc,COM,26875P101,27219,310900,SH,DFND,310900,0,0,2015-06-30,2015Q2,Duquesne Family Office LLC,0001536411
10,Eastman Chemical Co,COM,277432100,15219,186000,SH,DFND,186000,0,0,2015-06-30,2015Q2,Duquesne Family Office LLC,0001536411
11,EBay Inc,COM,278642103,19698,327000,SH,DFND,327000,0,0,2015-06-30,2015Q2,Duquesne Family Office LLC,0001536411
12,Facebook Inc,CL A,30303M102,160612,1872700,SH,DFND,1872700,0,0,2015-06-30,2015Q2,Duquesne Family Office LLC,0001536411
13,Freeport-McMoRan Inc,CL B,35671D857,66045,3547000,SH,DFND,3547000,0,0,2015-06-30,2015Q2,Duquesne Family Office LLC,0001536411
14,HDFC Bank Ltd,ADR REPS 3 SHS,40415F101,60748,1003600,SH,DFND,1003600,0,0,2015-06-30,2015Q2,Duquesne Family Office LLC,0001536411
15,Halliburton Co,COM,406216101,66629,1547000,SH,DFND,1547000,0,0,2015-06-30,2015Q2,Duquesne Family Office LLC,0001536411
16,Illumina Inc,COM,452327109,45091,206500,SH,DFND,206500,0,0,2015-06-30,2015Q2,Duquesne Family Office LLC,0001536411
17,JP Morgan Chase & Co,COM,46625H100,52670,777300,SH,DFND,777300,0,0,2015-06-30,2015Q2,Duquesne Family Office LLC,0001536411
18,JD.Com Inc,SPON ADR CL A,47215P106,20221,593000,SH,DFND,593000,0,0,2015-06-30,2015Q2,Duquesne Family Office LLC,0001536411
19,Microsoft Corp,COM,594918104,61726,1398100,SH,DFND,1398100,0,0,2015-06-30,2015Q2,Duquesne Family Office LLC,0001536411
20,Newmont Mining Corp,COM,651639106,29898,1279900,SH,DFND,1279900,0,0,2015-06-30,2015Q2,Duquesne Family Office LLC,0001536411
21,Noble Energy Inc,COM,655044105,13453,315200,SH,DFND,315200,0,0,2015-06-30,2015Q2,Duquesne Family Office LLC,0001536411
22,"PNC Fin'l Services Group, Inc",COM,693475105,19570,204600,SH,DFND,204600,0,0,2015-06-30,2015Q2,Duquesne Family Office LLC,0001536411
23,Pioneer Nat'l Res's Co,COM,723787107,15922,114800,SH,DFND,114800,0,0,2015-06-30,2015Q2,Duquesne Family Office LLC,0001536411
24,SPDR Gold Trust,GOLD SHS,78463V907,323626,2880000,SH,DFND,2880000,0,0,2015-06-30,2015Q2,Duquesne Family Office LLC,0001536411
25,SunTrust Banks Inc,COM,867914103,19664,457100,SH,DFND,457100,0,0,2015-06-30,2015Q2,Duquesne Family Office LLC,0001536411
26,Wells Fargo & Co,COM,949746101,94449,1679400,SH,DFND,1679400,0,0,2015-06-30,2015Q2,Duquesne Family Office LLC,0001536411
27,Workday Inc,CL A,98138H101,25261,330679,SH,DFND,330679,0,0,2015-06-30,2015Q2,Duquesne Family Office LLC,0001536411
28,LyondellBasell Ind's NV,SHS - A -,N53745100,74219,716950,SH,DFND,716950,0,0,2015-06-30,2015Q2,Duquesne Family Office LLC,0001536411
