,Name of Issuer,Title of Class,CUSIP,Value,SHRS OR SH,PRN AMT PRN,Investment Discretion,Voting Authority_Sole,Voting Authority_Shared,Voting Authority_None,Date,Period,Filing Manager,CIK
0,58 COM INC,SPON ADR REP A,31680Q104,194206,2638675,SH,SOLE,0,0,0,2018-09-30,2018Q3,"Hillhouse Capital Management, Ltd.",0001510589
1,ACCELERON PHARMA INC,COM,00434H108,46562,813600,SH,SOLE,0,0,0,2018-09-30,2018Q3,"Hillhouse Capital Management, Ltd.",0001510589
2,ALIBABA GROUP HLDG LTD,SPONSORED ADS,01609W102,69364,421002,SH,SOLE,0,0,0,2018-09-30,2018Q3,"Hillhouse Capital Management, Ltd.",0001510589
3,ALPHABET INC,CAP STK CL C,02079K107,6393,5357,SH,SOLE,0,0,0,2018-09-30,2018Q3,"Hillhouse Capital Management, Ltd.",0001510589
4,AMAZON COM INC,COM,023135106,7031,3510,SH,SOLE,0,0,0,2018-09-30,2018Q3,"Hillhouse Capital Management, Ltd.",0001510589
5,APELLIS PHARMACEUTICALS INC,COM,03753U106,76957,4328289,SH,SOLE,0,0,0,2018-09-30,2018Q3,"Hillhouse Capital Management, Ltd.",0001510589
6,APPLE INC,COM,037833100,14512,64287,SH,SOLE,0,0,0,2018-09-30,2018Q3,"Hillhouse Capital Management, Ltd.",0001510589
7,ARCUS BIOSCIENCES INC,COM,03969F109,10694,767128,SH,SOLE,0,0,0,2018-09-30,2018Q3,"Hillhouse Capital Management, Ltd.",0001510589
8,ARVINAS INC,COM,04335A105,14429,855308,SH,SOLE,0,0,0,2018-09-30,2018Q3,"Hillhouse Capital Management, Ltd.",0001510589
9,BEIGENE LTD,SPONSORED ADR,07725L102,942432,5472259,SH,SOLE,0,0,0,2018-09-30,2018Q3,"Hillhouse Capital Management, Ltd.",0001510589
10,BERKSHIRE HATHAWAY INC DEL,CL A,084670108,16320,51,SH,SOLE,0,0,0,2018-09-30,2018Q3,"Hillhouse Capital Management, Ltd.",0001510589
11,BILIBILI INC,SPONS ADS REP Z,090040106,190,14061,SH,SOLE,0,0,0,2018-09-30,2018Q3,"Hillhouse Capital Management, Ltd.",0001510589
12,BLUEPRINT MEDICINES CORP,COM,09627Y109,111700,1430949,SH,SOLE,0,0,0,2018-09-30,2018Q3,"Hillhouse Capital Management, Ltd.",0001510589
13,BRIGHT SCHOLAR ED HLDGS LTD,SPONSORED ADS,109199109,49384,3985797,SH,SOLE,0,0,0,2018-09-30,2018Q3,"Hillhouse Capital Management, Ltd.",0001510589
14,CHINA BIOLOGIC PRODS HLDGS I,COM,G21515104,140096,1751200,SH,SOLE,0,0,0,2018-09-30,2018Q3,"Hillhouse Capital Management, Ltd.",0001510589
15,CHINA JO-JO DRUGSTORES INC,COM NEW,16949A206,7792,4840000,SH,SOLE,0,0,0,2018-09-30,2018Q3,"Hillhouse Capital Management, Ltd.",0001510589
16,CONSTELLATION PHARMCETICLS,COM,210373106,2140,317921,SH,SOLE,0,0,0,2018-09-30,2018Q3,"Hillhouse Capital Management, Ltd.",0001510589
17,EIDOS THERAPEUTICS INC,COM,28249H104,2246,225000,SH,SOLE,0,0,0,2018-09-30,2018Q3,"Hillhouse Capital Management, Ltd.",0001510589
18,ENSTAR GROUP LIMITED,SHS,G3075P101,364425,1747840,SH,SOLE,0,0,0,2018-09-30,2018Q3,"Hillhouse Capital Management, Ltd.",0001510589
19,FACEBOOK INC,CL A,30303M102,10142,61670,SH,SOLE,0,0,0,2018-09-30,2018Q3,"Hillhouse Capital Management, Ltd.",0001510589
20,FANG HLDGS LTD,ADR,30711Y102,3885,1500000,SH,SOLE,0,0,0,2018-09-30,2018Q3,"Hillhouse Capital Management, Ltd.",0001510589
21,FARFETCH LTD,ORD SH CL A,30744W107,13615,500000,SH,SOLE,0,0,0,2018-09-30,2018Q3,"Hillhouse Capital Management, Ltd.",0001510589
22,FIBROGEN INC,COM,31572Q808,163186,2686196,SH,SOLE,0,0,0,2018-09-30,2018Q3,"Hillhouse Capital Management, Ltd.",0001510589
23,G1 THERAPEUTICS INC,COM,3621LQ109,49646,949431,SH,SOLE,0,0,0,2018-09-30,2018Q3,"Hillhouse Capital Management, Ltd.",0001510589
24,GS ACQUISITION HLDGS CORP,UNIT 06/12/2023,36255F201,10300,1000000,SH,SOLE,0,0,0,2018-09-30,2018Q3,"Hillhouse Capital Management, Ltd.",0001510589
25,IDEXX LABS INC,COM,45168D104,8334,33380,SH,SOLE,0,0,0,2018-09-30,2018Q3,"Hillhouse Capital Management, Ltd.",0001510589
26,IKANG HEALTHCARE GROUP INC,SPONSORED ADR,45174L108,52903,2922834,SH,SOLE,0,0,0,2018-09-30,2018Q3,"Hillhouse Capital Management, Ltd.",0001510589
27,IQIYI INC,SPONSORED ADS,46267X108,53574,1979107,SH,SOLE,0,0,0,2018-09-30,2018Q3,"Hillhouse Capital Management, Ltd.",0001510589
28,JD COM INC,SPON ADR CL A,47215P106,553424,21212125,SH,SOLE,0,0,0,2018-09-30,2018Q3,"Hillhouse Capital Management, Ltd.",0001510589
29,KINIKSA PHARMACEUTICALS LTD,COM CL A,G5269C101,146281,5736527,SH,SOLE,0,0,0,2018-09-30,2018Q3,"Hillhouse Capital Management, Ltd.",0001510589
30,LINE CORP,SPONSORED ADR,53567X101,50883,1207763,SH,SOLE,0,0,0,2018-09-30,2018Q3,"Hillhouse Capital Management, Ltd.",0001510589
31,LOXO ONCOLOGY INC,COM,548862101,22430,131300,SH,SOLE,0,0,0,2018-09-30,2018Q3,"Hillhouse Capital Management, Ltd.",0001510589
32,MELCO RESORT ENTERTAINMENT L,ADR,585464100,19317,913329,SH,SOLE,0,0,0,2018-09-30,2018Q3,"Hillhouse Capital Management, Ltd.",0001510589
33,MONDELEZ INTL INC,CL A,609207105,151617,3529264,SH,SOLE,0,0,0,2018-09-30,2018Q3,"Hillhouse Capital Management, Ltd.",0001510589
34,MOODYS CORP,COM,615369105,15039,89949,SH,SOLE,0,0,0,2018-09-30,2018Q3,"Hillhouse Capital Management, Ltd.",0001510589
35,MSCI INC,COM,55354G100,12842,72384,SH,SOLE,0,0,0,2018-09-30,2018Q3,"Hillhouse Capital Management, Ltd.",0001510589
36,MYOKARDIA INC,COM,62857M105,55964,858340,SH,SOLE,0,0,0,2018-09-30,2018Q3,"Hillhouse Capital Management, Ltd.",0001510589
37,NEON THERAPEUTICS INC,COM,64050Y100,6079,711808,SH,SOLE,0,0,0,2018-09-30,2018Q3,"Hillhouse Capital Management, Ltd.",0001510589
38,NETFLIX INC,COM,64110L106,12115,32382,SH,SOLE,0,0,0,2018-09-30,2018Q3,"Hillhouse Capital Management, Ltd.",0001510589
39,NIKE INC,CL B,654106103,12178,143741,SH,SOLE,0,0,0,2018-09-30,2018Q3,"Hillhouse Capital Management, Ltd.",0001510589
40,PINDUODUO INC,SPONSORED ADS,722304102,55785,2121896,SH,SOLE,0,0,0,2018-09-30,2018Q3,"Hillhouse Capital Management, Ltd.",0001510589
41,PROTEOSTASIS THERAPEUTICS IN,COM,74373B109,2087,865923,SH,SOLE,0,0,0,2018-09-30,2018Q3,"Hillhouse Capital Management, Ltd.",0001510589
