,Name of Issuer,Title of Class,CUSIP,Value,SHRS OR SH,PRN AMT PRN,Investment Discretion,Voting Authority_Sole,Voting Authority_Shared,Voting Authority_None,Date,Period,Filing Manager,CIK
0,AETNA INC NEW,COM,00817Y108,228968,3576500,SH,SOLE,3576500,0,0,2013-09-30,2013Q3,GREENLIGHT CAPITAL INC,0001079114
1,AETNA INC NEW,COM,00817Y108,51026,797030,SH,SOLE,797030,0,0,2013-09-30,2013Q3,GREENLIGHT CAPITAL INC,0001079114
2,AETNA INC NEW,COM,00817Y108,75320,1176510,SH,SOLE,1176510,0,0,2013-09-30,2013Q3,GREENLIGHT CAPITAL INC,0001079114
3,AMDOCS LTD,ORD,G02602103,36352,992145,SH,SOLE,992145,0,0,2013-09-30,2013Q3,GREENLIGHT CAPITAL INC,0001079114
4,AMDOCS LTD,ORD,G02602103,7999,218300,SH,SOLE,218300,0,0,2013-09-30,2013Q3,GREENLIGHT CAPITAL INC,0001079114
5,AMDOCS LTD,ORD,G02602103,12157,331800,SH,SOLE,331800,0,0,2013-09-30,2013Q3,GREENLIGHT CAPITAL INC,0001079114
6,APPLE INC,COM,037833100,743688,1559911,SH,SOLE,1559911,0,0,2013-09-30,2013Q3,GREENLIGHT CAPITAL INC,0001079114
7,APPLE INC,COM,037833100,135531,284281,SH,SOLE,284281,0,0,2013-09-30,2013Q3,GREENLIGHT CAPITAL INC,0001079114
8,APPLE INC,COM,037833100,249528,523394,SH,SOLE,523394,0,0,2013-09-30,2013Q3,GREENLIGHT CAPITAL INC,0001079114
9,APPLE INC,COM,037833100,14360,30120,SH,SOLE,30120,0,0,2013-09-30,2013Q3,GREENLIGHT CAPITAL INC,0001079114
10,ASPEN INSURANCE HOLDINGS LTD,SHS,G05384105,57703,1590053,SH,SOLE,1590053,0,0,2013-09-30,2013Q3,GREENLIGHT CAPITAL INC,0001079114
11,ASPEN INSURANCE HOLDINGS LTD,SHS,G05384105,12693,349778,SH,SOLE,349778,0,0,2013-09-30,2013Q3,GREENLIGHT CAPITAL INC,0001079114
12,ASPEN INSURANCE HOLDINGS LTD,SHS,G05384105,19564,539104,SH,SOLE,539104,0,0,2013-09-30,2013Q3,GREENLIGHT CAPITAL INC,0001079114
13,BABCOCK & WILCOX CO NEW,COM,05615F102,86543,2566518,SH,SOLE,2566518,0,0,2013-09-30,2013Q3,GREENLIGHT CAPITAL INC,0001079114
14,BABCOCK & WILCOX CO NEW,COM,05615F102,18890,560200,SH,SOLE,560200,0,0,2013-09-30,2013Q3,GREENLIGHT CAPITAL INC,0001079114
15,BABCOCK & WILCOX CO NEW,COM,05615F102,29208,866186,SH,SOLE,866186,0,0,2013-09-30,2013Q3,GREENLIGHT CAPITAL INC,0001079114
16,BIOFUEL ENERGY CORP,COM NEW,09064Y307,3941,1079638,SH,SOLE,1079638,0,0,2013-09-30,2013Q3,GREENLIGHT CAPITAL INC,0001079114
17,BIOFUEL ENERGY CORP,COM NEW,09064Y307,970,265748,SH,SOLE,265748,0,0,2013-09-30,2013Q3,GREENLIGHT CAPITAL INC,0001079114
18,BIOFUEL ENERGY CORP,COM NEW,09064Y307,301,82439,SH,SOLE,82439,0,0,2013-09-30,2013Q3,GREENLIGHT CAPITAL INC,0001079114
19,CIGNA CORPORATION,COM,125509109,228523,2973233,SH,SOLE,2973233,0,0,2013-09-30,2013Q3,GREENLIGHT CAPITAL INC,0001079114
20,CIGNA CORPORATION,COM,125509109,50904,662300,SH,SOLE,662300,0,0,2013-09-30,2013Q3,GREENLIGHT CAPITAL INC,0001079114
21,CIGNA CORPORATION,COM,125509109,75101,977112,SH,SOLE,977112,0,0,2013-09-30,2013Q3,GREENLIGHT CAPITAL INC,0001079114
22,CIGNA CORPORATION,COM,125509109,2442,31770,SH,SOLE,31770,0,0,2013-09-30,2013Q3,GREENLIGHT CAPITAL INC,0001079114
23,COMPUTER SCIENCES CORP,COM,205363104,117989,2280428,SH,SOLE,2280428,0,0,2013-09-30,2013Q3,GREENLIGHT CAPITAL INC,0001079114
24,COMPUTER SCIENCES CORP,COM,205363104,26506,512300,SH,SOLE,512300,0,0,2013-09-30,2013Q3,GREENLIGHT CAPITAL INC,0001079114
