,Name of Issuer,Title of Class,CUSIP,Value,SHRS OR SH,PRN AMT PRN,Investment Discretion,Voting Authority_Sole,Voting Authority_Shared,Voting Authority_None,Date,Period,Filing Manager,CIK
0,ADVANCED MICRO DEVICES INC,COM,007903107,201469,2457233,SH,SOLE,2457233,0,0,2020-09-30,2020Q3,Whale Rock Capital Management LLC,0001387322
1,ALIBABA GROUP HLDG LTD,SPONSORED ADS,01609W102,409030,1391353,SH,SOLE,1391353,0,0,2020-09-30,2020Q3,Whale Rock Capital Management LLC,0001387322
2,ALTERYX INC,COM CL A,02156B103,195328,1720191,SH,SOLE,1720191,0,0,2020-09-30,2020Q3,Whale Rock Capital Management LLC,0001387322
3,AMAZON COM INC,COM,023135106,1017821,323248,SH,SOLE,323248,0,0,2020-09-30,2020Q3,Whale Rock Capital Management LLC,0001387322
4,AVALARA INC,COM,05338G106,263844,2071967,SH,SOLE,2071967,0,0,2020-09-30,2020Q3,Whale Rock Capital Management LLC,0001387322
5,BILL COM HLDGS INC,COM,090043100,365813,3646821,SH,SOLE,3646821,0,0,2020-09-30,2020Q3,Whale Rock Capital Management LLC,0001387322
6,CARVANA CO,CL A,146869102,62058,278213,SH,SOLE,278213,0,0,2020-09-30,2020Q3,Whale Rock Capital Management LLC,0001387322
7,CERIDIAN HCM HLDG INC,COM,15677J108,182199,2204465,SH,SOLE,2204465,0,0,2020-09-30,2020Q3,Whale Rock Capital Management LLC,0001387322
8,CIRRUS LOGIC INC,COM,172755100,141579,2099026,SH,SOLE,2099026,0,0,2020-09-30,2020Q3,Whale Rock Capital Management LLC,0001387322
9,COUPA SOFTWARE INC,COM,22266L106,418602,1526408,SH,SOLE,1526408,0,0,2020-09-30,2020Q3,Whale Rock Capital Management LLC,0001387322
10,CREE INC,COM,225447101,214632,3367303,SH,SOLE,3367303,0,0,2020-09-30,2020Q3,Whale Rock Capital Management LLC,0001387322
11,CROWDSTRIKE HLDGS INC,CL A,22788C105,463753,3377169,SH,SOLE,3377169,0,0,2020-09-30,2020Q3,Whale Rock Capital Management LLC,0001387322
12,DATADOG INC,CL A COM,23804L103,443481,4341044,SH,SOLE,4341044,0,0,2020-09-30,2020Q3,Whale Rock Capital Management LLC,0001387322
13,DUCK CREEK TECHNOLOGIES INC,SHS,264120106,102110,2247629,SH,SOLE,2247629,0,0,2020-09-30,2020Q3,Whale Rock Capital Management LLC,0001387322
14,FACEBOOK INC,CL A,30303M102,400937,1530880,SH,SOLE,1530880,0,0,2020-09-30,2020Q3,Whale Rock Capital Management LLC,0001387322
15,FASTLY INC,CL A,31188V100,486444,5192617,SH,SOLE,5192617,0,0,2020-09-30,2020Q3,Whale Rock Capital Management LLC,0001387322
16,FIVE9 INC,COM,338307101,359714,2773856,SH,SOLE,2773856,0,0,2020-09-30,2020Q3,Whale Rock Capital Management LLC,0001387322
17,FORTINET INC,COM,34959E109,230218,1954144,SH,SOLE,1954144,0,0,2020-09-30,2020Q3,Whale Rock Capital Management LLC,0001387322
18,JD.COM INC,SPON ADR CL A,47215P106,523231,6741796,SH,SOLE,6741796,0,0,2020-09-30,2020Q3,Whale Rock Capital Management LLC,0001387322
19,JFROG LTD,ORD SHS,M6191J100,1270,15000,SH,SOLE,15000,0,0,2020-09-30,2020Q3,Whale Rock Capital Management LLC,0001387322
20,KE HLDGS INC,SPONSORED ADS,482497104,160251,2614205,SH,SOLE,2614205,0,0,2020-09-30,2020Q3,Whale Rock Capital Management LLC,0001387322
21,MERCADOLIBRE INC,COM,58733R102,355014,327964,SH,SOLE,327964,0,0,2020-09-30,2020Q3,Whale Rock Capital Management LLC,0001387322
