,Name of Issuer,Title of Class,CUSIP,Value,SHRS OR SH,PRN AMT PRN,Investment Discretion,Voting Authority_Sole,Voting Authority_Shared,Voting Authority_None,Date,Period,Filing Manager,CIK
0,8X8 INC NEW,COM,282914100,98006,4730000,SH,SOLE,4730000,0,0,2019-09-30,2019Q3,TIGER GLOBAL MANAGEMENT LLC,0001167483
1,ADOBE INC,COM,00724F101,197243,714000,SH,SOLE,714000,0,0,2019-09-30,2019Q3,TIGER GLOBAL MANAGEMENT LLC,0001167483
2,ALIBABA GROUP HLDG LTD,SPONSORED ADS,01609W102,1301093,7780262,SH,SOLE,7780262,0,0,2019-09-30,2019Q3,TIGER GLOBAL MANAGEMENT LLC,0001167483
3,AMAZON COM INC,COM,023135106,1222275,704112,SH,SOLE,704112,0,0,2019-09-30,2019Q3,TIGER GLOBAL MANAGEMENT LLC,0001167483
4,ANAPLAN INC,COM,03272L108,56729,1207000,SH,SOLE,1207000,0,0,2019-09-30,2019Q3,TIGER GLOBAL MANAGEMENT LLC,0001167483
5,APOLLO GLOBAL MGMT INC,COM CL A,03768E105,1424434,37663500,SH,SOLE,37663500,0,0,2019-09-30,2019Q3,TIGER GLOBAL MANAGEMENT LLC,0001167483
6,ATLASSIAN CORP PLC,CL A,G06242104,76017,606001,SH,SOLE,606001,0,0,2019-09-30,2019Q3,TIGER GLOBAL MANAGEMENT LLC,0001167483
7,AVALARA INC,COM,05338G106,6729,100000,SH,SOLE,100000,0,0,2019-09-30,2019Q3,TIGER GLOBAL MANAGEMENT LLC,0001167483
8,BARCLAYS BK PLC,IPATH B SHRT TRM,06746P621,20929,881575,SH,SOLE,881575,0,0,2019-09-30,2019Q3,TIGER GLOBAL MANAGEMENT LLC,0001167483
9,BEYOND MEAT INC,COM,08862E109,26009,175000,SH,SOLE,175000,0,0,2019-09-30,2019Q3,TIGER GLOBAL MANAGEMENT LLC,0001167483
10,BILIBILI INC,SPONS ADS REP Z,090040106,1412,100000,SH,SOLE,100000,0,0,2019-09-30,2019Q3,TIGER GLOBAL MANAGEMENT LLC,0001167483
11,CARVANA CO,CL A,146869102,324252,4912907,SH,SOLE,4912907,0,0,2019-09-30,2019Q3,TIGER GLOBAL MANAGEMENT LLC,0001167483
