,Name of Issuer,Title of Class,CUSIP,Value,SHRS OR SH,PRN AMT PRN,Investment Discretion,Voting Authority_Sole,Voting Authority_Shared,Voting Authority_None,Date,Period,Filing Manager,CIK
0,Ac Immune Sa,SHS,H00263105,24699,2388700,SH,DFND,2388700,0,0,2018-03-31,2018Q1,Duquesne Family Office LLC,0001536411
1,Adobe Sys Inc,COM,00724F101,26470,122500,SH,DFND,122500,0,0,2018-03-31,2018Q1,Duquesne Family Office LLC,0001536411
2,Alibaba Group Hldg Ltd,SPONSORED ADS,01609W102,120659,657400,SH,DFND,657400,0,0,2018-03-31,2018Q1,Duquesne Family Office LLC,0001536411
3,Alphabet Inc,CAP STK CL A,02079K305,268775,259150,SH,DFND,259150,0,0,2018-03-31,2018Q1,Duquesne Family Office LLC,0001536411
4,Amazon Com Inc,COM,023135106,247282,170853,SH,DFND,170853,0,0,2018-03-31,2018Q1,Duquesne Family Office LLC,0001536411
5,Ctrip Com Intl Ltd,AMERICAN DEP SHS,22943F100,14252,305700,SH,DFND,305700,0,0,2018-03-31,2018Q1,Duquesne Family Office LLC,0001536411
6,Intel Corp,COM,458140100,128252,2462600,SH,DFND,2462600,0,0,2018-03-31,2018Q1,Duquesne Family Office LLC,0001536411
7,Intra Cellular Therapies Inc,COM,46116X101,6252,296986,SH,DFND,296986,0,0,2018-03-31,2018Q1,Duquesne Family Office LLC,0001536411
8,Jd Com Inc,SPON ADR CL A,47215P106,72194,1783000,SH,DFND,1783000,0,0,2018-03-31,2018Q1,Duquesne Family Office LLC,0001536411
9,Micron Technology Inc,COM,595112103,114056,2187500,SH,DFND,2187500,0,0,2018-03-31,2018Q1,Duquesne Family Office LLC,0001536411
10,Microsoft Corp,COM,594918104,221804,2430200,SH,DFND,2430200,0,0,2018-03-31,2018Q1,Duquesne Family Office LLC,0001536411
11,Nektar Therapeutics,COM,640268108,126694,1192300,SH,DFND,1192300,0,0,2018-03-31,2018Q1,Duquesne Family Office LLC,0001536411
12,Netflix Inc,COM,64110L106,56028,189700,SH,DFND,189700,0,0,2018-03-31,2018Q1,Duquesne Family Office LLC,0001536411
13,Pagseguro Digital Ltd Com,CL A,G68707101,1341,35000,SH,DFND,35000,0,0,2018-03-31,2018Q1,Duquesne Family Office LLC,0001536411
14,Qualcomm Inc,COM,747525103,22774,411000,SH,DFND,411000,0,0,2018-03-31,2018Q1,Duquesne Family Office LLC,0001536411
15,Salesforce Com Inc,COM,79466L302,198326,1705300,SH,DFND,1705300,0,0,2018-03-31,2018Q1,Duquesne Family Office LLC,0001536411
16,Stamps Com Inc,COM NEW,852857200,31766,158000,SH,DFND,158000,0,0,2018-03-31,2018Q1,Duquesne Family Office LLC,0001536411
17,Sterling Bancorp Del,COM,85917A100,9056,401600,SH,DFND,401600,0,0,2018-03-31,2018Q1,Duquesne Family Office LLC,0001536411
18,Tal Ed Group,SPONSORED ADS,874080104,25295,682000,SH,DFND,682000,0,0,2018-03-31,2018Q1,Duquesne Family Office LLC,0001536411
19,Vipshop Hldgs Ltd,SPONSORED ADR,92763W103,9520,572800,SH,DFND,572800,0,0,2018-03-31,2018Q1,Duquesne Family Office LLC,0001536411
20,Workday Inc,CL A,98138H101,72351,569200,SH,DFND,569200,0,0,2018-03-31,2018Q1,Duquesne Family Office LLC,0001536411
21,Yandex N V,SHS CLASS A,N97284108,11993,304000,SH,DFND,304000,0,0,2018-03-31,2018Q1,Duquesne Family Office LLC,0001536411
