,Name of Issuer,Title of Class,CUSIP,Value,SHRS OR SH,PRN AMT PRN,Investment Discretion,Voting Authority_Sole,Voting Authority_Shared,Voting Authority_None,Date,Period,Filing Manager,CIK
0,Abbott Labs,COM,002824100,45166,1068000,SH,DFND,1068000,0,0,2016-09-30,2016Q3,Duquesne Family Office LLC,0001536411
1,Abbvie Inc,COM,00287Y109,83563,1324920,SH,DFND,1324920,0,0,2016-09-30,2016Q3,Duquesne Family Office LLC,0001536411
2,Ac Immune Sa,SHS,H00263105,24705,1500000,SH,DFND,1500000,0,0,2016-09-30,2016Q3,Duquesne Family Office LLC,0001536411
3,Activision Blizzard Inc,COM,00507V109,33167,748700,SH,DFND,748700,0,0,2016-09-30,2016Q3,Duquesne Family Office LLC,0001536411
4,Agilent Technologies Inc,COM,00846U101,10374,220300,SH,DFND,220300,0,0,2016-09-30,2016Q3,Duquesne Family Office LLC,0001536411
5,Agnico Eagle Mines Ltd,COM,008474108,28759,530800,SH,DFND,530800,0,0,2016-09-30,2016Q3,Duquesne Family Office LLC,0001536411
6,Agrium Inc,COM,008916108,3535,38974,SH,DFND,38974,0,0,2016-09-30,2016Q3,Duquesne Family Office LLC,0001536411
7,Alibaba Group Hldg Ltd,SPONSORED ADS,01609W102,49785,470600,SH,DFND,470600,0,0,2016-09-30,2016Q3,Duquesne Family Office LLC,0001536411
8,Alphabet Inc,CAP STK CL A,02079K305,20102,25000,SH,DFND,25000,0,0,2016-09-30,2016Q3,Duquesne Family Office LLC,0001536411
9,Amazon Com Inc,COM,023135106,29976,35800,SH,DFND,35800,0,0,2016-09-30,2016Q3,Duquesne Family Office LLC,0001536411
10,Applied Matls Inc,COM,038222105,23442,777500,SH,DFND,777500,0,0,2016-09-30,2016Q3,Duquesne Family Office LLC,0001536411
11,Bank Amer Corp,COM,060505104,24722,1579700,SH,DFND,1579700,0,0,2016-09-30,2016Q3,Duquesne Family Office LLC,0001536411
12,Barrick Gold Corp,COM,067901108,32474,1832600,SH,DFND,1832600,0,0,2016-09-30,2016Q3,Duquesne Family Office LLC,0001536411
13,Bhp Billiton Ltd,SPONSORED ADR,088606108,11261,325000,SH,DFND,325000,0,0,2016-09-30,2016Q3,Duquesne Family Office LLC,0001536411
14,Broadcom Ltd,SHS,Y09827109,34832,201900,SH,DFND,201900,0,0,2016-09-30,2016Q3,Duquesne Family Office LLC,0001536411
