,Name of Issuer,Title of Class,CUSIP,Value,SHRS OR SH,PRN AMT PRN,Investment Discretion,Voting Authority_Sole,Voting Authority_Shared,Voting Authority_None,Date,Period,Filing Manager,CIK
0,ABERCROMBIE & FITCH CO,CL A,002896207,10180,500000,SH,SOLE,500000,0,0,2020-12-31,2020Q4,Melvin Capital Management LP,0001628110
1,ADOBE SYSTEMS INCORPORATED,COM,00724F101,341703,683243,SH,SOLE,683243,0,0,2020-12-31,2020Q4,Melvin Capital Management LP,0001628110
2,ADVANCE AUTO PARTS INC,COM,00751Y106,196888,1250000,SH,SOLE,0,0,0,2020-12-31,2020Q4,Melvin Capital Management LP,0001628110
3,ADVANCE AUTO PARTS INC,COM,00751Y106,435394,2764230,SH,SOLE,2764230,0,0,2020-12-31,2020Q4,Melvin Capital Management LP,0001628110
4,ADVANCED MICRO DEVICES INC,COM,007903107,342014,3729300,SH,SOLE,3729300,0,0,2020-12-31,2020Q4,Melvin Capital Management LP,0001628110
5,AIRBNB INC,COM CL A,009066101,44040,300000,SH,SOLE,300000,0,0,2020-12-31,2020Q4,Melvin Capital Management LP,0001628110
6,ALIBABA GROUP HLDG LTD,SPONSORED ADS,01609W102,209457,900000,SH,SOLE,900000,0,0,2020-12-31,2020Q4,Melvin Capital Management LP,0001628110
7,ALIGN TECHNOLOGY INC,COM,016255101,200393,375000,SH,SOLE,375000,0,0,2020-12-31,2020Q4,Melvin Capital Management LP,0001628110
8,ALPHABET INC,CAP STK CL A,02079K305,816434,465831,SH,SOLE,465831,0,0,2020-12-31,2020Q4,Melvin Capital Management LP,0001628110
9,AMAZON COM INC,COM,023135106,276839,85000,SH,SOLE,85000,0,0,2020-12-31,2020Q4,Melvin Capital Management LP,0001628110
10,AMC NETWORKS INC,CL A,00164V103,21462,600000,SH,SOLE,600000,0,0,2020-12-31,2020Q4,Melvin Capital Management LP,0001628110
11,AMERICAN EAGLE OUTFITTERS IN,COM,02553E106,180630,9000000,SH,SOLE,9000000,0,0,2020-12-31,2020Q4,Melvin Capital Management LP,0001628110
12,ANALOG DEVICES INC,COM,032654105,121877,825000,SH,SOLE,825000,0,0,2020-12-31,2020Q4,Melvin Capital Management LP,0001628110
13,ANAPLAN INC,COM,03272L108,100590,1400000,SH,SOLE,1400000,0,0,2020-12-31,2020Q4,Melvin Capital Management LP,0001628110
14,ATLASSIAN CORP PLC,CL A,G06242104,472040,2018387,SH,SOLE,2018387,0,0,2020-12-31,2020Q4,Melvin Capital Management LP,0001628110
15,AUTOZONE INC,COM,053332102,266724,225000,SH,SOLE,225000,0,0,2020-12-31,2020Q4,Melvin Capital Management LP,0001628110
16,AVIS BUDGET GROUP,COM,053774105,59680,1600000,SH,SOLE,1600000,0,0,2020-12-31,2020Q4,Melvin Capital Management LP,0001628110
17,BOOKING HOLDINGS INC,COM,09857L108,782972,351539,SH,SOLE,351539,0,0,2020-12-31,2020Q4,Melvin Capital Management LP,0001628110
18,COTY INC,COM CL A,222070203,70200,10000000,SH,SOLE,10000000,0,0,2020-12-31,2020Q4,Melvin Capital Management LP,0001628110
19,COUPA SOFTWARE INC,COM,22266L106,389701,1149867,SH,SOLE,1149867,0,0,2020-12-31,2020Q4,Melvin Capital Management LP,0001628110
20,CRACKER BARREL OLD CTRY STOR,COM,22410J106,49470,375000,SH,SOLE,375000,0,0,2020-12-31,2020Q4,Melvin Capital Management LP,0001628110
