,Name of Issuer,Title of Class,CUSIP,Value,SHRS OR SH,PRN AMT PRN,Investment Discretion,Voting Authority_Sole,Voting Authority_Shared,Voting Authority_None,Date,Period,Filing Manager,CIK
0,51JOB INC,SP ADR REP COM,316827104,323,5176,SH,SOLE,5176,0,0,2018-12-31,2018Q4,"Bridgewater Associates, LP",0001350694
1,ACTIVISION BLIZZARD INC,COM,00507V109,10579,227164,SH,SOLE,227164,0,0,2018-12-31,2018Q4,"Bridgewater Associates, LP",0001350694
2,ACUITY BRANDS INC,COM,00508Y102,511,4445,SH,SOLE,4445,0,0,2018-12-31,2018Q4,"Bridgewater Associates, LP",0001350694
3,ADTALEM GLOBAL ED INC,COM,00737L103,450,9501,SH,SOLE,9501,0,0,2018-12-31,2018Q4,"Bridgewater Associates, LP",0001350694
4,AES CORP,COM,00130H105,1834,126823,SH,SOLE,126823,0,0,2018-12-31,2018Q4,"Bridgewater Associates, LP",0001350694
5,AFFILIATED MANAGERS GROUP,COM,008252108,1256,12888,SH,SOLE,12888,0,0,2018-12-31,2018Q4,"Bridgewater Associates, LP",0001350694
6,AGCO CORP,COM,001084102,513,9218,SH,SOLE,9218,0,0,2018-12-31,2018Q4,"Bridgewater Associates, LP",0001350694
7,AGNICO EAGLE MINES LTD,COM,008474108,5522,136817,SH,SOLE,136817,0,0,2018-12-31,2018Q4,"Bridgewater Associates, LP",0001350694
8,AKAMAI TECHNOLOGIES INC,COM,00971T101,16814,275272,SH,SOLE,275272,0,0,2018-12-31,2018Q4,"Bridgewater Associates, LP",0001350694
9,ALBEMARLE CORP,COM,012653101,2533,32861,SH,SOLE,32861,0,0,2018-12-31,2018Q4,"Bridgewater Associates, LP",0001350694
10,ALEXANDRIA REAL ESTATE EQ IN,COM,015271109,848,7358,SH,SOLE,7358,0,0,2018-12-31,2018Q4,"Bridgewater Associates, LP",0001350694
11,ALEXION PHARMACEUTICALS INC,COM,015351109,27055,277885,SH,SOLE,277885,0,0,2018-12-31,2018Q4,"Bridgewater Associates, LP",0001350694
12,ALIBABA GROUP HLDG LTD,SPONSORED ADS,01609W102,12329,89945,SH,SOLE,89945,0,0,2018-12-31,2018Q4,"Bridgewater Associates, LP",0001350694
