,Name of Issuer,Title of Class,CUSIP,Value,SHRS OR SH,PRN AMT PRN,Investment Discretion,Voting Authority_Sole,Voting Authority_Shared,Voting Authority_None,Date,Period,Filing Manager,CIK
0,ALPHABET INC,CAP STK CL C,02079K107,64953,45948,SH,SOLE,45948,0,0,2020-06-30,2020Q2,"Dorsey Asset Management, LLC",0001671657
1,ALTERYX INC,COM CL A,02156B103,34968,212858,SH,SOLE,212858,0,0,2020-06-30,2020Q2,"Dorsey Asset Management, LLC",0001671657
2,AVALARA INC,COM,05338G106,38215,287138,SH,SOLE,287138,0,0,2020-06-30,2020Q2,"Dorsey Asset Management, LLC",0001671657
3,DESPEGAR COM CORP,ORD SHS,G27358103,32974,4592541,SH,SOLE,4592541,0,0,2020-06-30,2020Q2,"Dorsey Asset Management, LLC",0001671657
4,FACEBOOK INC,CL A,30303M102,145500,640771,SH,SOLE,640771,0,0,2020-06-30,2020Q2,"Dorsey Asset Management, LLC",0001671657
5,PAYPAL HLDGS INC,COM,70450Y103,43371,248927,SH,SOLE,248927,0,0,2020-06-30,2020Q2,"Dorsey Asset Management, LLC",0001671657
6,ROKU INC,COM CL A,77543R102,39900,342401,SH,SOLE,342401,0,0,2020-06-30,2020Q2,"Dorsey Asset Management, LLC",0001671657
7,SMARTSHEET INC,COM CL A,83200N103,83256,1635037,SH,SOLE,1635037,0,0,2020-06-30,2020Q2,"Dorsey Asset Management, LLC",0001671657
8,UPWORK INC,COM,91688F104,54677,3786489,SH,SOLE,3786489,0,0,2020-06-30,2020Q2,"Dorsey Asset Management, LLC",0001671657
9,WIX COM LTD,SHS,M98068105,81055,316348,SH,SOLE,316348,0,0,2020-06-30,2020Q2,"Dorsey Asset Management, LLC",0001671657
